"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type"
"ENSG00000150401.15",35132,2,8," DCUN1D2"," protein_coding"
"ENSG00000233613.5",7234,1,2," DCUN1D2-AS"," lncRNA"
"ENSG00000202347.1",163,1,1," RNU1-16P"," snRNA"
"ENSG00000150403.18",63569,3,17," TMCO3"," protein_coding"
"ENSG00000276916.1",2726,1,2," ENSG00000276916"," lncRNA"
"ENSG00000276248.1",3361,1,1," ENSG00000276248"," lncRNA"
"ENSG00000198176.13",56752,1,12," TFDP1"," protein_coding"
"ENSG00000186009.5",9394,1,7," ATP4B"," protein_coding"
"ENSG00000185974.7",70517,1,7," GRK1"," protein_coding"
"ENSG00000279770.1",2578,1,1," LINC00552"," TEC"
"ENSG00000184497.13",57769,2,11," TMEM255B"," protein_coding"
"ENSG00000233695.2",30114,1,5," GAS6-AS1"," lncRNA"
"ENSG00000183087.15",43527,1,15," GAS6"," protein_coding"
"ENSG00000272695.2",2722,2,5," GAS6-DT"," lncRNA"
"ENSG00000237699.2",1768,1,2," ENSG00000237699"," lncRNA"
"ENSG00000226921.7",5162,3,8," LINC00454"," lncRNA"
"ENSG00000274766.2",3482,1,3," ENSG00000274766"," lncRNA"
"ENSG00000229373.9",35206,2,13," LINC00452"," lncRNA"
"ENSG00000260910.2",5939,1,1," LINC00565"," lncRNA"
"ENSG00000283199.3",20371,1,7," C13orf46"," protein_coding"
"ENSG00000185989.11",154840,1,24," RASA3"," protein_coding"
"ENSG00000232487.1",1251,1,2," RASA3-IT1"," lncRNA"
"ENSG00000283361.3",68394,3,9," CFAP97D2"," protein_coding"
"ENSG00000283347.1",40350,1,4," ENSG00000283347"," lncRNA"
"ENSG00000130177.16",37836,5,26," CDC16"," protein_coding"
"ENSG00000264539.1",56,1,1," MIR548AR"," miRNA"
"ENSG00000289904.1",3346,1,2," ENSG00000289904"," lncRNA"
"ENSG00000265450.1",80,1,1," MIR4502"," miRNA"
"ENSG00000285672.1",1997,1,2," ENSG00000285672"," lncRNA"
"ENSG00000169062.15",24216,3,14," UPF3A"," protein_coding"
"ENSG00000226158.1",420,1,1," CLCP2"," processed_pseudogene"
"ENSG00000198824.8",23144,5,11," CHAMP1"," protein_coding"
"ENSG00000229723.1",4389,1,3," LINC01054"," lncRNA"
"ENSG00000260615.1",470,1,1," RPL23AP97"," processed_pseudogene"
"ENSG00000283274.1",150,1,1," 5_8S_rRNA"," rRNA"
"ENSG00000215398.11",8133,1,5," ENSG00000215398"," transcribed_unprocessed_pseudogene"
"ENSG00000206906.1",106,1,1," RNU6-458P"," snRNA"
"ENSG00000257171.2",16638,1,3," ENSG00000257171"," transcribed_unprocessed_pseudogene"
"ENSG00000257356.2",498,1,1," BNIP3P6"," processed_pseudogene"
"ENSG00000257959.1",40633,1,2," ENSG00000257959"," lncRNA"
"ENSG00000257721.1",144,1,1," ENSG00000257721"," processed_pseudogene"
"ENSG00000258367.2",5862,1,4," ENSG00000258367"," transcribed_unprocessed_pseudogene"
"ENSG00000257825.1",41,1,1," ENSG00000257825"," transcribed_processed_pseudogene"
"ENSG00000257115.2",980,1,1," OR11H12"," protein_coding"
"ENSG00000257672.2",173,1,1," ENSG00000257672"," processed_pseudogene"
"ENSG00000258233.1",2935,1,1," ARHGAP42P5"," processed_pseudogene"
"ENSG00000257504.1",3316,1,3," LINC02297"," lncRNA"
"ENSG00000257644.1",19578,1,3," ENSG00000257644"," unprocessed_pseudogene"
"ENSG00000257175.2",2253,1,1," ENSG00000257175"," processed_pseudogene"
"ENSG00000258364.1",1378,1,2," ENSG00000258364"," lncRNA"
"ENSG00000257731.2",1177,1,1," ENSG00000257731"," processed_pseudogene"
"ENSG00000258076.1",512,1,1," ENSG00000258076"," processed_pseudogene"
"ENSG00000257558.2",121,1,1," ENSG00000257558"," processed_pseudogene"
"ENSG00000239200.1",376,1,1," RPL22P20"," processed_pseudogene"
"ENSG00000257635.2",1339,1,1," ENSG00000257635"," transcribed_processed_pseudogene"
"ENSG00000257224.1",182,1,1," ENSG00000257224"," transcribed_processed_pseudogene"
"ENSG00000277529.1",3165,1,5," NF1P10"," transcribed_unprocessed_pseudogene"
"ENSG00000277367.1",1340,1,1," NEK2P1"," processed_pseudogene"
"ENSG00000278143.1",9731,1,11," NF1P7"," unprocessed_pseudogene"
"ENSG00000257853.2",3837,1,8," MED15P1"," transcribed_unprocessed_pseudogene"
"ENSG00000257891.1",13969,2,6," ENSG00000257891"," lncRNA"
"ENSG00000258265.1",940,1,2," ENSG00000258265"," lncRNA"
"ENSG00000222036.8",36318,1,11," POTEM"," protein_coding"
"ENSG00000275563.1",3562,1,2," ENSG00000275563"," lncRNA"
"ENSG00000212612.1",106,1,1," RNU6-1239P"," snRNA"
"ENSG00000258314.3",31461,2,5," ENSG00000258314"," lncRNA"
"ENSG00000274369.1",1668,1,2," GRAMD4P4"," processed_pseudogene"
"ENSG00000225210.10",68851,3,11," DUXAP9"," transcribed_processed_pseudogene"
"ENSG00000286614.1",3008,1,3," ENSG00000286614"," transcribed_unprocessed_pseudogene"
"ENSG00000277128.2",50723,2,4," ENSG00000277128"," lncRNA"
"ENSG00000277710.2",24453,1,4," NBEAP5"," transcribed_unprocessed_pseudogene"
"ENSG00000278594.1",1048,1,1," ENSG00000278594"," processed_pseudogene"
"ENSG00000196143.4",978,1,1," OR11H13P"," unprocessed_pseudogene"
"ENSG00000271632.1",516,1,1," ENSG00000271632"," processed_pseudogene"
"ENSG00000277252.1",116,1,1," ENSG00000277252"," unprocessed_pseudogene"
"ENSG00000258781.3",1047,1,1," CDRT15P13"," unprocessed_pseudogene"
"ENSG00000285990.1",24476,1,4," NBEAP6"," transcribed_unprocessed_pseudogene"
"ENSG00000257310.1",2711,1,1," ENSG00000257310"," lncRNA"
"ENSG00000277156.1",1049,1,1," TOMM40P1"," processed_pseudogene"
"ENSG00000244306.11",68877,3,12," DUXAP10"," transcribed_processed_pseudogene"
"ENSG00000228294.6",15210,3,7," BMS1P17"," transcribed_unprocessed_pseudogene"
"ENSG00000287515.1",3008,1,3," ENSG00000287515"," transcribed_unprocessed_pseudogene"
"ENSG00000274827.4",40009,1,4," LINC01297"," lncRNA"
"ENSG00000278301.1",1668,1,1," GRAMD4P3"," processed_pseudogene"
"ENSG00000187537.13",31855,1,11," POTEG"," protein_coding"
"ENSG00000276888.1",4042,1,2," ENSG00000276888"," lncRNA"
"ENSG00000212516.1",106,1,1," RNU6-1268P"," snRNA"
"ENSG00000257162.6",3812,1,8," MED15P6"," transcribed_processed_pseudogene"
"ENSG00000258027.2",9459,1,11," NF1P4"," transcribed_unprocessed_pseudogene"
"ENSG00000273639.6",178186,1,7," ENSG00000273639"," lncRNA"
"ENSG00000274649.1",468,1,1," ENSG00000274649"," processed_pseudogene"
"ENSG00000278184.1",7299,1,7," NF1P11"," transcribed_unprocessed_pseudogene"
"ENSG00000257432.1",1334,1,1," ENSG00000257432"," processed_pseudogene"
"ENSG00000273558.1",4081,1,3," ENSG00000273558"," lncRNA"
"ENSG00000258324.2",119,1,1," ENSG00000258324"," processed_pseudogene"
"ENSG00000257493.1",19579,1,3," ENSG00000257493"," unprocessed_pseudogene"
"ENSG00000257751.2",514,1,1," ENSG00000257751"," processed_pseudogene"
"ENSG00000257846.2",1174,1,1," ENSG00000257846"," processed_pseudogene"
"ENSG00000259069.1",1372,1,2," ENSG00000259069"," lncRNA"
"ENSG00000257884.2",2267,1,1," ENSG00000257884"," transcribed_processed_pseudogene"
"ENSG00000257395.1",3319,1,3," ENSG00000257395"," lncRNA"
"ENSG00000258080.1",2933,1,1," ARHGAP42P4"," processed_pseudogene"
"ENSG00000257142.1",171,1,1," ENSG00000257142"," unprocessed_pseudogene"
"ENSG00000258453.3",1428,2,3," OR11H2"," protein_coding"
"ENSG00000176294.6",111238,2,3," OR4N2"," protein_coding"
"ENSG00000258438.3",947,1,1," OR11K2P"," unprocessed_pseudogene"
"ENSG00000182652.4",5898,1,2," OR4Q3"," protein_coding"
"ENSG00000176312.4",906,1,1," OR4H12P"," unprocessed_pseudogene"
"ENSG00000176299.5",10192,2,3," OR4M1"," protein_coding"
"ENSG00000258564.2",948,1,1," OR4N1P"," unprocessed_pseudogene"
"ENSG00000228304.1",896,1,1," OR4K6P"," unprocessed_pseudogene"
"ENSG00000176290.8",946,1,1," OR4K3"," protein_coding"
"ENSG00000165762.3",8790,2,3," OR4K2"," protein_coding"
"ENSG00000258541.1",683,1,1," OR4K4P"," unprocessed_pseudogene"
"ENSG00000259016.1",553,1,1," ENSG00000259016"," processed_pseudogene"
"ENSG00000176281.5",971,1,1," OR4K5"," protein_coding"
"ENSG00000155249.5",5840,3,5," OR4K1"," protein_coding"
"ENSG00000258822.2",3506,2,3," OR4K16P"," transcribed_unprocessed_pseudogene"
"ENSG00000169488.7",974,1,1," OR4K15"," protein_coding"
"ENSG00000196383.7",4847,1,3," OR4Q2"," protein_coding"
"ENSG00000169484.4",5164,1,2," OR4K14"," protein_coding"
"ENSG00000176253.4",6639,1,3," OR4K13"," protein_coding"
"ENSG00000258899.1",911,1,1," OR4U1P"," unprocessed_pseudogene"
"ENSG00000176246.1",938,1,1," OR4L1"," protein_coding"
"ENSG00000252999.1",97,1,1," RNA5SP380"," rRNA_pseudogene"
"ENSG00000258641.1",910,1,1," OR4T1P"," unprocessed_pseudogene"
"ENSG00000176230.7",11460,1,3," OR4K17"," protein_coding"
"ENSG00000184394.3",6651,1,3," OR4N5"," protein_coding"
"ENSG00000259074.1",513,1,1," PSMB7P1"," processed_pseudogene"
"ENSG00000259095.1",181,1,1," GTF2IP22"," processed_pseudogene"
"ENSG00000258468.1",967,1,1," OR11G1P"," unprocessed_pseudogene"
"ENSG00000284742.1",373,1,1," OR11P1P"," unprocessed_pseudogene"
"ENSG00000196832.5",10179,1,3," OR11G2"," protein_coding"
"ENSG00000258625.2",5892,2,3," OR11H5P"," transcribed_unprocessed_pseudogene"
"ENSG00000176219.3",992,1,1," OR11H6"," protein_coding"
"ENSG00000258806.2",944,1,1," OR11H7"," protein_coding"
"ENSG00000176198.4",5063,2,3," OR11H4"," protein_coding"
"ENSG00000136319.12",49402,1,10," TTC5"," protein_coding"
"ENSG00000258768.2",3828,1,1," ENSG00000258768"," lncRNA"
"ENSG00000258459.1",1081,1,2," ENSG00000258459"," lncRNA"
"ENSG00000100814.18",21944,5,16," CCNB1IP1"," protein_coding"
"ENSG00000287735.1",1758,1,2," ENSG00000287735"," lncRNA"
"ENSG00000222489.1",147,1,1," SNORA79B"," snoRNA"
"ENSG00000238344.1",76,1,1," SNORD126"," snoRNA"
"ENSG00000259001.3",637,1,1," ENSG00000259001"," lncRNA"
"ENSG00000277209.1",332,1,1," RPPH1"," ribozyme"
"ENSG00000129484.14",14289,3,20," PARP2"," protein_coding"
"ENSG00000254846.1",2655,1,2," ENSG00000254846"," lncRNA"
"ENSG00000129566.13",47834,2,57," TEP1"," protein_coding"
"ENSG00000200225.1",111,1,1," RNA5SP382"," rRNA_pseudogene"
"ENSG00000185271.9",10314,3,9," KLHL33"," protein_coding"
"ENSG00000259162.3",6111,2,19," ENSG00000259162"," transcribed_unprocessed_pseudogene"
"ENSG00000092094.11",8688,1,11," OSGEP"," protein_coding"
"ENSG00000258515.1",613,1,2," ENSG00000258515"," lncRNA"
"ENSG00000100823.12",2581,3,11," APEX1"," protein_coding"
"ENSG00000165782.11",3784,2,9," PIP4P1"," protein_coding"
"ENSG00000198805.13",15102,4,13," PNP"," protein_coding"
"ENSG00000258908.1",2300,1,2," ENSG00000258908"," lncRNA"
"ENSG00000182545.7",8347,2,3," RNASE10"," protein_coding"
"ENSG00000258456.2",1135,1,1," PTCD2P1"," processed_pseudogene"
"ENSG00000258863.1",844,1,1," SETP1"," processed_pseudogene"
"ENSG00000188655.10",4838,2,9," RNASE9"," protein_coding"
"ENSG00000259060.7",26903,1,3," ENSG00000259060"," protein_coding"
"ENSG00000173464.15",26325,5,11," RNASE11"," protein_coding"
"ENSG00000258573.6",19577,1,4," ENSG00000258573"," lncRNA"
"ENSG00000258436.2",1303,2,3," RNASE12"," protein_coding"
"ENSG00000239327.1",347,1,1," ENSG00000239327"," processed_pseudogene"
"ENSG00000181803.3",995,1,1," OR6S1"," protein_coding"
"ENSG00000199461.1",101,1,1," Y_RNA"," misc_RNA"
"ENSG00000214274.10",14794,2,4," ANG"," protein_coding"
"ENSG00000258818.4",16656,3,6," RNASE4"," protein_coding"
"ENSG00000259171.1",15989,1,3," ENSG00000259171"," protein_coding"
"ENSG00000258451.1",13640,1,4," EGILA"," lncRNA"
"ENSG00000259144.2",2385,1,2," RANBP20P"," processed_pseudogene"
"ENSG00000258963.1",433,1,1," EDDM3DP"," unprocessed_pseudogene"
"ENSG00000181562.5",2493,1,2," EDDM3A"," protein_coding"
"ENSG00000181552.4",2544,1,2," EDDM3B"," protein_coding"
"ENSG00000169413.3",1199,1,2," RNASE6"," protein_coding"
"ENSG00000258810.1",405,1,2," ENSG00000258810"," lncRNA"
"ENSG00000129538.14",1627,5,11," RNASE1"," protein_coding"
"ENSG00000259130.2",3570,2,5," ENSG00000259130"," lncRNA"
"ENSG00000258642.1",1463,1,2," ENSG00000258642"," lncRNA"
"ENSG00000169397.4",963,1,2," RNASE3"," protein_coding"
"ENSG00000258918.1",38270,1,2," ENSG00000258918"," lncRNA"
"ENSG00000258772.1",11814,1,2," ENSG00000258772"," lncRNA"
"ENSG00000136315.6",1013,1,3," RNASE2CP"," lncRNA"
"ENSG00000169385.3",949,1,2," RNASE2"," protein_coding"
"ENSG00000243817.3",288,1,1," RN7SL189P"," misc_RNA"
"ENSG00000258599.2",1911,1,2," ENSG00000258599"," processed_pseudogene"
"ENSG00000165792.18",7062,3,17," METTL17"," protein_coding"
"ENSG00000258471.2",18985,2,7," ENSG00000258471"," lncRNA"
"ENSG00000165794.10",2616,2,7," SLC39A2"," protein_coding"
"ENSG00000165795.25",54109,14,37," NDRG2"," protein_coding"
"ENSG00000284122.1",72,1,1," MIR6717"," miRNA"
"ENSG00000179636.15",12167,3,8," TPPP2"," protein_coding"
"ENSG00000258604.1",5099,1,3," ENSG00000258604"," lncRNA"
"ENSG00000255472.1",1077,1,2," ENSG00000255472"," lncRNA"
"ENSG00000206150.4",1989,1,2," RNASE13"," protein_coding"
"ENSG00000165799.5",1918,1,2," RNASE7"," protein_coding"
"ENSG00000173431.2",633,1,1," RNASE8"," protein_coding"
"ENSG00000165801.10",19975,1,24," ARHGEF40"," protein_coding"
"ENSG00000165804.16",14645,3,9," ZNF219"," protein_coding"
"ENSG00000232070.9",4913,2,9," TMEM253"," protein_coding"
"ENSG00000178107.2",8660,1,2," ENSG00000178107"," lncRNA"
"ENSG00000258722.2",3177,1,3," CKAP2P1"," processed_pseudogene"
"ENSG00000200102.1",106,1,1," RNU6-252P"," snRNA"
"ENSG00000169327.5",10690,3,5," OR5AU1"," protein_coding"
"ENSG00000259102.2",1230,1,1," SMARCE1P3"," processed_pseudogene"
"ENSG00000258906.2",618,1,1," ENSG00000258906"," processed_pseudogene"
"ENSG00000258441.1",6821,1,2," LINC00641"," lncRNA"
"ENSG00000092199.19",60358,15,38," HNRNPC"," protein_coding"
"ENSG00000092200.13",71218,3,28," RPGRIP1"," protein_coding"
"ENSG00000092201.10",32543,2,28," SUPT16H"," protein_coding"
"ENSG00000260830.2",650,1,1," ENSG00000260830"," lncRNA"
"ENSG00000100888.15",70932,5,48," CHD8"," protein_coding"
"ENSG00000199436.1",103,1,1," SNORD9"," snoRNA"
"ENSG00000200785.1",109,1,1," SNORD8"," snoRNA"
"ENSG00000241035.2",357,1,1," ENSG00000241035"," processed_pseudogene"
"ENSG00000258870.1",340,1,1," EIF4EBP1P1"," processed_pseudogene"
"ENSG00000274475.1",298,1,1," RN7SL650P"," misc_RNA"
"ENSG00000129472.15",17940,2,11," RAB2B"," protein_coding"
"ENSG00000092203.15",22578,3,16," TOX4"," protein_coding"
"ENSG00000165819.12",13209,1,11," METTL3"," protein_coding"
"ENSG00000165821.12",16136,5,12," SALL2"," protein_coding"
"ENSG00000257096.1",1577,1,2," ENSG00000257096"," lncRNA"
"ENSG00000256737.1",1265,1,1," RBBP4P5"," processed_pseudogene"
"ENSG00000169208.3",11556,1,3," OR10G3"," protein_coding"
"ENSG00000256081.2",990,1,1," ENSG00000256081"," processed_pseudogene"
"ENSG00000273586.2",943,1,1," OR10G1P"," unprocessed_pseudogene"
"ENSG00000256385.1",457,1,1," UBE2NP1"," processed_pseudogene"
"ENSG00000255569.1",729,1,2," TRAV1-1"," TR_V_gene"
"ENSG00000255582.1",1104,1,1," OR10G2"," protein_coding"
"ENSG00000256553.1",689,1,2," TRAV1-2"," TR_V_gene"
"ENSG00000255664.1",609,1,1," ARL6IP1P1"," processed_pseudogene"
"ENSG00000221977.3",13807,1,4," OR4E2"," protein_coding"
"ENSG00000276240.3",5932,2,3," OR4E1"," protein_coding"
"ENSG00000256350.1",197,1,1," ENSG00000256350"," unprocessed_pseudogene"
"ENSG00000211776.2",522,1,2," TRAV2"," TR_V_gene"
"ENSG00000248358.2",1467,1,2," ENSG00000248358"," lncRNA"
"ENSG00000211777.2",608,1,2," TRAV3"," TR_V_gene"
"ENSG00000211778.2",830,1,2," TRAV4"," TR_V_gene"
"ENSG00000211779.3",527,1,2," TRAV5"," TR_V_gene"
"ENSG00000240954.1",1277,1,1," RPL4P1"," processed_pseudogene"
"ENSG00000211780.3",591,1,2," TRAV6"," TR_V_gene"
"ENSG00000211781.3",510,1,2," TRAV7"," TR_V_gene"
"ENSG00000211782.2",599,1,2," TRAV8-1"," TR_V_gene"
"ENSG00000211783.3",475,1,2," TRAV9-1"," TR_V_gene"
"ENSG00000211784.2",603,1,2," TRAV10"," TR_V_gene"
"ENSG00000256474.1",531,1,2," TRAV11"," TR_V_pseudogene"
"ENSG00000211785.1",534,1,2," TRAV12-1"," TR_V_gene"
"ENSG00000211786.3",684,1,2," TRAV8-2"," TR_V_gene"
"ENSG00000211787.1",448,1,2," TRAV8-3"," TR_V_gene"
"ENSG00000289723.1",659,1,2," ENSG00000289723"," TR_V_gene"
"ENSG00000211788.2",526,1,2," TRAV13-1"," TR_V_gene"
"ENSG00000211789.2",645,1,2," TRAV12-2"," TR_V_gene"
"ENSG00000211790.2",597,1,2," TRAV8-4"," TR_V_gene"
"ENSG00000256379.2",1521,1,3," TRAV8-5"," TR_V_pseudogene"
"ENSG00000211791.2",568,1,2," TRAV13-2"," TR_V_gene"
"ENSG00000211792.2",588,1,2," TRAV14DV4"," TR_V_gene"
"ENSG00000211793.2",529,1,2," TRAV9-2"," TR_V_gene"
"ENSG00000258482.1",248,1,1," TRAV15"," TR_V_pseudogene"
"ENSG00000258557.1",223,1,1," ENSG00000258557"," processed_pseudogene"
"ENSG00000211794.3",610,1,2," TRAV12-3"," TR_V_gene"
"ENSG00000211795.3",661,1,2," TRAV8-6"," TR_V_gene"
"ENSG00000211796.1",442,1,2," TRAV16"," TR_V_gene"
"ENSG00000211797.2",629,1,2," TRAV17"," TR_V_gene"
"ENSG00000211798.3",567,1,2," TRAV18"," TR_V_gene"
"ENSG00000211799.3",669,1,2," TRAV19"," TR_V_gene"
"ENSG00000258705.2",3054,1,1," ENSG00000258705"," processed_pseudogene"
"ENSG00000211800.3",559,1,2," TRAV20"," TR_V_gene"
"ENSG00000211801.3",542,1,2," TRAV21"," TR_V_gene"
"ENSG00000276428.1",357,1,1," ENSG00000276428"," processed_pseudogene"
"ENSG00000211802.3",651,1,2," TRAV22"," TR_V_gene"
"ENSG00000211803.2",554,1,2," TRAV23DV6"," TR_V_gene"
"ENSG00000211804.4",587,1,2," TRDV1"," TR_V_gene"
"ENSG00000211805.1",503,1,2," TRAV24"," TR_V_gene"
"ENSG00000211806.2",684,1,2," TRAV25"," TR_V_gene"
"ENSG00000211807.3",967,1,2," TRAV26-1"," TR_V_gene"
"ENSG00000211808.3",481,1,2," TRAV8-7"," TR_V_gene"
"ENSG00000211809.2",638,1,2," TRAV27"," TR_V_gene"
"ENSG00000258835.1",559,1,2," TRAV28"," TR_V_pseudogene"
"ENSG00000211810.3",632,1,2," TRAV29DV5"," TR_V_gene"
"ENSG00000259092.1",559,1,2," TRAV30"," TR_V_gene"
"ENSG00000249048.2",591,1,2," TRAV31"," TR_V_pseudogene"
"ENSG00000258905.1",495,1,2," TRAV32"," TR_V_pseudogene"
"ENSG00000258812.1",555,1,2," TRAV33"," TR_V_pseudogene"
"ENSG00000251002.10",287016,6,22," ENSG00000251002"," lncRNA"
"ENSG00000211812.1",785,1,2," TRAV26-2"," TR_V_gene"
"ENSG00000211813.2",607,1,2," TRAV34"," TR_V_gene"
"ENSG00000211814.1",579,1,2," TRAV35"," TR_V_pseudogene"
"ENSG00000211815.3",508,1,2," TRAV36DV7"," TR_V_gene"
"ENSG00000289495.1",502,1,2," ENSG00000289495"," lncRNA"
"ENSG00000259068.1",515,1,2," TRAV37"," TR_V_pseudogene"
"ENSG00000211816.2",595,1,2," TRAV38-1"," TR_V_gene"
"ENSG00000211817.2",643,1,2," TRAV38-2DV8"," TR_V_gene"
"ENSG00000211818.1",499,1,2," TRAV39"," TR_V_gene"
"ENSG00000211819.3",429,1,2," TRAV40"," TR_V_gene"
"ENSG00000211820.1",503,1,2," TRAV41"," TR_V_gene"
"ENSG00000256221.1",1763,1,2," ENSG00000256221"," processed_pseudogene"
"ENSG00000259042.3",3295,1,3," ENSG00000259042"," lncRNA"
"ENSG00000211821.2",671,1,2," TRDV2"," TR_V_gene"
"ENSG00000223997.1",7,1,1," TRDD1"," TR_D_gene"
"ENSG00000237235.2",8,1,1," TRDD2"," TR_D_gene"
"ENSG00000228985.1",12,1,1," TRDD3"," TR_D_gene"
"ENSG00000211825.1",50,1,1," TRDJ1"," TR_J_gene"
"ENSG00000211826.1",47,1,1," TRDJ4"," TR_J_gene"
"ENSG00000211827.1",53,1,1," TRDJ2"," TR_J_gene"
"ENSG00000211828.1",58,1,1," TRDJ3"," TR_J_gene"
"ENSG00000211829.9",2855,1,4," TRDC"," TR_C_gene"
"ENSG00000256590.2",657,1,2," TRDV3"," TR_V_gene"
"ENSG00000211831.2",59,1,1," TRAJ61"," TR_J_gene"
"ENSG00000249446.2",56,1,1," TRAJ60"," TR_J_pseudogene"
"ENSG00000211832.2",53,1,1," TRAJ59"," TR_J_gene"
"ENSG00000211833.1",62,1,1," TRAJ58"," TR_J_gene"
"ENSG00000211834.1",62,1,1," TRAJ57"," TR_J_gene"
"ENSG00000211835.1",61,1,1," TRAJ56"," TR_J_gene"
"ENSG00000250688.1",56,1,1," TRAJ55"," TR_J_pseudogene"
"ENSG00000211836.1",59,1,1," TRAJ54"," TR_J_gene"
"ENSG00000211837.1",65,1,1," TRAJ53"," TR_J_gene"
"ENSG00000211838.1",68,1,1," TRAJ52"," TR_J_gene"
"ENSG00000248366.1",62,1,1," TRAJ51"," TR_J_pseudogene"
"ENSG00000211839.1",59,1,1," TRAJ50"," TR_J_gene"
"ENSG00000211840.1",55,1,1," TRAJ49"," TR_J_gene"
"ENSG00000211841.1",62,1,1," TRAJ48"," TR_J_gene"
"ENSG00000211842.1",56,1,1," TRAJ47"," TR_J_gene"
"ENSG00000211843.1",62,1,1," TRAJ46"," TR_J_gene"
"ENSG00000211844.1",65,1,1," TRAJ45"," TR_J_gene"
"ENSG00000211845.1",62,1,1," TRAJ44"," TR_J_gene"
"ENSG00000211846.1",53,1,1," TRAJ43"," TR_J_gene"
"ENSG00000211847.1",65,1,1," TRAJ42"," TR_J_gene"
"ENSG00000211848.1",61,1,1," TRAJ41"," TR_J_gene"
"ENSG00000211849.1",60,1,1," TRAJ40"," TR_J_gene"
"ENSG00000211850.1",62,1,1," TRAJ39"," TR_J_gene"
"ENSG00000211851.1",61,1,1," TRAJ38"," TR_J_gene"
"ENSG00000278661.1",64,1,1," TRAJ37"," TR_J_gene"
"ENSG00000276699.1",57,1,1," TRAJ36"," TR_J_gene"
"ENSG00000211854.1",58,1,1," TRAJ35"," TR_J_gene"
"ENSG00000211855.1",57,1,1," TRAJ34"," TR_J_gene"
"ENSG00000211856.1",56,1,1," TRAJ33"," TR_J_gene"
"ENSG00000211857.1",65,1,1," TRAJ32"," TR_J_gene"
"ENSG00000211858.1",56,1,1," TRAJ31"," TR_J_gene"
"ENSG00000211859.1",56,1,1," TRAJ30"," TR_J_gene"
"ENSG00000211860.1",59,1,1," TRAJ29"," TR_J_gene"
"ENSG00000211861.1",65,1,1," TRAJ28"," TR_J_gene"
"ENSG00000211862.1",58,1,1," TRAJ27"," TR_J_gene"
"ENSG00000211863.1",59,1,1," TRAJ26"," TR_J_gene"
"ENSG00000211864.2",59,1,1," TRAJ25"," TR_J_gene"
"ENSG00000211865.1",62,1,1," TRAJ24"," TR_J_gene"
"ENSG00000211866.1",62,1,1," TRAJ23"," TR_J_gene"
"ENSG00000211867.1",62,1,1," TRAJ22"," TR_J_gene"
"ENSG00000211868.1",54,1,1," TRAJ21"," TR_J_gene"
"ENSG00000211869.1",56,1,1," TRAJ20"," TR_J_gene"
"ENSG00000211870.1",59,1,1," TRAJ19"," TR_J_gene"
"ENSG00000211871.1",65,1,1," TRAJ18"," TR_J_gene"
"ENSG00000211872.1",62,1,1," TRAJ17"," TR_J_gene"
"ENSG00000211873.1",59,1,1," TRAJ16"," TR_J_gene"
"ENSG00000211875.1",51,1,1," TRAJ14"," TR_J_gene"
"ENSG00000211876.1",62,1,1," TRAJ13"," TR_J_gene"
"ENSG00000211877.1",59,1,1," TRAJ12"," TR_J_gene"
"ENSG00000211878.1",59,1,1," TRAJ11"," TR_J_gene"
"ENSG00000211879.1",63,1,1," TRAJ10"," TR_J_gene"
"ENSG00000211880.1",60,1,1," TRAJ9"," TR_J_gene"
"ENSG00000211881.1",59,1,1," TRAJ8"," TR_J_pseudogene"
"ENSG00000211882.1",58,1,1," TRAJ7"," TR_J_gene"
"ENSG00000211883.1",61,1,1," TRAJ6"," TR_J_gene"
"ENSG00000211884.1",59,1,1," TRAJ5"," TR_J_gene"
"ENSG00000211885.1",62,1,1," TRAJ4"," TR_J_gene"
"ENSG00000211886.1",61,1,1," TRAJ3"," TR_J_gene"
"ENSG00000211887.2",65,1,1," TRAJ2"," TR_J_gene"
"ENSG00000211888.2",61,1,1," TRAJ1"," TR_J_gene"
"ENSG00000277734.8",4650,1,4," TRAC"," TR_C_gene"
"ENSG00000259054.1",751,1,3," LINC02332"," lncRNA"
"ENSG00000259003.3",2428,2,6," ENSG00000259003"," lncRNA"
"ENSG00000129562.11",24317,3,7," DAD1"," protein_coding"
"ENSG00000275552.1",3138,1,2," ENSG00000275552"," lncRNA"
"ENSG00000100439.11",14673,2,10," ABHD4"," protein_coding"
"ENSG00000255804.2",13423,1,2," OR6J1"," protein_coding"
"ENSG00000242061.1",437,1,1," ENSG00000242061"," processed_pseudogene"
"ENSG00000258458.8",65086,5,15," OXA1L-DT"," lncRNA"
"ENSG00000235213.1",922,1,1," OR6E1P"," unprocessed_pseudogene"
"ENSG00000258823.1",3096,1,4," ENSG00000258823"," transcribed_unprocessed_pseudogene"
"ENSG00000212302.1",68,1,1," ENSG00000212302"," snoRNA"
"ENSG00000155463.14",6520,4,16," OXA1L"," protein_coding"
"ENSG00000155465.21",56598,8,23," SLC7A7"," protein_coding"
"ENSG00000172590.18",5158,9,21," MRPL52"," protein_coding"
"ENSG00000157227.14",12481,2,12," MMP14"," protein_coding"
"ENSG00000212335.1",112,1,1," Y_RNA"," misc_RNA"
"ENSG00000199716.1",99,1,1," Y_RNA"," misc_RNA"
"ENSG00000197324.9",9973,2,10," LRP10"," protein_coding"
"ENSG00000139890.10",4456,2,6," REM2"," protein_coding"
