"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type","Intron_Length","Exon_Length","splice5","splice3","ssstrength5","ssstrength3","ss5conservation","ss3conservation","codingpotential","branchpt_len"
"ENSG00000171163.16",9138,2,15,"ZNF692","protein_coding",330,115,4,0,-15.76,-16.22,NA,NA,0.16638,"63"
"ENSG00000227237.1",5632,1,3,"ZNF692-DT","lncRNA",2585.5,159,1,0,7.075,-8.305,NA,NA,0.0168374,"110.5"
"ENSG00000185220.12",13750,2,5,"PGBD2","protein_coding",5436,127.5,1,0,9.835,3.095,NA,NA,0.999925,"25"
"ENSG00000184731.6",8056,1,2,"FAM110C","protein_coding",3812,1940,1,0,-5.66,-22.01,0.347,0.047,0.0381732,"8"
"ENSG00000227061.2",12323,2,7,"ENSG00000227061","lncRNA",1128,158,1,0,5.67,-4.31,NA,NA,0.022483,"67"
"ENSG00000035115.22",48668,7,28,"SH3YL1","protein_coding",3091,113,1,0,-13.29,-13.61,NA,NA,0.161531,"23"
"ENSG00000143727.16",14143,5,15,"ACP1","protein_coding",1778,99,1,0,8.62,-8.85,NA,NA,0.114096,"8"
"ENSG00000189292.16",9293,5,14,"ALKAL2","protein_coding",1239,79,1,0,-20.93,-19.78,NA,NA,0.0879457,"30.5"
"ENSG00000228643.1",15096,1,4,"ENSG00000228643","lncRNA",3563,90,1,0,8.02,-13.97,NA,0.001,0.165397,"34"
"ENSG00000235779.8",23432,4,17,"ENSG00000235779","lncRNA",1094,180,1,0,-14.4,-20.77,NA,NA,0.0498352,"35"
"ENSG00000277997.1",1741,1,2,"ENSG00000277997","lncRNA",1194,274,1,0,7.38,2.44,0,0.045,0.0109808,"10"
"ENSG00000233684.2",24206,2,6,"LINC01865","lncRNA",10791,167,1,0,9.59,-5.835,NA,NA,0.1938475,"23"
"ENSG00000236856.1",28473,1,2,"ENSG00000236856","lncRNA",27925,274.5,1,0,7.12,-5.44,0.001,NA,0.0434556,"23"
"ENSG00000226277.2",3002,1,2,"ENSG00000226277","lncRNA",573,1173.5,1,0,4.34,-6.33,0.003,NA,0.0790491,"8"
"ENSG00000223985.2",12961,1,3,"LINC01874","lncRNA",6230.5,99,1,0,-14.45,-19.94,NA,NA,0.05874108,"93"
"ENSG00000284452.1",902,1,2,"ENSG00000284452","lncRNA",174,364.5,1,0,5.87,-14.36,NA,NA,0.325536,"36"
"ENSG00000225942.1",862,1,2,"LINC01875","lncRNA",203,330,1,0,7.54,-10.57,0.003,NA,0.312483,"23"
"ENSG00000233633.2",19992,3,11,"ENSG00000233633","lncRNA",456,191.5,4,0,3.81,-10.85,NA,0.002,0.099916,"8"
"ENSG00000151353.15",13529,3,9,"TMEM18","protein_coding",2152.5,121,1,0,-13.28,-12.03,NA,NA,0.2393965,"31"
"ENSG00000233296.2",20196,2,6,"TMEM18-DT","lncRNA",1837,177.5,1,0,6.84,-7.51,NA,NA,0.0275082,"15"
"ENSG00000233970.1",1152,1,2,"ENSG00000233970","lncRNA",582,285.5,1,0,-7,-7.89,0.004,NA,0.0456867,NA
"ENSG00000227713.2",7030,1,2,"ENSG00000227713","lncRNA",5737,633,1,0,-20.53,-16.54,0.001,0.001,0.0255547,"35"
"ENSG00000223751.2",8538,1,2,"ENSG00000223751","lncRNA",6527,1006,1,0,8.59,-26.56,NA,0.979,0.09346595,"20"
"ENSG00000231173.1",7879,1,2,"ENSG00000231173","lncRNA",7624,128,1,0,9.09,-16.84,NA,NA,0.0143161,"4"
"ENSG00000237667.7",88768,3,10,"LINC01115","lncRNA",19669.5,309,1,0,-12.75,-22.9,NA,NA,0.2490785,"18.5"
"ENSG00000228799.6",6077,1,4,"LINC01939","lncRNA",1109,238.5,1,0,-10.78,-16.77,NA,NA,0.166321,"27"
"ENSG00000234796.1",10198,1,2,"ENSG00000234796","lncRNA",9610,294.5,1,0,-26.81,-25.53,0.027,NA,0.181535,"15"
"ENSG00000235688.3",2245,3,8,"SNTG2-AS1","lncRNA",161,218,1,0,-19.29,-29.49,0,NA,0.879991,"50"
"ENSG00000172554.12",416764,2,18,"SNTG2","protein_coding",13233,114,1,0,9.55,-5.65,NA,NA,0.07542965,"31"
"ENSG00000235403.1",9208,1,2,"ENSG00000235403","lncRNA",8777,216,1,0,-5.45,-0.5,0.072,NA,0.0105442,"24"
"ENSG00000236665.1",2114,1,3,"ENSG00000236665","lncRNA",789.5,177,1,0,-21.235,-16.35,NA,NA,0.0221341,"30.5"
"ENSG00000233553.1",5524,1,2,"ENSG00000233553","lncRNA",4675,425,1,0,-24.89,-21.99,0.002,0.002,0.126742,"39"
"ENSG00000231482.3",214513,1,4,"ENSG00000231482","lncRNA",42035,383,4,0,-10.04,-10.9,0.003,NA,0.426976,"7"
"ENSG00000115705.22",169645,7,26,"TPO","protein_coding",6991,151.5,1,0,8.68,-4.67,NA,NA,0.988892,"126"
"ENSG00000228613.1",73448,1,3,"ENSG00000228613","lncRNA",36331.5,271,1,0,-24.475,-11.675,NA,NA,0.0230442,"303.5"
"ENSG00000283766.1",2256,1,3,"ENSG00000283766","lncRNA",747.5,120,1,0,8.94,-6.61,NA,NA,0.0636655,"57.5"
"ENSG00000203635.2",4909,1,2,"ENSG00000203635","lncRNA",3269,820.5,1,0,-2.52,-34.54,NA,NA,0.196048,"43"
"ENSG00000130508.11",112965,1,23,"PXDN","protein_coding",3131,133,1,0,-12.73,-17.585,NA,NA,0.1287945,"31.5"
"ENSG00000186487.21",542551,27,74,"MYT1L","protein_coding",7276,122,1,0,-13.65,-12.29,NA,NA,0.999822,"28"
"ENSG00000284600.1",16001,2,7,"ENSG00000284600","lncRNA",2702.5,171,1,0,8.23,-2.41,NA,NA,0.1608137,"40"
"ENSG00000232057.1",4255,1,2,"ENSG00000232057","lncRNA",853,1701.5,1,0,7.39,-20.43,NA,0,0.766132,"333"
"ENSG00000225619.1",7878,1,2,"MYT1L-AS1","lncRNA",4635,1615,1,0,9.88,8.73,NA,0.733,0.1692815,"11"
"ENSG00000234929.3",58264,2,6,"ENSG00000234929","lncRNA",706,257,1,0,-11.76,-21.2,NA,NA,0.210105,"16"
"ENSG00000289608.2",11786,2,4,"ENSG00000289608","lncRNA",6196,322,1,0,8.24,-10.78,NA,NA,0.194697,"16"
"ENSG00000287583.1",4322,1,2,"ENSG00000287583","lncRNA",940,1691.5,1,0,-22.25,-24.52,NA,0.001,0.895375,"8"
"ENSG00000237720.2",133144,2,10,"ENSG00000237720","lncRNA",1142,204.5,1,0,-9.635,-22.17,NA,NA,0.108754,"57.5"
"ENSG00000227364.1",1049,1,2,"ENSG00000227364","lncRNA",682,184,1,0,-23.18,-10.23,0.003,NA,0.0221653,"431"
"ENSG00000228391.1",673,1,2,"ENSG00000228391","lncRNA",96,289,1,0,-23.77,-13.06,NA,NA,0.0405906,"23"
"ENSG00000234423.2",230978,1,7,"LINC01250","lncRNA",606.5,117,1,0,-16.92,-18.57,NA,NA,0.028410965,"33.5"
"ENSG00000236760.1",14199,2,4,"ENSG00000236760","lncRNA",7093.5,208,1,0,-19.96,-15.2,NA,NA,0.105589335,"12"
"ENSG00000226649.1",1041,1,3,"ENSG00000226649","lncRNA",303.5,137,1,0,8.37,-14.955,NA,NA,0.0372979,"63"
"ENSG00000032389.13",188905,3,14,"EIPR1","protein_coding",17007,143,1,0,-10.455,-15.6,NA,NA,0.336645,"32"
"ENSG00000224885.1",3124,1,2,"EIPR1-IT1","lncRNA",2407,359,1,0,-20.43,-12.79,NA,NA,0.0465235,"14"
"ENSG00000171853.16",105419,2,14,"TRAPPC12","protein_coding",7761.5,113.5,1,0,8.99,0.84,NA,NA,0.553719,"46.5"
"ENSG00000225234.1",1167,1,2,"TRAPPC12-AS1","lncRNA",260,454,1,0,-22.21,-15.06,NA,0.005,0.121116,NA
"ENSG00000182551.14",22165,2,6,"ADI1","protein_coding",3561,180,1,0,-14.81,-13.14,NA,NA,0.969283,"35"
"ENSG00000235078.1",3922,1,2,"ENSG00000235078","lncRNA",2949,487,1,0,9.22,1.95,NA,NA,0.16594,"55"
"ENSG00000242282.6",5060,2,6,"ENSG00000242282","lncRNA",658.5,144.5,1,0,-11.89,-16.315,NA,NA,0.021949,"44"
"ENSG00000286905.1",26325,1,12,"ENSG00000286905","protein_coding",1260,145,1,0,-20.28,-17.22,NA,NA,0.9982725,"35"
"ENSG00000171865.10",16903,1,2,"RNASEH1","protein_coding",1260,120.5,1,0,-20.28,-14.87,NA,NA,0.5486415,"35"
"ENSG00000234171.5",6423,1,3,"RNASEH1-DT","lncRNA",1018,560,1,0,9.685,-11.965,NA,NA,0.0442747,"50"
"ENSG00000287126.1",6595,1,2,"ENSG00000287126","lncRNA",2896,1850,1,0,-10.96,-5.83,NA,NA,0.10974335,"43"
"ENSG00000171863.15",5660,5,17,"RPS7","protein_coding",598,115,1,0,9.22,-4,NA,NA,0.9536425,"16"
"ENSG00000118004.18",49812,6,16,"COLEC11","protein_coding",3112,96,1,0,8.49,-5.53,NA,NA,0.999917,"49"
"ENSG00000237370.1",845,1,2,"ENSG00000237370","lncRNA",153,346.5,1,0,-34.31,-30.35,0,NA,0.153791,"7"
"ENSG00000151360.10",44471,1,12,"ALLC","protein_coding",1639,102,1,0,8.44,-4.32,NA,NA,0.778246,"44"
"ENSG00000224661.1",1568,1,2,"ENSG00000224661","lncRNA",762,403.5,1,0,-0.58,-6.35,NA,NA,0.00463074,"5"
"ENSG00000214866.9",144433,1,11,"DCDC2C","protein_coding",10059,101,1,0,8.48,-14.96,NA,NA,0.745159,"24.5"
"ENSG00000237401.8",16472,9,25,"LINC01304","lncRNA",2091,495,1,0,-17.31,-13.93,NA,NA,0.0448377,"69.5"
"ENSG00000229550.1",4087,1,3,"ENSG00000229550","lncRNA",1740.5,142,1,0,-15.585,-10.02,NA,NA,0.0249411,"16"
"ENSG00000231532.6",28282,1,5,"LINC01249","lncRNA",4047.5,217,1,0,-21.935,-17.28,NA,NA,0.114004,"14"
"ENSG00000289300.2",2014,1,2,"ENSG00000289300","lncRNA",1651,182,1,0,9.48,-2.21,NA,NA,0.0083659,"27"
"ENSG00000232835.1",6251,1,2,"ENSG00000232835","lncRNA",5933,159.5,1,0,-18.46,-26.18,NA,NA,0.0260454,"19"
"ENSG00000224128.1",88983,1,2,"LINC01248","lncRNA",88516,234,1,0,-14.04,-25.2,NA,0.145,0.0212391,"76"
"ENSG00000230090.5",72791,1,7,"ENSG00000230090","lncRNA",9615.5,144,4,0,-17.94,-23.675,NA,NA,0.03974085,"19.5"
"ENSG00000242540.3",23450,2,6,"ENSG00000242540","lncRNA",3486,82,1,0,6.57,-22.66,NA,NA,0.11708515,"146"
"ENSG00000236106.3",4102,1,3,"ENSG00000236106","lncRNA",1041,327,1,0,7.685,0.055,NA,NA,0.03620355,"16"
"ENSG00000237266.2",2029,2,6,"LINC01810","lncRNA",395.5,148.5,1,0,-18.295,-3.86,NA,NA,0.137916,"49"
"ENSG00000232044.8",70967,8,29,"SILC1","lncRNA",10604.5,323.5,1,0,8.77,-10.615,NA,NA,0.0901928,"31"
"ENSG00000234275.4",83440,2,10,"ENSG00000234275","lncRNA",5640.5,174.5,4,0,-14.61,-15.64,NA,NA,0.08465335,"22.5"
"ENSG00000227007.1",9412,1,3,"LINC01247","lncRNA",2602,155,1,0,-17.915,-18.69,NA,NA,0.044103,"20.5"
"ENSG00000226488.2",16188,1,3,"LINC01824","lncRNA",3456,263,1,0,5.035,-4.915,NA,NA,0.0406901,"25.5"
"ENSG00000236172.7",35715,13,52,"MIR7515HG","lncRNA",386,132,4,0,-19.59,-13.75,NA,NA,0.0413617,"17"
"ENSG00000286851.1",1191,1,2,"ENSG00000286851","lncRNA",97,547.5,1,0,8.83,-7.12,NA,NA,0.0195525,"13"
"ENSG00000205837.7",42134,1,6,"LINC00487","lncRNA",986,171,1,0,-17.69,-17.81,NA,NA,0.0136251,"20"
"ENSG00000225964.6",21001,2,7,"NRIR","lncRNA",5033.5,139,1,0,-21.55,-11.995,NA,NA,0.0684646,"29.5"
"ENSG00000134326.12",26065,3,9,"CMPK2","protein_coding",2078,202,1,0,-20.62,-13.715,NA,NA,0.730347,"78"
"ENSG00000134321.13",32682,4,13,"RSAD2","protein_coding",3345,230,1,0,5.56,-4.17,NA,NA,0.996349,"14"
"ENSG00000228203.8",6980,5,18,"GRASLND","lncRNA",1060,396,1,0,-11.33,-18.32,NA,NA,0.0469278,"19"
"ENSG00000151692.15",150874,1,9,"RNF144A","protein_coding",7556.5,148,4,0,8.7,-8.875,NA,NA,0.0802469,"48.5"
"ENSG00000223884.7",32587,2,9,"ENSG00000223884","lncRNA",357,210,1,0,-21.27,-21.805,NA,NA,0.0203704,"29"
"ENSG00000229727.7",67317,7,30,"ENSG00000229727","lncRNA",1368,169,1,0,8.41,-10.43,NA,NA,0.0387944,"25.5"
"ENSG00000287119.1",4406,1,2,"ENSG00000287119","lncRNA",1217,1595,1,0,10.1,-11.97,0.867,NA,0.0515481,"73"
"ENSG00000230515.1",642,1,2,"ENSG00000230515","lncRNA",174,234.5,1,0,1.02,-14.18,NA,NA,0.0519285,"5"
"ENSG00000235576.3",6586,2,5,"LINC01871","lncRNA",4382,172,1,0,10.03,-1.21,NA,NA,0.0472802,"14"
"ENSG00000290092.1",15114,1,3,"ENSG00000290092","lncRNA",7088,312,1,0,3.08,-18.895,NA,NA,0.0179046,"18"
"ENSG00000226506.6",12958,1,6,"ENSG00000226506","lncRNA",1676,114,1,0,-12.2,-10.65,NA,NA,0.0267423,"11"
"ENSG00000235665.6",355761,3,10,"LINC00298","lncRNA",8429,136.5,4,0,-14.94,-19.04,NA,NA,0.1374875,"39"
"ENSG00000286857.1",16120,1,2,"ENSG00000286857","lncRNA",15319,401,1,0,7.15,-12.75,0.01,NA,0.335047,"26"
"ENSG00000236790.7",499601,11,43,"LINC00299","lncRNA",6309.5,157,1,0,-14.865,-19.23,NA,NA,0.0716036,"24"
"ENSG00000229740.3",5615,1,3,"ENSG00000229740","lncRNA",1661,129,1,0,4.46,-13.37,NA,NA,0.122956,"25.5"
"ENSG00000236008.5",131200,5,19,"LINC01814","lncRNA",1428,142,1,0,-14.81,-20.87,NA,NA,0.530869,"37"
"ENSG00000285591.1",16607,1,4,"ENSG00000285591","lncRNA",3381,227,1,0,3.93,0.02,NA,0.001,0.286572,"26"
"ENSG00000231083.1",22050,1,3,"ENSG00000231083","lncRNA",10743,173,1,0,-27.21,-12.21,NA,NA,0.0418726,"23.5"
"ENSG00000235092.7",15228,3,14,"ID2-AS1","lncRNA",1264,231.5,4,0,-25.08,-15.21,NA,NA,0.0619541,"15"
"ENSG00000115738.10",5616,3,8,"ID2","protein_coding",329,458,1,0,10.49,-4.54,NA,NA,0.5898445,"28"
"ENSG00000134313.17",116549,13,51,"KIDINS220","protein_coding",2114,144,1,0,-16.69,-17.17,NA,NA,1,"12"
"ENSG00000143797.12",151019,1,13,"MBOAT2","protein_coding",4927.5,133,1,0,-15.045,-18.29,NA,NA,0.176042,"18.5"
"ENSG00000242136.1",1674,1,3,"ENSG00000242136","lncRNA",362,146,1,0,9.035,-2.555,NA,NA,0.0419178,"92"
"ENSG00000244310.2",6490,1,3,"ENSG00000244310","lncRNA",2636.5,321,1,0,7.21,-10.905,NA,NA,0.04369195,"12"
"ENSG00000240980.1",2940,1,3,"ENSG00000240980","lncRNA",1243,181,1,0,5.485,-4.735,NA,NA,0.190253,"54"
"ENSG00000151693.11",198918,2,30,"ASAP2","protein_coding",2935,95,1,0,8.62,-10.48,NA,NA,0.4380995,"28"
"ENSG00000119185.13",20053,6,17,"ITGB1BP1","protein_coding",2825,109.5,1,0,-16.88,-17.42,NA,NA,0.165381,"9"
"ENSG00000119203.14",49450,2,20,"CPSF3","protein_coding",2250,119,1,0,8.61,-10.56,NA,NA,0.146354,"23"
"ENSG00000134330.19",22885,3,9,"IAH1","protein_coding",2949.5,149,1,0,9.22,-3.2,NA,NA,0.924367,"18"
"ENSG00000151694.15",68246,4,25,"ADAM17","protein_coding",2889,133,1,0,-17.69,-15.85,NA,NA,1,"15"
"ENSG00000239300.6",10947,1,3,"ENSG00000239300","lncRNA",3238.5,166,1,0,4.76,2.475,NA,NA,0.00759919,"2"
"ENSG00000134308.14",47030,2,8,"YWHAQ","protein_coding",2068,164,1,0,-14.96,-14.67,NA,NA,0.9572,"14"
"ENSG00000240687.4",74213,2,7,"ENSG00000240687","lncRNA",2109,203,1,0,9.46,-6.78,NA,NA,0.09278035,"21"
"ENSG00000244260.2",36538,2,7,"ENSG00000244260","lncRNA",6652,198,1,0,7.93,-21.96,NA,NA,0.617867,"85"
"ENSG00000243491.1",12845,1,2,"ENSG00000243491","lncRNA",10899,973.5,1,0,-27.96,-22.83,NA,0.001,0.0841223,"247"
"ENSG00000115750.17",90973,2,17,"TAF1B","protein_coding",3370.5,99,1,0,10.505,-12.59,NA,NA,0.297312,"25"
"ENSG00000287305.1",11729,1,3,"ENSG00000287305","lncRNA",5377.5,113,1,0,-13.765,-23.405,NA,NA,0.0136648,"38.5"
"ENSG00000134317.18",50584,3,20,"GRHL1","protein_coding",1563,95,4,0,8.56,-17.435,NA,NA,0.9977045,"24"
"ENSG00000289033.2",13518,1,2,"ENSG00000289033","lncRNA",12662,428.5,1,0,-24.29,-14.43,NA,0.006,0.0300835,"9"
"ENSG00000188525.4",4273,2,5,"ENSG00000188525","lncRNA",461,224,1,0,-24.17,-23.58,0.002,0.005,0.0649269,"13"
"ENSG00000172059.11",11987,3,6,"KLF11","protein_coding",2262,608,1,0,9.45,-1.28,NA,NA,0.5705205,"22"
"ENSG00000205795.5",24471,1,3,"CYS1","protein_coding",10447,506,1,0,-19.775,-10.54,NA,NA,0.3786366,"97.5"
"ENSG00000233502.1",2320,1,3,"ENSG00000233502","lncRNA",1004.5,82,1,0,6.745,-10.685,NA,NA,0.114739,"66"
"ENSG00000171848.16",91027,4,15,"RRM2","protein_coding",205,134,1,0,9.44,-13.29,NA,NA,0.81156,"22"
"ENSG00000285872.3",14781,1,4,"ENSG00000285872","lncRNA",625,427,1,0,-19.27,-15.54,NA,NA,0.0366435,"16"
"ENSG00000115756.13",124728,5,12,"HPCAL1","protein_coding",10999,208,1,0,10.05,-3.07,NA,NA,0.9987665,"182"
"ENSG00000115758.14",8359,5,20,"ODC1","protein_coding",206,163,1,0,-13.48,-17.22,NA,NA,1,"22"
"ENSG00000257135.8",9039,2,9,"ODC1-DT","lncRNA",562,190,1,0,7.97,-2.04,NA,NA,0.1351775,"18"
"ENSG00000115761.17",127640,4,28,"NOL10","protein_coding",3708,90,1,0,-15.09,-14.21,NA,NA,0.9999825,"10"
"ENSG00000234818.1",15664,1,4,"ENSG00000234818","lncRNA",1082,141,1,0,5.26,-25.97,NA,NA,0.0119542,"11"
"ENSG00000236162.1",3179,1,5,"ENSG00000236162","lncRNA",296.5,130,1,0,6.63,-11.06,NA,NA,0.0326805,"6.5"
"ENSG00000143882.12",64010,3,18,"ATP6V1C2","protein_coding",3028,95,1,0,8.53,-6.97,NA,NA,1,"88"
"ENSG00000272275.1",2183,1,3,"ENSG00000272275","lncRNA",895.5,62,1,0,-12.55,-11.8,NA,NA,0.0343402,"553.5"
"ENSG00000143870.13",54586,5,22,"PDIA6","protein_coding",1170,121,1,0,-12.74,-11.87,NA,NA,1,"39"
"ENSG00000271952.3",40928,2,5,"LINC01954","lncRNA",15087,285,1,0,9.9,2.08,NA,0.025,0.04282455,"5"
"ENSG00000232056.1",7378,1,3,"ENSG00000232056","lncRNA",3495,93,1,0,7.255,-3.54,NA,NA,0.48991,"113.5"
"ENSG00000145063.15",27504,3,13,"ENSG00000145063","lncRNA",2221,166,1,0,-7.52,-20.865,NA,NA,0.439895,"17"
"ENSG00000150873.12",18189,2,6,"C2orf50","protein_coding",3370,254,1,0,9.33,-9.24,NA,NA,0.6395865,"107"
"ENSG00000162976.13",23672,3,11,"SLC66A3","protein_coding",3509,83,1,0,8.92,-9.51,NA,NA,0.406715,"61"
"ENSG00000134318.16",168571,3,37,"ROCK2","protein_coding",785,136,1,0,-13.44,-13.74,NA,NA,1,"8"
"ENSG00000230952.1",8121,1,2,"ENSG00000230952","lncRNA",7061,530.5,1,0,-25.09,-30.96,NA,0.01,0.0235526,"27"
"ENSG00000224177.8",30563,2,6,"LINC00570","lncRNA",1153,103,1,0,9.85,-20,0.005,0.044,0.0239175,"39"
"ENSG00000231403.1",2344,1,3,"ENSG00000231403","lncRNA",859.5,111,1,0,-19.955,-24.605,NA,NA,0.0320428,"11"
"ENSG00000285569.4",21678,7,16,"ENSG00000285569","lncRNA",4953,148,1,0,9.44,-7.81,NA,NA,0.0729503,"28"
"ENSG00000169016.17",21802,2,10,"E2F6","protein_coding",1775,156,5,0,-15.575,-17.97,NA,NA,0.9982465,"31"
"ENSG00000196208.14",160447,6,43,"GREB1","protein_coding",1985,162,4,0,9.215,-5.86,NA,NA,0.999654,"112"
"ENSG00000169006.7",12017,1,4,"NTSR2","protein_coding",1833,409.5,1,0,-14.74,-16.42,NA,NA,1,"348"
"ENSG00000276411.1",2961,1,2,"ENSG00000276411","lncRNA",2366,298,1,0,-12.83,-5.1,NA,NA,0.0200038,"88"
"ENSG00000134324.12",149814,5,30,"LPIN1","protein_coding",2555,126,1,0,8.55,-6.09,NA,NA,0.215811,"26"
"ENSG00000228496.2",1894,1,2,"ENSG00000228496","lncRNA",698,585,1,0,8.54,-11.67,0.068,0.001,0.167565,"363"
"ENSG00000203643.3",2603,1,2,"ENSG00000203643","lncRNA",999,802.5,1,0,-19.13,-23.77,NA,0.059,0.0154033,"21"
"ENSG00000230790.2",4304,1,3,"ENSG00000230790","lncRNA",1872,135,4,0,-17.945,-19.74,NA,NA,0.0155883,"16"
"ENSG00000224184.7",868987,7,27,"MIR3681HG","lncRNA",18372,166,4,0,8.91,-8.54,NA,NA,0.0342729,"51"
"ENSG00000289856.1",3247,1,3,"ENSG00000289856","lncRNA",1334,191,1,0,-15.055,-25.17,NA,NA,0.0320259,"29.5"
"ENSG00000223360.1",6158,1,4,"ENSG00000223360","lncRNA",2031,88,1,0,8.88,-9.35,0.001,NA,0.0174885,"21"
"ENSG00000286427.1",13793,1,2,"ENSG00000286427","lncRNA",11998,898,1,0,-14.04,-17.56,0.009,0.001,0.0258318,"51"
"ENSG00000071575.12",25824,3,6,"TRIB2","protein_coding",5465.5,293,1,0,9.65,-13.355,NA,NA,0.995987,"35"
"ENSG00000225649.7",226436,3,15,"ENSG00000225649","lncRNA",2919,148.5,1,0,-13.12,-15.42,NA,NA,0.0301443,"26"
"ENSG00000285876.1",330730,1,5,"ENSG00000285876","lncRNA",66819,88,1,0,8.91,-5.25,NA,NA,0.134787,"23.5"
"ENSG00000229370.1",71495,1,2,"ENSG00000229370","lncRNA",71041,227.5,0,0,-16.09,-9.29,0.001,NA,0.00804893,"105"
"ENSG00000230448.5",690432,2,8,"LINC00276","lncRNA",83739,121,1,0,-22.5,-20.27,NA,NA,0.03090515,"21"
"ENSG00000227718.1",35104,1,3,"ENSG00000227718","lncRNA",17136.5,145,1,0,8.135,0.28,NA,NA,0.0505209,"10"
"ENSG00000228505.5",13764,1,3,"ENSG00000228505","lncRNA",6709.5,82,1,0,8.435,-25.76,NA,NA,0.017803405,"19"
"ENSG00000162981.14",18114,2,5,"LRATD1","protein_coding",648,243,1,0,6.91,-16.5,NA,NA,0.7030795,"781"
"ENSG00000287291.1",286398,1,4,"ENSG00000287291","lncRNA",6356,546,1,0,-13.52,-12.21,NA,NA,0.0498725,"20"
"ENSG00000235127.1",21017,1,3,"ENSG00000235127","lncRNA",10275.5,108,1,0,-19.265,-23.645,NA,NA,0.0128269,"50"
"ENSG00000151779.14",394424,2,54,"NBAS","protein_coding",3383,131.5,1,0,-13.54,-14.86,NA,NA,0.999806,"13"
"ENSG00000234022.1",9698,1,4,"ENSG00000234022","lncRNA",790,102.5,1,0,10.86,-1.84,NA,NA,0.011252,"12"
"ENSG00000079785.16",43168,7,39,"DDX1","protein_coding",838,84,1,0,8.57,-6.21,NA,NA,1,"12"
"ENSG00000224194.1",11800,1,3,"ENSG00000224194","lncRNA",5616.5,214,1,0,-14.52,-14.755,NA,NA,0.0431101,"133.5"
"ENSG00000231031.6",53557,1,6,"LINC01804","lncRNA",2212,146.5,1,0,7.09,-7.79,NA,NA,0.226906,"81"
"ENSG00000237326.1",9130,1,2,"ENSG00000237326","lncRNA",8644,243.5,1,0,-14.07,-14.91,NA,NA,0.0325823,"24"
"ENSG00000233718.9",23899,3,9,"MYCNOS","lncRNA",1110.5,275,1,0,-19.855,-14.87,NA,NA,0.219402,"49"
"ENSG00000223850.1",15618,1,3,"MYCNUT","lncRNA",7290,244,1,0,7.85,-14.115,NA,NA,0.0305004,"53.5"
"ENSG00000134323.13",6457,2,5,"MYCN","protein_coding",2638,907,1,0,10.28,-10.57,NA,NA,0.997898,"43"
"ENSG00000226764.2",65836,1,3,"ENSG00000226764","lncRNA",32660.5,87,1,0,-17.695,-25.185,NA,NA,0.0318319,"93"
"ENSG00000236289.4",73273,3,13,"GACAT3","lncRNA",4103,165,4,0,8.745,-11.19,NA,NA,0.0465533,"30.5"
"ENSG00000236989.5",20619,2,6,"ENSG00000236989","lncRNA",7952,147,1,0,-19.01,-13.99,NA,NA,0.01214625,"32"
"ENSG00000226041.1",1796,1,3,"ENSG00000226041","lncRNA",580,85,1,0,-0.415,2.19,NA,NA,0.0132802,"79"
"ENSG00000228876.4",109931,3,11,"ENSG00000228876","lncRNA",6151,230,1,0,8.78,-4.58,NA,NA,0.0656777,"44"
"ENSG00000231266.1",1167,1,2,"ENSG00000231266","lncRNA",753,207.5,1,0,-21.75,-18.16,NA,NA,0.00543758,"17"
"ENSG00000285354.1",7845,1,6,"ENSG00000285354","lncRNA",851,109.5,1,0,-18.29,-16.7,NA,NA,0.0091533,"33"
"ENSG00000232444.1",3242,1,2,"ENSG00000232444","lncRNA",2503,370,1,0,-15.1,-27.9,0.981,NA,0.0352806,"33"
"ENSG00000224400.5",78446,1,4,"ENSG00000224400","lncRNA",36985,80,1,0,10.45,6.01,NA,NA,0.04392345,"78"
"ENSG00000289364.2",26511,2,6,"ENSG00000289364","lncRNA",8293,125,1,0,-6.61,-18.87,NA,NA,0.03294675,"27"
"ENSG00000237633.4",32388,1,7,"ENSG00000237633","lncRNA",5174,113,1,0,6.755,-0.5,NA,NA,0.020095685,"10"
"ENSG00000197872.11",116872,2,15,"CYRIA","protein_coding",1847,106,1,0,-9.3,-10.98,NA,NA,0.122669,"52"
"ENSG00000223536.7",41446,2,5,"ENSG00000223536","lncRNA",1890,114,1,0,10.28,-26.08,NA,0.003,0.0185952,"34"
"ENSG00000224604.1",1464,1,2,"ENSG00000224604","processed_pseudogene",515,475,0,0,-25.23,-42.92,0.999,NA,0.0347668,"44"
"ENSG00000237670.1",4463,1,3,"LINC01866","lncRNA",2131.5,54,1,0,7.58,-4.68,NA,NA,0.0049427,"44.5"
"ENSG00000214842.6",7861,1,3,"RAD51AP2","protein_coding",2066,377,1,0,-13.33,-14.185,NA,NA,1,"11"
"ENSG00000163032.12",117892,3,7,"VSNL1","protein_coding",51151,219.5,1,0,8.41,-2.85,NA,NA,0.53079175,"201"
"ENSG00000163029.16",136430,3,34,"SMC6","protein_coding",2716,125,1,0,-13.09,-15.145,NA,NA,0.825117,"14.5"
"ENSG00000178295.15",35088,2,16,"GEN1","protein_coding",1505,131,1,0,8.73,-9.345,NA,NA,0.1500925,"12"
"ENSG00000170745.12",483769,2,5,"KCNS3","protein_coding",25975.5,196,1,0,9.21,-3.17,NA,NA,0.0303404,"42.5"
