"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"ENSG00000204954",24945,12,28,"protein_coding","147"
"ENSG00000139372",23052,10,30,"protein_coding","136"
"ENSG00000216285",764,1,1,"processed_pseudogene",NA
"ENSG00000188906",172541,21,90,"protein_coding","143"
"ENSG00000072041",54138,38,72,"protein_coding","193"
"ENSG00000239473",738,1,1,"processed_pseudogene",NA
"ENSG00000238842",66,1,1,"snRNA","67"
"ENSG00000230291",434,1,1,"processed_pseudogene",NA
"ENSG00000222880",277,1,1,"misc_RNA","278"
"ENSG00000139304",278095,10,78,"protein_coding","149"
"ENSG00000257786",543,1,1,"processed_pseudogene",NA
"ENSG00000257429",10018,1,3,"lncRNA","140"
"ENSG00000165899",281343,8,78,"protein_coding","119"
"ENSG00000255644",6725,1,2,"lncRNA","228"
"ENSG00000257022",60747,1,4,"lncRNA","113"
"ENSG00000275567",204,1,1,"lncRNA","205"
"ENSG00000255627",532,1,1,"processed_pseudogene",NA
"ENSG00000089127",27363,30,60,"protein_coding","230"
"ENSG00000111331",38409,32,79,"protein_coding","239"
"ENSG00000111335",33328,15,41,"protein_coding","236"
"ENSG00000157895",16016,9,23,"protein_coding","95"
"ENSG00000283542",5938,1,2,"unitary_pseudogene",NA
"ENSG00000256963",282,1,1,"processed_pseudogene",NA
"ENSG00000201945",131,1,1,"snoRNA","132"
"ENSG00000223538",270,1,1,"processed_pseudogene",NA
"ENSG00000257738",734,1,1,"processed_pseudogene",NA
"ENSG00000278351",253,1,1,"lncRNA","254"
"ENSG00000257368",672,1,1,"processed_pseudogene",NA
"ENSG00000257657",135100,2,8,"lncRNA","110.5"
"ENSG00000283545",69,1,1,"snRNA","70"
"ENSG00000207176",97,1,1,"misc_RNA","98"
"ENSG00000253063",89,1,1,"snRNA","90"
"ENSG00000257643",344,1,1,"processed_pseudogene",NA
"ENSG00000201563",103,1,1,"misc_RNA","104"
"ENSG00000276148",412,1,1,"lncRNA","413"
"ENSG00000257511",1004,1,1,"processed_pseudogene",NA
"ENSG00000274105",855,1,1,"lncRNA","856"
"ENSG00000275854",730,1,1,"lncRNA","731"
"ENSG00000177119",266293,14,48,"protein_coding","129"
"ENSG00000168778",37289,8,32,"protein_coding","112"
"ENSG00000258210",58085,1,5,"lncRNA","120"
"ENSG00000258011",323,1,1,"processed_pseudogene",NA
"ENSG00000111229",15599,9,25,"protein_coding","95"
"ENSG00000111231",16782,10,27,"protein_coding","125"
"ENSG00000241680",374,1,1,"processed_pseudogene",NA
"ENSG00000204856",21970,6,16,"protein_coding","130"
"ENSG00000111237",11028,12,28,"protein_coding","192"
"ENSG00000202335",69,1,1,"snoRNA","70"
"ENSG00000278993",1827,1,1,"TEC","1828"
"ENSG00000151164",31901,9,28,"protein_coding","112"
"ENSG00000196850",50073,2,8,"protein_coding","189.5"
"ENSG00000263537",272,1,1,"misc_RNA","273"
"ENSG00000122986",77109,9,24,"protein_coding","113"
"ENSG00000186298",23259,11,30,"protein_coding","224"
"ENSG00000279925",1657,1,1,"TEC","1658"
"ENSG00000257268",14184,1,2,"lncRNA","290.5"
"ENSG00000241286",849,1,1,"processed_pseudogene",NA
"ENSG00000204852",49404,43,90,"protein_coding","131"
"ENSG00000167552",4394,10,21,"protein_coding","223"
"ENSG00000258101",31966,1,2,"lncRNA","726.5"
"ENSG00000258232",8150,1,2,"lncRNA","340"
"ENSG00000258334",31945,1,8,"lncRNA","162"
"ENSG00000135451",8495,16,45,"protein_coding","135"
"ENSG00000186897",4779,1,2,"protein_coding","1036.5"
"ENSG00000178401",10658,5,13,"protein_coding","664"
"ENSG00000257954",646,1,1,"processed_pseudogene",NA
"ENSG00000257464",228,1,1,"processed_pseudogene",NA
"ENSG00000274822",85,1,1,"miRNA","86"
"ENSG00000151176",33063,4,18,"protein_coding","159"
"ENSG00000135094",33856,6,15,"protein_coding","132.5"
"ENSG00000139410",15896,6,18,"protein_coding","125"
"ENSG00000089116",10247,2,7,"protein_coding","278"
"ENSG00000089060",60734,17,52,"protein_coding","122"
"ENSG00000111540",22770,11,26,"protein_coding","123"
"ENSG00000237493",603,1,1,"processed_pseudogene",NA
"ENSG00000139531",9461,17,40,"protein_coding","162"
"ENSG00000123411",30776,13,36,"protein_coding","150"
"ENSG00000273890",483,1,1,"lncRNA","484"
"ENSG00000257449",12157,1,2,"lncRNA","150"
"ENSG00000197728",3346,4,12,"protein_coding","175"
"ENSG00000257411",7958,1,6,"protein_coding","81.5"
"ENSG00000170515",9373,7,23,"protein_coding","93"
"ENSG00000257553",9291,1,2,"lncRNA","217"
"ENSG00000229117",1377,6,16,"protein_coding","70"
"ENSG00000139641",26424,10,51,"protein_coding","91.5"
"ENSG00000135482",9254,5,11,"protein_coding","64"
"ENSG00000258345",971,1,2,"lncRNA","235"
"ENSG00000258317",9586,2,6,"lncRNA","267.5"
"ENSG00000257809",7424,1,3,"lncRNA","190"
"ENSG00000092841",5150,21,48,"protein_coding","78"
"ENSG00000139613",27208,15,59,"protein_coding","118"
"ENSG00000258199",27925,1,2,"lncRNA","201.5"
"ENSG00000181852",19754,12,31,"protein_coding","136"
"ENSG00000139579",7839,6,16,"protein_coding","101"
"ENSG00000139540",7797,11,33,"protein_coding","165"
"ENSG00000139645",20577,8,44,"protein_coding","90"
"ENSG00000135469",4076,10,25,"protein_coding","193"
"ENSG00000258260",2311,1,2,"lncRNA","271"
"ENSG00000062485",28692,33,79,"protein_coding","132"
"ENSG00000144785",30143,3,10,"protein_coding","108"
"ENSG00000257740",581,1,2,"lncRNA","218.5"
"ENSG00000257727",6277,12,24,"protein_coding","142"
"ENSG00000110944",6236,3,9,"protein_coding","235"
"ENSG00000252206",63,1,1,"snRNA","64"
"ENSG00000175336",2289,1,2,"protein_coding","875"
"ENSG00000274823",513,1,1,"processed_pseudogene",NA
"ENSG00000259099",2350,1,4,"processed_pseudogene",NA
"ENSG00000134538",108602,1,14,"protein_coding","145"
"ENSG00000121351",25021,5,14,"protein_coding","95"
"ENSG00000121350",33635,9,31,"protein_coding","126"
"ENSG00000256021",769,1,2,"processed_pseudogene",NA
"ENSG00000004700",32759,8,29,"protein_coding","139"
"ENSG00000111711",16627,10,25,"protein_coding","126.5"
"ENSG00000134548",14953,8,21,"protein_coding","84"
"ENSG00000139131",28407,3,10,"protein_coding","171"
"ENSG00000286950",953,1,1,"lncRNA","954"
"ENSG00000274976",425,1,1,"lncRNA","426"
"ENSG00000244743",315,1,1,"processed_pseudogene",NA
"ENSG00000257653",1129,1,2,"lncRNA","356.5"
"ENSG00000264201",62,1,1,"miRNA","63"
"ENSG00000257660",1388,2,4,"lncRNA","135"
"ENSG00000271547",510,1,1,"processed_pseudogene",NA
"ENSG00000207467",105,1,1,"misc_RNA","106"
"ENSG00000167535",15147,23,58,"protein_coding","116"
"ENSG00000172602",8725,6,14,"protein_coding","135"
"ENSG00000174233",22895,9,42,"protein_coding","130"
"ENSG00000051825",91694,24,75,"protein_coding","126"
"ENSG00000111328",22222,12,28,"protein_coding","127"
"ENSG00000269980",342,1,1,"lncRNA","343"
"ENSG00000199845",118,1,1,"rRNA_pseudogene",NA
"ENSG00000139697",75738,3,34,"protein_coding","134"
"ENSG00000207189",101,1,1,"misc_RNA","102"
"ENSG00000284425",79,1,1,"miRNA","80"
"ENSG00000130921",24694,10,22,"protein_coding","310"
"ENSG00000150990",42306,6,38,"protein_coding","115"
"ENSG00000184992",37586,2,5,"protein_coding","329"
"ENSG00000280634",1976,1,1,"lncRNA","1977"
"ENSG00000256093",222,1,1,"processed_pseudogene",NA
"ENSG00000081760",77899,12,40,"protein_coding","114.5"
"ENSG00000279233",3466,1,1,"TEC","3467"
"ENSG00000256814",1336,1,2,"lncRNA","292.5"
"ENSG00000287240",1066,1,2,"lncRNA","475"
"ENSG00000280117",4393,1,1,"TEC","4394"
"ENSG00000279462",981,1,1,"TEC","982"
"ENSG00000273079",544060,10,32,"protein_coding","216.5"
"ENSG00000139233",14195,2,5,"protein_coding","232.5"
"ENSG00000228144",46068,1,7,"protein_coding","113.5"
"ENSG00000239335",3698,1,2,"lncRNA","311.5"
"ENSG00000090376",65427,3,16,"protein_coding","152"
"ENSG00000225422",1155,1,1,"processed_pseudogene",NA
"ENSG00000284011",75,1,1,"miRNA","76"
"ENSG00000256072",5689,1,4,"lncRNA","136"
"ENSG00000256777",711,1,1,"processed_pseudogene",NA
"ENSG00000222744",304,1,1,"misc_RNA","305"
"ENSG00000127311",41150,6,24,"protein_coding","178"
"ENSG00000256285",170,1,1,"processed_pseudogene",NA
"ENSG00000256420",5227,1,2,"processed_pseudogene",NA
"ENSG00000257083",145656,6,15,"lncRNA","128"
"ENSG00000279310",260,1,1,"TEC","261"
"ENSG00000255976",638,1,1,"processed_pseudogene",NA
"ENSG00000110911",49165,33,85,"protein_coding","120"
"ENSG00000139547",7943,2,6,"protein_coding","359"
"ENSG00000135392",9864,5,11,"protein_coding","138.5"
"ENSG00000075089",42743,13,32,"protein_coding","118"
"ENSG00000130779",151237,20,64,"protein_coding","121"
"ENSG00000111728",373268,15,42,"protein_coding","518"
"ENSG00000196387",27052,10,27,"protein_coding","113"
"ENSG00000074590",75609,4,13,"protein_coding","133"
"ENSG00000121749",87541,17,46,"protein_coding","103"
"ENSG00000186908",89593,16,54,"protein_coding","123"
"ENSG00000179615",3144,1,2,"protein_coding","774"
"ENSG00000179695",9278,2,4,"protein_coding","844.5"
"ENSG00000120820",75196,7,26,"protein_coding","118"
"ENSG00000111052",145414,4,13,"protein_coding","214.5"
"ENSG00000214700",1521,1,2,"protein_coding","511"
"ENSG00000261308",30819,1,2,"protein_coding","2352.5"
"ENSG00000214029",25495,2,6,"protein_coding","135"
"ENSG00000150977",21645,1,4,"protein_coding","377.5"
"ENSG00000060237",158873,20,69,"protein_coding","173"
"ENSG00000111490",121549,8,17,"protein_coding","165"
"ENSG00000205057",8054,1,4,"lncRNA","132.5"
"ENSG00000257127",9471,5,7,"lncRNA","1921"
"ENSG00000216306",1011,2,2,"transcribed_processed_pseudogene",NA
"ENSG00000283998",115,1,1,"miRNA","116"
"ENSG00000120798",53399,19,50,"protein_coding","148"
"ENSG00000257121",514,1,1,"processed_pseudogene",NA
"ENSG00000237774",629,1,1,"processed_pseudogene",NA
"ENSG00000184752",108451,12,30,"protein_coding","106"
"ENSG00000022840",44108,25,72,"protein_coding","156"
"ENSG00000288623",260,1,1,"protein_coding","261"
"ENSG00000075415",12788,15,36,"protein_coding","173"
"ENSG00000120868",90143,12,49,"protein_coding","132"
"ENSG00000240424",575,1,1,"processed_pseudogene",NA
"ENSG00000111269",33281,2,7,"protein_coding","255"
"ENSG00000271215",1548,1,4,"processed_pseudogene",NA
"ENSG00000275963",774,1,1,"lncRNA","775"
"ENSG00000183150",35317,6,13,"protein_coding","157"
"ENSG00000257004",16093,1,2,"lncRNA","120.5"
"ENSG00000256658",714,1,2,"lncRNA","75"
"ENSG00000178878",104058,5,22,"protein_coding","2362"
"ENSG00000207983",94,1,1,"miRNA","95"
"ENSG00000270296",354,1,1,"processed_pseudogene",NA
"ENSG00000213782",16665,12,22,"protein_coding","119"
"ENSG00000242329",275,1,1,"processed_pseudogene",NA
"ENSG00000231313",723,1,1,"processed_pseudogene",NA
"ENSG00000244585",491,1,1,"processed_pseudogene",NA
"ENSG00000135100",23969,8,30,"protein_coding","200"
"ENSG00000174437",70337,12,42,"protein_coding","123"
"ENSG00000276956",294,1,1,"misc_RNA","295"
"ENSG00000170473",31205,7,17,"protein_coding","170"
"ENSG00000185664",19212,19,48,"protein_coding","135"
"ENSG00000123374",6008,12,29,"protein_coding","171"
"ENSG00000257823",905,1,1,"processed_pseudogene",NA
"ENSG00000273987",688,1,1,"lncRNA","689"
"ENSG00000173401",35890,4,11,"protein_coding","220"
"ENSG00000180481",41599,4,13,"protein_coding","238"
"ENSG00000139278",23110,4,12,"protein_coding","179.5"
"ENSG00000257497",6366,1,2,"lncRNA","741"
"ENSG00000111615",20773,5,18,"protein_coding","97"
"ENSG00000257777",1504,1,1,"processed_pseudogene",NA
"ENSG00000179626",6230,2,4,"protein_coding","1046"
"ENSG00000152936",239272,11,32,"protein_coding","181"
"ENSG00000257009",6934,2,4,"lncRNA","268.5"
"ENSG00000236333",26990,24,49,"lncRNA","355.5"
"ENSG00000257287",353,1,1,"processed_pseudogene",NA
"ENSG00000257723",638,1,1,"processed_pseudogene",NA
"ENSG00000258235",921,1,2,"lncRNA","190.5"
"ENSG00000065361",26706,33,93,"protein_coding","126"
"ENSG00000072657",583492,7,32,"protein_coding","134"
"ENSG00000257757",933,1,1,"unprocessed_pseudogene",NA
"ENSG00000187857",6304,2,7,"protein_coding","90"
"ENSG00000257414",357,1,1,"unprocessed_pseudogene",NA
"ENSG00000179899",3060,1,1,"processed_pseudogene",NA
"ENSG00000185821",938,1,1,"protein_coding","939"
"ENSG00000257316",1232,1,1,"processed_pseudogene",NA
"ENSG00000257435",4991,1,2,"lncRNA","160"
"ENSG00000213451",892,1,1,"unprocessed_pseudogene",NA
"ENSG00000205331",891,1,1,"unprocessed_pseudogene",NA
"ENSG00000188324",2581,1,2,"protein_coding","760.5"
"ENSG00000230307",922,1,1,"unprocessed_pseudogene",NA
"ENSG00000139223",1063,1,1,"protein_coding","1064"
"ENSG00000177627",14026,5,17,"protein_coding","49"
"ENSG00000258121",17674,1,3,"lncRNA","214"
"ENSG00000240443",462,1,1,"transcribed_processed_pseudogene",NA
"ENSG00000197376",22543,2,3,"transcribed_processed_pseudogene",NA
"ENSG00000167531",2382,2,6,"protein_coding","159"
"ENSG00000257870",4501,1,3,"lncRNA","230"
"ENSG00000123307",10043,1,2,"protein_coding","1963.5"
"ENSG00000196534",5555,2,3,"transcribed_unitary_pseudogene",NA
"ENSG00000257350",1452,1,1,"processed_pseudogene",NA
"ENSG00000170605",6344,2,6,"protein_coding","616.5"
"ENSG00000224622",876,1,1,"unprocessed_pseudogene",NA
"ENSG00000271370",378,1,1,"processed_pseudogene",NA
"ENSG00000111266",89581,6,18,"protein_coding","164"
"ENSG00000255670",6228,1,2,"lncRNA","206"
"ENSG00000241352",758,1,1,"processed_pseudogene",NA
"ENSG00000234498",608,1,1,"processed_pseudogene",NA
"ENSG00000013588",26378,6,15,"protein_coding","928"
"ENSG00000283759",89,1,1,"miRNA","90"
"ENSG00000256011",1239,1,2,"lncRNA","184.5"
"ENSG00000221611",90,1,1,"snoRNA","91"
"ENSG00000013583",25395,5,13,"protein_coding","229"
"ENSG00000183935",4410,2,2,"transcribed_processed_pseudogene",NA
"ENSG00000278255",458,1,1,"lncRNA","459"
"ENSG00000256025",3994,2,6,"lncRNA","115"
"ENSG00000256721",19161,1,3,"lncRNA","186"
"ENSG00000285555",2841,1,3,"lncRNA","515"
"ENSG00000285734",17203,1,3,"lncRNA","126"
"ENSG00000256769",4090,1,2,"lncRNA","222"
"ENSG00000203648",1032,1,2,"processed_pseudogene",NA
"ENSG00000256271",3720,1,2,"lncRNA","304.5"
"ENSG00000246627",15199,3,8,"lncRNA","260.5"
"ENSG00000258204",479,1,1,"processed_pseudogene",NA
"ENSG00000257458",44974,1,4,"lncRNA","102"
"ENSG00000202324",122,1,1,"rRNA_pseudogene",NA
"ENSG00000258039",11652,1,5,"lncRNA","117"
"ENSG00000180219",2361,1,2,"protein_coding","932"
"ENSG00000287675",574,1,1,"lncRNA","575"
"ENSG00000181929",16533,20,55,"protein_coding","82"
"ENSG00000111276",36871,9,19,"protein_coding","947"
"ENSG00000089248",10101,5,11,"protein_coding","401"
"ENSG00000274227",626,1,1,"lncRNA","627"
"ENSG00000111300",82107,8,41,"protein_coding","112.5"
"ENSG00000266370",116,1,1,"miRNA","117"
"ENSG00000258323",1846,1,2,"lncRNA","298"
"ENSG00000200688",105,1,1,"misc_RNA","106"
"ENSG00000135148",28066,9,31,"protein_coding","136"
"ENSG00000200135",112,1,1,"misc_RNA","113"
"ENSG00000283793",63,1,1,"miRNA","64"
"ENSG00000257494",2291,1,2,"lncRNA","375.5"
"ENSG00000201428",317,1,1,"misc_RNA","318"
"ENSG00000213152",793,1,1,"processed_pseudogene",NA
"ENSG00000257658",1330,1,3,"processed_pseudogene",NA
"ENSG00000173064",222251,16,111,"protein_coding","154"
"ENSG00000139178",19651,12,31,"protein_coding","129"
"ENSG00000283587",650,1,1,"processed_pseudogene",NA
"ENSG00000256902",535,1,1,"processed_pseudogene",NA
"ENSG00000255669",14458,2,11,"transcribed_unitary_pseudogene",NA
"ENSG00000111731",95963,17,60,"protein_coding","115"
"ENSG00000111241",17660,3,7,"protein_coding","250"
"ENSG00000175197",5149,6,16,"protein_coding","156"
"ENSG00000196510",30830,12,30,"protein_coding","154"
"ENSG00000181234",440741,1,9,"protein_coding","206"
"ENSG00000205328",938,1,1,"protein_coding","939"
"ENSG00000123395",8249,7,15,"protein_coding","296.5"
"ENSG00000256660",8169,5,14,"protein_coding","219"
"ENSG00000198673",570877,16,45,"protein_coding","140.5"
"ENSG00000126746",23095,17,44,"protein_coding","159"
"ENSG00000198324",8470,6,14,"protein_coding","184"
"ENSG00000084453",154994,17,50,"protein_coding","144.5"
"ENSG00000187510",69612,5,24,"protein_coding","122"
"ENSG00000090975",167610,8,41,"protein_coding","165"
"ENSG00000165685",21262,6,16,"protein_coding","170"
"ENSG00000166153",63410,8,26,"protein_coding","160"
"ENSG00000008323",18070,10,33,"protein_coding","146"
"ENSG00000136052",156943,10,29,"protein_coding","147"
"ENSG00000257579",7687,1,2,"lncRNA","253.5"
"ENSG00000222160",103,1,1,"misc_RNA","104"
"ENSG00000136045",27363,5,25,"protein_coding","101.5"
"ENSG00000240441",534,1,1,"processed_pseudogene",NA
"ENSG00000110851",28401,6,25,"protein_coding","175"
"ENSG00000258136",23413,2,7,"lncRNA","359"
"ENSG00000257398",55079,7,24,"lncRNA","83"
"ENSG00000257951",2805,1,3,"unprocessed_pseudogene",NA
"ENSG00000257392",2156,1,2,"unprocessed_pseudogene",NA
"ENSG00000257426",177,1,1,"unprocessed_pseudogene",NA
"ENSG00000258072",678,1,1,"processed_pseudogene",NA
"ENSG00000257129",2217,2,2,"transcribed_processed_pseudogene",NA
"ENSG00000187855",1940,1,1,"protein_coding","1941"
"ENSG00000139364",475991,6,19,"protein_coding","206"
"ENSG00000280125",1140,1,1,"TEC","1141"
"ENSG00000286209",22592,1,3,"lncRNA","160"
"ENSG00000280415",2257,1,1,"TEC","2258"
"ENSG00000271184",1062,1,1,"processed_pseudogene",NA
"ENSG00000257379",25787,1,11,"lncRNA","93"
"ENSG00000197111",29060,25,54,"protein_coding","89"
"ENSG00000282977",589,1,1,"lncRNA","590"
"ENSG00000273658",181,1,1,"misc_RNA","182"
"ENSG00000139625",20394,11,37,"protein_coding","159"
"ENSG00000139546",5510,20,50,"protein_coding","118"
"ENSG00000267281",119288,1,13,"protein_coding","119"
"ENSG00000170653",118554,12,25,"protein_coding","114"
"ENSG00000257550",3717,1,3,"lncRNA","161"
"ENSG00000285692",89466,1,7,"lncRNA","124"
"ENSG00000275488",1471,1,2,"processed_pseudogene",NA
"ENSG00000135390",44682,9,22,"protein_coding","190"
"ENSG00000213470",363,1,1,"processed_pseudogene",NA
"ENSG00000258206",552,1,1,"processed_pseudogene",NA
"ENSG00000198774",35706,1,2,"protein_coding","2757.5"
"ENSG00000133636",8697,3,7,"protein_coding","182"
"ENSG00000258178",2260,1,2,"lncRNA","629"
"ENSG00000257897",744,1,1,"processed_pseudogene",NA
"ENSG00000258185",239420,1,3,"lncRNA","84"
"ENSG00000280049",507,1,1,"TEC","508"
"ENSG00000182050",883238,11,33,"protein_coding","148"
"ENSG00000139132",246492,20,62,"protein_coding","146"
"ENSG00000278969",2372,1,1,"TEC","2373"
"ENSG00000255921",10995,1,4,"lncRNA","141"
"ENSG00000213736",377,1,1,"processed_pseudogene",NA
"ENSG00000118308",103993,20,79,"protein_coding","82"
"ENSG00000139574",796,1,3,"protein_coding","122"
"ENSG00000242461",373,1,1,"processed_pseudogene",NA
"ENSG00000186710",9552,3,12,"protein_coding","174.5"
"ENSG00000199899",98,1,1,"misc_RNA","99"
"ENSG00000123064",28306,10,39,"protein_coding","126"
"ENSG00000276908",64,1,1,"miRNA","65"
"ENSG00000201208",96,1,1,"misc_RNA","97"
"ENSG00000139405",6842,4,10,"protein_coding","366"
"ENSG00000257286",6537,1,2,"lncRNA","124"
"ENSG00000166578",25653,3,9,"protein_coding","444"
"ENSG00000277566",576,1,1,"lncRNA","577"
"ENSG00000135144",41298,5,17,"protein_coding","162"
"ENSG00000135457",79479,6,27,"protein_coding","107"
"ENSG00000257246",1286,2,2,"transcribed_processed_pseudogene",NA
"ENSG00000247934",27440,2,5,"lncRNA","122"
"ENSG00000255951",704,1,2,"processed_pseudogene",NA
"ENSG00000278733",565,1,1,"lncRNA","566"
"ENSG00000273989",601,1,1,"lncRNA","602"
"ENSG00000252237",128,1,1,"snRNA","129"
"ENSG00000202187",134,1,1,"rRNA_pseudogene",NA
"ENSG00000244712",463,1,1,"processed_pseudogene",NA
"ENSG00000256513",3856,1,2,"lncRNA","216.5"
"ENSG00000123106",448262,22,59,"protein_coding","105"
"ENSG00000205329",2644,2,4,"protein_coding","645"
"ENSG00000257404",189,1,1,"processed_pseudogene",NA
"ENSG00000186442",6432,1,9,"protein_coding","165"
"ENSG00000170477",7567,5,16,"protein_coding","165"
"ENSG00000185640",12903,3,13,"protein_coding","165"
"ENSG00000257389",336,1,1,"processed_pseudogene",NA
"ENSG00000170423",11288,5,18,"protein_coding","145.5"
"ENSG00000241146",956,1,1,"processed_pseudogene",NA
"ENSG00000111057",4035,7,20,"protein_coding","161"
"ENSG00000170421",52767,18,48,"protein_coding","209"
"ENSG00000197706",12016,1,2,"protein_coding","939"
"ENSG00000069431",145154,18,72,"protein_coding","131"
"ENSG00000185046",1258479,35,95,"protein_coding","129"
"ENSG00000214203",786,1,1,"processed_pseudogene",NA
"ENSG00000279148",1292,1,1,"TEC","1293"
"ENSG00000280088",1749,1,1,"TEC","1750"
"ENSG00000139437",83577,10,33,"protein_coding","163"
"ENSG00000277299",640,1,1,"lncRNA","641"
"ENSG00000280426",1708,1,1,"TEC","1709"
"ENSG00000076513",40577,10,35,"protein_coding","131"
"ENSG00000277595",558,1,1,"lncRNA","559"
"ENSG00000279360",359,1,1,"TEC","360"
"ENSG00000122970",94458,9,36,"protein_coding","106.5"
"ENSG00000258100",41562,7,16,"lncRNA","108"
"ENSG00000286049",3155,1,2,"lncRNA","918.5"
"ENSG00000274647",111,1,1,"misc_RNA","112"
"ENSG00000277738",757,1,1,"lncRNA","758"
"ENSG00000258125",742,1,2,"lncRNA","123.5"
"ENSG00000258224",108,1,1,"processed_pseudogene",NA
"ENSG00000257893",3735,2,5,"lncRNA","352"
"ENSG00000257863",4729,1,3,"lncRNA","87"
"ENSG00000289605",357986,1,10,"lncRNA",NA
"ENSG00000070019",83967,2,29,"protein_coding","106"
"ENSG00000214772",92308,1,5,"lncRNA","49"
"ENSG00000261324",5427,1,1,"lncRNA","5428"
"ENSG00000246705",3597,3,5,"protein_coding","644"
"ENSG00000084463",18904,5,19,"protein_coding","158.5"
"ENSG00000182993",102920,5,13,"protein_coding","793"
"ENSG00000179256",9532,1,2,"protein_coding","1052"
"ENSG00000286107",3069,1,2,"lncRNA","961.5"
"ENSG00000111339",17957,3,7,"protein_coding","709"
"ENSG00000256339",3616,1,2,"lncRNA","178.5"
"ENSG00000111341",4993,4,9,"protein_coding","76"
"ENSG00000139055",24498,3,11,"protein_coding","132"
"ENSG00000111348",19697,9,23,"protein_coding","84"
"ENSG00000139053",8823,1,4,"protein_coding","110"
"ENSG00000255727",5212,1,4,"lncRNA","113.5"
"ENSG00000175398",941,1,1,"protein_coding","942"
"ENSG00000244573",8661,3,5,"transcribed_processed_pseudogene",NA
"ENSG00000171681",137255,24,66,"protein_coding","136.5"
"ENSG00000121316",64222,4,15,"protein_coding","145"
"ENSG00000255649",13451,2,7,"lncRNA","159"
"ENSG00000200830",268,1,1,"misc_RNA","269"
"ENSG00000256008",12761,3,6,"lncRNA","1067"
"ENSG00000110917",14710,5,13,"protein_coding","233"
"ENSG00000256364",2417,2,4,"lncRNA","287.5"
"ENSG00000277423",415,1,1,"lncRNA","416"
"ENSG00000276188",411,1,1,"lncRNA","412"
"ENSG00000175970",13182,3,9,"protein_coding","173"
"ENSG00000256569",2132,1,2,"lncRNA","284.5"
"ENSG00000284143",73,1,1,"miRNA","74"
"ENSG00000122971",14234,3,15,"protein_coding","139"
"ENSG00000157837",141848,9,26,"protein_coding","113"
"ENSG00000213137",537,1,1,"processed_pseudogene",NA
"ENSG00000286493",3235,1,2,"lncRNA","177"
"ENSG00000157782",26698,5,14,"protein_coding","148"
"ENSG00000288710",21801,2,7,"protein_coding","95.5"
"ENSG00000167548",41819,31,96,"protein_coding","137"
"ENSG00000133703",45690,13,30,"protein_coding","172.5"
"ENSG00000089009",13649,13,31,"protein_coding","159"
"ENSG00000179295",91567,14,40,"protein_coding","123"
"ENSG00000174456",46608,12,29,"protein_coding","191"
"ENSG00000254451",63768,3,9,"lncRNA","100"
"ENSG00000258112",999,1,1,"processed_pseudogene",NA
"ENSG00000125084",4298,1,4,"protein_coding","349.5"
"ENSG00000139718",28647,3,23,"protein_coding","174"
"ENSG00000183955",25221,8,21,"protein_coding","139.5"
"ENSG00000173588",153539,13,48,"protein_coding","147.5"
"ENSG00000170439",2875,1,2,"protein_coding","658"
"ENSG00000135108",48479,7,25,"protein_coding","142"
"ENSG00000173157",198337,3,43,"protein_coding","144"
"ENSG00000167553",85864,9,23,"protein_coding","223"
"ENSG00000089250",244028,5,38,"protein_coding","140"
"ENSG00000150991",5764,13,28,"protein_coding","454"
"ENSG00000089094",151927,18,62,"protein_coding","145"
"ENSG00000139436",66585,19,55,"protein_coding","106"
"ENSG00000047617",414363,12,52,"protein_coding","101"
"ENSG00000150967",60698,20,50,"protein_coding","174"
"ENSG00000135124",24041,12,35,"protein_coding","96"
"ENSG00000205809",15446,5,16,"protein_coding","101"
"ENSG00000139631",23262,19,55,"protein_coding","90.5"
"ENSG00000048540",62222,34,67,"protein_coding","201.5"
"ENSG00000155957",34181,12,30,"protein_coding","109"
"ENSG00000172551",65490,5,11,"protein_coding","123"
"ENSG00000161813",87621,18,58,"protein_coding","137"
"ENSG00000028203",85053,40,90,"protein_coding","162"
"ENSG00000251655",3768,3,9,"protein_coding","107"
"ENSG00000135679",37367,19,50,"protein_coding","85"
"ENSG00000205330",8021,2,3,"protein_coding","1064"
"ENSG00000215009",24647,2,15,"protein_coding","128"
"ENSG00000076555",151639,15,80,"protein_coding","124"
"ENSG00000184271",31126,11,31,"protein_coding","155.5"
"ENSG00000180574",17533,2,3,"protein_coding","1602"
"ENSG00000135441",4049,6,10,"protein_coding","160"
"ENSG00000165682",27782,4,13,"protein_coding","137.5"
"ENSG00000197837",3132,6,11,"protein_coding","577"
"ENSG00000179088",258387,16,44,"protein_coding","99"
"ENSG00000125207",34750,8,35,"protein_coding","126"
"ENSG00000279343",711,1,1,"TEC","712"
"ENSG00000279478",526,1,1,"TEC","527"
"ENSG00000256064",1484,1,2,"lncRNA","207.5"
"ENSG00000279905",5657,1,1,"TEC","5658"
"ENSG00000279146",1307,1,1,"TEC","1308"
"ENSG00000256343",17891,5,17,"lncRNA","162"
"ENSG00000279650",852,1,1,"TEC","853"
"ENSG00000256250",1832,1,2,"lncRNA","293.5"
"ENSG00000256299",1801,1,2,"lncRNA","158.5"
"ENSG00000222438",101,1,1,"snRNA","102"
"ENSG00000132341",5641,12,33,"protein_coding","126"
"ENSG00000206850",111,1,1,"misc_RNA","112"
"ENSG00000279940",1647,1,1,"TEC","1648"
