"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len","Gene_name","H3K36me3","H3K9me3","H3K4me3","chr_sig"
"ENSG00000152558",74052,8,19,"protein_coding",207.5,2647,1,0,0.660461,10,"TMEM123","1","1","1","3"
"ENSG00000255580",14302,1,2,"lncRNA",409,13485,1,0,0.00603127,18,"AP000462","0","0","0","0"
"ENSG00000285568",24387,1,5,"lncRNA",211,4347,1,0,0.140694,45.5,"RP11-187P2","0","0","0","0"
"ENSG00000074201",122858,12,30,"protein_coding",137,2910,1,0,0.654099,13,"CLNS1A","1","1","1","3"
"ENSG00000255502",81083,7,17,"lncRNA",139,14206,1,0,0.0144985,11,"LINC02713","0","0","0","0"
"ENSG00000227487",8895,4,9,"lncRNA",409,1828.5,1,0,0.406022,45,"NCAM1-AS1","0","0","0","0"
"ENSG00000255605",2537,1,3,"lncRNA",190,1016,1,0,0.0254071,9,"RP11-644L4","0","0","0","0"
"ENSG00000256448",5385,2,4,"lncRNA",88,2521,1,0,0.012655985,89.5,"RP11-809N8","0","0","0","0"
"ENSG00000255246",39916,2,7,"lncRNA",110,7170.5,4,0,0.3127585,19.5,"RP11-179A16","0","0","0","0"
"ENSG00000166900",92426,8,27,"protein_coding",109,1800,1,0,0.9982215,41,"STX3","0","0","1","1"
"ENSG00000109944",81179,4,15,"protein_coding",433,9556,1,0,0.999999,21.5,"JHY","0","0","1","1"
"ENSG00000186642",98450,27,79,"protein_coding",88,426,1,0,0.169563,119,"PDE2A","1","0","0","1"
"ENSG00000272575",32692,4,10,"lncRNA",180,1928,1,0,0.03288865,11.5,"LINC02098","0","1","1","2"
"ENSG00000137714",34936,1,4,"protein_coding",244,5528,1,0,0.960239,48,"FDX1","1","1","1","3"
"ENSG00000255299",7870,3,8,"lncRNA",127,1652,1,0,0.0208109,22,"RP11-655C2","0","0","0","0"
"ENSG00000137699",74243,21,44,"protein_coding",100.5,2288,1,0,0.231699,137,"TRIM29","0","1","0","1"
"ENSG00000288020",22078,1,4,"lncRNA",180.5,428,1,0,0.0573179,22,"CTC-774J1","0","0","0","0"
"ENSG00000255599",1678,1,3,"lncRNA",143,600,1,0,0.108694,67.5,"AP000997","0","0","0","0"
"ENSG00000254880",6148,1,3,"lncRNA",214,2781.5,1,0,0.341573,41,"PKNOX2-AS1","0","0","0","0"
"ENSG00000196914",153524,14,64,"protein_coding",101,1351,4,0,0.2191105,17,"ARHGEF12","1","1","1","3"
"ENSG00000227125",10164,1,2,"lncRNA",281,9603,1,0,0.0521787,23,"AP002856","0","0","0","0"
"ENSG00000246790",5682,2,4,"lncRNA",1454,2775,1,0,0.02652345,25,"RP11-730K11","0","0","0","0"
"ENSG00000254863",7085,4,10,"lncRNA",176,652,1,0,0.08276805,14,"LINC02744","0","0","0","0"
"ENSG00000255094",40906,1,4,"lncRNA",142,16971,1,0,0.0551613,21,"RP11-406D1","0","0","0","0"
"ENSG00000254823",1683,5,9,"lncRNA",137,527,1,0,0.0186698,16,"LINC02727","0","0","0","0"
"ENSG00000154144",13090,10,30,"protein_coding",143,619,1,0,0.9745005,20,"TBRG1","1","0","1","2"
"ENSG00000255327",860,1,2,"lncRNA",381,99,1,0,0.0036222,14,"LINC02697","0","0","0","0"
"ENSG00000282728",80514,2,9,"lncRNA",115,7007.5,1,0,0.03401875,18,"PGR-AS1","0","0","0","0"
"ENSG00000137642",181449,13,70,"protein_coding",132,1690,4,0,0.424467,28,"SORL1","1","1","1","3"
"ENSG00000134940",9352,4,13,"protein_coding",133,2431,1,0,0.9998705,49,"ACRV1","1","0","0","1"
"ENSG00000288528",12413,1,3,"lncRNA",126,5896.5,1,0,0.0846664,66.5,"RP11-640G3","0","0","0","0"
"ENSG00000110013",62594,6,22,"protein_coding",158,2781.5,1,0,0.997612,20,"SIAE","0","1","1","2"
"ENSG00000237612",17278,1,2,"lncRNA",284.5,16710,1,0,0.0174556,46,"AP002856","0","0","0","0"
"ENSG00000109943",34143,3,14,"protein_coding",147,2097,1,0,0.997813,15,"CRTAM","0","0","0","0"
"ENSG00000109971",5741,23,58,"protein_coding",210,228,4,0,0.5644845,16,"HSPA8","1","1","1","3"
"ENSG00000043039",76431,2,5,"protein_coding",338,8216,1,0,0.50863245,121,"BARX2","0","0","0","0"
"ENSG00000287238",8308,1,2,"lncRNA",643,7023,1,0,0.0191625,30,"CTC-89C10","0","0","0","0"
"ENSG00000255216",5576,4,12,"lncRNA",289,494,1,0,0.0965591,13,"RP11-831A10","0","0","0","0"
"ENSG00000166250",125376,4,15,"protein_coding",168,4584,1,0,0.0780785,42.5,"CLMP","0","1","1","2"
"ENSG00000149557",149687,17,42,"protein_coding",132,4391,1,0,0.839035,77,"FEZ1","0","0","0","0"
"ENSG00000091664",41122,3,16,"protein_coding",130.5,1754,1,0,0.423197,40,"SLC17A6","0","0","0","0"
"ENSG00000121621",87537,4,23,"protein_coding",158,3181,1,0,0.882309,9,"KIF18A","1","0","1","2"
"ENSG00000149256",788201,11,54,"protein_coding",206,7345,4,0,0.11967,71,"TENM4","0","0","1","1"
"ENSG00000255545",93381,7,21,"lncRNA",115,11243,1,0,0.440903,27,"B3GAT1-DT","0","0","0","0"
"ENSG00000285909",100470,1,7,"lncRNA",128,1435,1,0,0.0317233,82,"RP11-811I7","0","0","0","0"
"ENSG00000286044",254715,2,12,"lncRNA",146,10688,4,0,0.639829,39,"RP11-344F5","0","0","0","0"
"ENSG00000255475",6740,1,2,"lncRNA",296.5,6148,1,0,0.992155,414,"RP11-687M24","0","0","0","0"
"ENSG00000281097",5153,1,4,"lncRNA",244,1475,1,0,0.149295,26,"LINC01395","0","0","0","0"
"ENSG00000154127",158751,8,26,"protein_coding",139,2153,1,0,0.07042815,43,"UBASH3B","0","0","1","1"
"ENSG00000281386",20617,1,2,"lncRNA",263.5,20091,1,0,0.0279496,32,"RP11-237N19","0","0","0","0"
"ENSG00000236129",2731,1,2,"lncRNA",317.5,2097,1,0,0.0142883,10,"AP002856","0","0","0","0"
"ENSG00000204300",2750,2,6,"protein_coding",286.5,608,1,0,0.5578605,70,"TMEM225","0","1","1","2"
"ENSG00000256281",631,1,2,"lncRNA",147,338,1,0,0.12466,17,"RP11-136I14","0","0","0","0"
"ENSG00000255344",3711,6,10,"lncRNA",531,926,1,0,0.01784255,48,"LINC02706","0","0","0","0"
"ENSG00000286374",5437,1,2,"lncRNA",586.5,4265,1,0,0.121801,47,"RP11-469N6","0","0","0","0"
"ENSG00000134910",33503,17,51,"protein_coding",122,1144,1,0,0.204642,18,"STT3A","1","0","1","2"
"ENSG00000109929",20729,9,21,"protein_coding",160,775,1,0,0.703727,51,"SC5D","1","1","1","3"
"ENSG00000166118",4907,2,9,"protein_coding",85,436,1,0,0.9830215,88.5,"SPATA19","0","1","0","1"
"ENSG00000254989",598,1,2,"lncRNA",194.5,210,1,0,0.0205113,44,"RP11-469N6","0","0","0","0"
"ENSG00000175728",44396,1,3,"lncRNA",233,20425,1,0,0.5,11,"LINC02873","0","0","0","0"
"ENSG00000286341",2141,1,2,"lncRNA",1021.5,99,1,0,0.0478739,22,"RP11-811I7","0","0","0","0"
"ENSG00000254573",9660,1,3,"lncRNA",97,4573.5,1,0,0.0302142,10,"AP004550","0","0","0","0"
"ENSG00000272642",34564,2,8,"lncRNA",154,1370.5,1,0,0.04215675,22,"CTD-2234N14","0","0","0","0"
"ENSG00000149571",580102,9,31,"protein_coding",128,4751,1,0,0.0660516,149,"KIRREL3","0","0","0","0"
"ENSG00000149547",15404,14,34,"protein_coding",112,1024,4,0,0.8235115,27,"EI24","1","1","1","3"
"ENSG00000285735",12797,2,5,"lncRNA",267,3650,1,0,0.4609695,26,"LINC02717","0","0","0","0"
"ENSG00000287251",35456,1,2,"lncRNA",1161,33135,1,0,0.0462736,227,"RP11-555G19","0","0","0","0"
"ENSG00000273415",87913,7,23,"lncRNA",163,4626,1,0,0.0322189,12,"LINC02725","0","0","0","0"
"ENSG00000285640",16960,1,5,"lncRNA",136,2138,4,0,0.0320302,17.5,"RP11-469N6","0","0","0","0"
"ENSG00000255537",4314,1,2,"lncRNA",1711.5,892,1,0,0.655067,7,"AP000708","0","0","0","0"
"ENSG00000197798",51260,10,28,"protein_coding",129,5138,1,0,0.817227,27,"FAM118B","1","0","1","2"
"ENSG00000188909",4264,1,3,"protein_coding",322,1660.5,1,0,0.99976,113,"BSX","0","0","1","1"
"ENSG00000255258",26705,1,3,"lncRNA",93,12865.5,1,0,0.0704877,52,"LINC02743","0","1","0","1"
"ENSG00000256757",6796,1,4,"lncRNA",128.5,403,1,0,0.00775962,68,"RP11-159N11","0","0","0","0"
"ENSG00000254842",21370,2,9,"lncRNA",166,1896.5,1,0,0.3262172,25.5,"LINC02551","0","0","0","0"
"ENSG00000255512",14127,2,5,"lncRNA",298,888,1,0,0.07879807,100,"LINC02684","0","0","0","0"
"ENSG00000273409",66004,2,6,"lncRNA",142.5,20761.5,1,0,0.03258675,17.5,"LINC02712","0","0","0","0"
"ENSG00000154143",8928,1,4,"protein_coding",262.5,1807,1,0,1,89,"PANX3","0","0","0","0"
"ENSG00000287897",889,1,2,"lncRNA",189,512,1,0,0.112642,15,"AP000465","0","0","0","0"
"ENSG00000149295",66086,10,27,"protein_coding",191,1371,1,0,0.9999445,115,"DRD2","0","0","0","0"
"ENSG00000171561",15123,2,6,"protein_coding",588,3164.5,1,0,0.999912,10.5,"OR2AT4","0","1","1","2"
"ENSG00000110172",22648,11,32,"protein_coding",106,998,1,0,0.271527,19,"CHORDC1","1","0","1","2"
"ENSG00000256972",6685,1,2,"lncRNA",165,6356,1,0,0.00447931,40,"AP000462","0","0","0","0"
"ENSG00000254710",39700,1,5,"lncRNA",106,8991.5,1,0,0.178485,42.5,"CTD-2216M2","0","0","0","0"
"ENSG00000255484",21582,1,4,"lncRNA",161.5,4807,1,0,0.234619,32,"LINC02764","0","1","1","2"
"ENSG00000165495",268702,14,40,"protein_coding",120,14302,1,0,0.127861,163.5,"PKNOX2","0","0","0","0"
"ENSG00000214788",27267,1,7,"lncRNA",130,2062.5,1,0,0.692075,21.5,"RP11-736I10","0","0","0","0"
"ENSG00000255234",137396,3,9,"lncRNA",158,26928.5,1,0,0.0737324,39,"RP11-727A23","0","0","0","0"
"ENSG00000255079",1438,1,2,"lncRNA",394.5,650,1,0,0.659636,15,"LINC02704","0","0","0","0"
"ENSG00000149328",46467,5,34,"protein_coding",96,1023,4,0,0.997693,77.5,"GLB1L2","0","0","0","0"
"ENSG00000288070",12318,1,3,"lncRNA",225,5687,1,0,0.159866,22.5,"RP11-217B19","0","0","0","0"
"ENSG00000255032",17300,1,3,"lncRNA",225,8336.5,4,0,0.0403596,151,"TSPAN18-AS1","0","0","0","0"
"ENSG00000259290",3289,2,5,"lncRNA",73,1467,1,0,0.0265711,21.5,"RP11-687M24","0","0","0","0"
"ENSG00000237937",18873,4,10,"lncRNA",255,2751,1,0,0.06314555,128,"LINC02702","0","0","0","0"
"ENSG00000254932",8172,1,2,"lncRNA",322.5,7528,1,0,0.268056,10,"RP11-687M24","0","0","0","0"
"ENSG00000109956",33738,5,16,"protein_coding",297,685,1,0,0.999838,155,"B3GAT1","0","0","0","0"
"ENSG00000085117",55931,14,41,"protein_coding",84,4827,1,0,0.1263795,80,"CD82","1","1","1","3"
"ENSG00000254693",829,1,2,"lncRNA",271.5,287,1,0,0.113263,56,"RP11-58K22","0","0","0","0"
"ENSG00000118094",22374,5,24,"protein_coding",113,238,1,0,1,139,"TREH","0","1","1","2"
"ENSG00000109881",32407,3,12,"protein_coding",159,5294,1,0,0.999277,8,"CCDC34","1","0","1","2"
"ENSG00000187151",25848,2,11,"protein_coding",145,2081,1,0,0.647494,18.5,"ANGPTL5","0","0","0","0"
"ENSG00000257067",22933,3,12,"lncRNA",181,2240,1,0,0.123204,11.5,"LINC02703","0","0","0","0"
"ENSG00000255808",16170,1,4,"lncRNA",115.5,5731,1,0,0.0398455,9,"PDE2A-AS1","0","0","0","0"
"ENSG00000110318",86052,5,22,"protein_coding",146,5301.5,1,0,1,12,"CEP126","0","0","1","1"
"ENSG00000254626",8550,1,2,"lncRNA",416,7719,1,0,0.0477416,40,"RP11-27G22","0","0","0","0"
"ENSG00000185742",6977,1,2,"protein_coding",2933.5,1111,1,0,0.712117,63,"C11orf87","0","0","0","0"
"ENSG00000149534",10206,4,12,"protein_coding",135,870,1,0,0.9909545,3,"MS4A2","0","0","0","0"
"ENSG00000287006",22379,1,3,"lncRNA",120,10880,1,0,0.122426,46.5,"RP11-27G22","0","0","0","0"
"ENSG00000149273",22765,20,46,"protein_coding",131,815,1,0,0.5530385,20,"RPS3","1","1","1","3"
"ENSG00000158555",91301,17,52,"protein_coding",146,1126,4,0,0.96701,130,"GDPD5","0","0","1","1"
"ENSG00000254460",1454,1,2,"lncRNA",193,1069,1,0,0.00476943,335,"RP11-939C17","0","0","0","0"
"ENSG00000255326",11469,1,2,"lncRNA",325.5,10819,1,0,0.097847,46,"CTD-2530H12","0","0","0","0"
"ENSG00000255434",1126,1,2,"lncRNA",273,581,1,0,0.0296906,161,"CTD-2530H12","0","0","0","0"
"ENSG00000254630",2704,1,2,"lncRNA",195,2315,1,0,0.0762424,8,"CTD-2530H12","0","0","0","0"
"ENSG00000166391",15120,4,12,"protein_coding",200,2012,1,0,0.9956825,107,"MOGAT2","0","0","0","0"
"ENSG00000247867",10192,1,4,"lncRNA",299.5,3491,1,0,0.466301,216,"CTD-2530H12","0","0","0","0"
"ENSG00000254826",1025,1,2,"lncRNA",421,184,1,0,0.11154,48,"CTD-2530H12","0","0","0","0"
"ENSG00000254814",2538,1,3,"lncRNA",206,890.5,1,0,0.0368219,176.5,"RP11-535A19","0","0","0","0"
"ENSG00000149257",10727,16,35,"protein_coding",248.5,1759,1,0,0.4228175,90,"SERPINH1","1","0","1","2"
"ENSG00000166927",17466,12,26,"protein_coding",160,3088,1,0,0.1823155,14,"MS4A7","0","1","1","2"
"ENSG00000166928",39226,10,23,"protein_coding",150,2827,1,0,1,12,"MS4A14","0","1","0","1"
"ENSG00000166930",25642,6,15,"protein_coding",144,1391.5,1,0,0.1921,64.5,"MS4A5","0","0","0","0"
"ENSG00000176984",2702,2,3,"lncRNA",1040.5,622,1,0,0.567934,9,"AP000679","0","0","0","0"
"ENSG00000184232",19302,3,9,"protein_coding",195.5,1871,1,0,0.863262,215.5,"OAF","0","0","1","1"
"ENSG00000137709",83305,7,23,"protein_coding",131,2184,1,0,0.971418,48.5,"POU2F3","0","0","1","1"
"ENSG00000259541",16173,2,9,"lncRNA",92.5,1036,1,0,0.2660145,38,"RP11-778O17","0","0","0","0"
"ENSG00000256116",5138,2,4,"lncRNA",461.5,4156,1,0,0.32203565,747,"RP11-783K16","0","0","0","0"
"ENSG00000173457",2464,3,8,"protein_coding",140,241,1,0,0.176066,23,"PPP1R14B","0","0","1","1"
"ENSG00000257086",2555,1,4,"lncRNA",160.5,690,1,0,0.00725928,346,"RP11-783K16","0","0","0","0"
"ENSG00000257069",13047,1,11,"lncRNA",161,579.5,1,0,1,92,"KCNK4-TEX40","0","0","0","0"
"ENSG00000219435",4412,3,5,"protein_coding",80,703,1,0,0.979328,92,"CATSPERZ","0","0","1","1"
"ENSG00000126432",3690,3,9,"protein_coding",135,517,1,0,0.962407,91.5,"PRDX5","0","0","0","0"
"ENSG00000168071",17330,10,48,"protein_coding",141,204,1,0,1,368,"CCDC88B","0","0","1","1"
"ENSG00000162302",13067,8,32,"protein_coding",138.5,227,1,0,0.92426,188,"RPS6KA4","1","0","1","2"
"ENSG00000231492",12359,3,8,"lncRNA",138,2107,1,0,0.0168913,12,"AP003774","0","0","0","0"
"ENSG00000286816",4538,1,3,"lncRNA",308,1852,1,0,0.0589998,16,"RP11-754H12","0","0","0","0"
"ENSG00000232500",4540,1,3,"lncRNA",144,2006,1,0,0.0092062,65,"AP005273","0","0","0","0"
"ENSG00000168065",17185,8,20,"protein_coding",155,1872,1,0,0.9993595,170,"SLC22A11","0","0","0","0"
"ENSG00000197891",11712,5,20,"protein_coding",169,535.5,1,0,1,259,"SLC22A12","0","0","0","0"
"ENSG00000237410",13282,1,2,"lncRNA",234.5,12814,1,0,0.00806622,44,"NRXN2-AS1","0","0","0","0"
"ENSG00000068831",18545,22,55,"protein_coding",127.5,508,5,0,0.89136,134,"RASGRP2","0","0","1","1"
"ENSG00000068976",13585,5,27,"protein_coding",132,331,1,0,0.062753,147,"PYGM","1","0","0","1"
"ENSG00000168067",18323,13,60,"protein_coding",71,105.5,1,0,0.6611,213,"MAP4K2","1","0","1","2"
"ENSG00000110047",36654,13,30,"protein_coding",367.5,3542,1,0,0.643524,159,"EHD1","0","0","1","1"
"ENSG00000110046",22665,6,53,"protein_coding",145.5,148.5,1,0,0.7401105,186,"ATG2A","1","0","1","2"
"ENSG00000068971",16922,5,24,"protein_coding",114.5,442,1,0,0.0998237,119,"PPP2R5B","1","0","1","2"
"ENSG00000149735",1422,3,8,"protein_coding",175.5,182,1,0,0.795878,57,"GPHA2","1","0","0","1"
"ENSG00000168070",34591,6,20,"protein_coding",92,1220,1,0,0.57151,33,"MAJIN","0","0","0","0"
"ENSG00000168062",9073,5,9,"protein_coding",201,1353,1,0,0.993481,156,"BATF2","0","0","1","1"
"ENSG00000213465",8024,6,15,"protein_coding",113,1453,1,0,0.9852315,101,"ARL2","1","1","1","3"
"ENSG00000171219",21601,4,44,"protein_coding",104,200.5,1,0,0.1858405,148.5,"CDC42BPG","1","0","1","2"
"ENSG00000236897",1468,1,2,"lncRNA",434.5,600,1,0,0.0587124,77,"AC113331","0","0","0","0"
"ENSG00000244734",3931,6,14,"protein_coding",243,130,1,0,0.5241475,100,"HBB","0","0","1","1"
"ENSG00000223609",10979,5,10,"protein_coding",215.5,898,1,0,0.93571,48,"HBD","1","1","1","3"
"ENSG00000284931",6513,1,4,"protein_coding",218,2963,1,0,0.9761765,8,"CTD-2643I7","0","0","0","0"
"ENSG00000196565",252417,3,6,"protein_coding",218,886,1,0,0.935237,8,"HBG2","0","0","0","0"
"ENSG00000239920",424042,5,25,"protein_coding",189,31250,1,0,0.0724563,21.5,"CTD-2643I7","0","0","0","0"
"ENSG00000213931",237307,3,6,"protein_coding",223,856,1,0,0.960748,42,"HBE1","0","0","0","0"
"ENSG00000175520",2658,2,4,"protein_coding",1189.5,279,1,0,0.6454145,27,"UBQLN3","0","0","0","0"
"ENSG00000175518",4038,2,3,"protein_coding",2020,1897,1,0,1,267,"UBQLNL","0","0","0","0"
"ENSG00000121236",16849,12,31,"protein_coding",101,798,4,0,0.9999935,70,"TRIM6","1","1","1","3"
"ENSG00000258588",47673,1,8,"protein_coding",101,1049,4,0,1,33,"TRIM6-TRIM34","0","0","0","0"
"ENSG00000205409",1024,2,3,"protein_coding",947,43,1,0,0.999993,34,"OR52E6","0","0","0","0"
"ENSG00000213934",1588,3,7,"protein_coding",182,520,1,0,0.957673,8,"HBG1","0","0","0","0"
"ENSG00000236301",4799,3,8,"lncRNA",172,1460.5,1,0,0.848102,599.5,"MRGPRG-AS1","0","0","0","0"
"ENSG00000184350",7387,1,2,"protein_coding",2054,3280,1,0,0.99985,334,"MRGPRE","0","0","0","0"
"ENSG00000224513",6777,1,3,"lncRNA",122,3171.5,1,0,0.0252907,329,"AC109309","0","0","0","0"
"ENSG00000254592",3909,1,2,"lncRNA",391.5,3127,1,0,0.0706015,82,"RP5-1173A5","0","0","0","0"
"ENSG00000005801",39961,30,70,"protein_coding",109,1926.5,1,0,0.314356,31,"ZNF195","1","1","1","3"
"ENSG00000254757",62009,1,3,"lncRNA",120,30780,1,0,0.344743,41,"RP13-726E6","0","0","0","0"
"ENSG00000287906",1785,1,2,"lncRNA",608.5,569,1,0,0.14325,162,"RP13-726E6","0","0","0","0"
"ENSG00000287312",9327,1,3,"lncRNA",279,4077.5,1,0,0.0226879,49.5,"RP13-726E6","0","0","0","0"
"ENSG00000255240",125016,4,14,"lncRNA",170,3835,1,0,0.0600117,12,"RP11-142C4","0","0","0","0"
"ENSG00000255151",8479,1,5,"protein_coding",127,478.5,1,0,0.999995,27,"GLYATL1B","0","0","1","1"
"ENSG00000189057",20227,6,11,"protein_coding",167,14472,1,0,1,1,"FAM111B","1","1","1","3"
"ENSG00000245571",12882,5,13,"lncRNA",211,3061,1,0,0.0330055,44,"FAM111A-DT","0","0","0","0"
"ENSG00000110042",37158,4,15,"protein_coding",157.5,3635.5,1,0,0.7895565,61,"DTX4","1","1","1","3"
"ENSG00000214797",15157,1,2,"lncRNA",1402.5,12353,1,0,0.433267,5,"RP11-1036E20","0","0","0","0"
"ENSG00000110002",32317,5,27,"protein_coding",145,340,1,0,1,28,"VWA5A","0","0","1","1"
"ENSG00000255158",12481,1,3,"lncRNA",262,5785,1,0,0.0140904,44,"RP11-754B17","0","0","0","0"
"ENSG00000269915",18483,1,2,"lncRNA",266,17952,1,0,0.156458,1,"AP006621","0","0","0","0"
"ENSG00000177156",17597,9,25,"protein_coding",146,1064,4,0,0.198904,94.5,"TALDO1","1","0","1","2"
"ENSG00000177225",10268,15,38,"protein_coding",95,979.5,1,0,0.754762,187,"GATD1","1","0","1","2"
"ENSG00000184524",2998,2,4,"protein_coding",802.5,1371,1,0,0.5299705,258,"CEND1","0","0","1","1"
"ENSG00000177542",7806,31,73,"protein_coding",126,142,1,0,0.15396,388.5,"SLC25A22","0","0","1","1"
"ENSG00000177600",2915,8,19,"protein_coding",99,889,1,0,0.03760835,166,"RPLP2","0","0","1","1"
"ENSG00000177666",6659,6,22,"protein_coding",147.5,183,1,0,0.5584925,29,"PNPLA2","1","0","1","2"
"ENSG00000255108",9249,2,5,"lncRNA",208,2013,1,0,0.09561165,214,"AP006621","0","0","0","0"
"ENSG00000177685",5847,14,40,"protein_coding",140.5,283,1,0,0.5289655,204,"CRACR2B","1","0","1","2"
"ENSG00000177697",6944,23,56,"protein_coding",91,324.5,1,0,0.152142,151,"CD151","0","0","1","1"
"ENSG00000177700",5173,2,4,"protein_coding",438,1933,1,0,0.1350605,159,"POLR2L","1","0","1","2"
"ENSG00000177830",47199,24,65,"protein_coding",102,825,4,0,0.3725985,316,"CHID1","1","0","1","2"
"ENSG00000120457",29807,3,8,"protein_coding",445,4198,1,0,1,26,"KCNJ5","0","0","0","0"
"ENSG00000255467",16610,1,4,"lncRNA",238.5,3472,1,0,0.0172576,55,"RP11-144G7","0","0","0","0"
"ENSG00000285696",7923,1,2,"lncRNA",373,7178,1,0,0.116066,10,"RP11-144G7","0","0","0","0"
"ENSG00000149308",65423,6,29,"protein_coding",103,1617,4,0,0.6409325,14,"NPAT","1","1","1","3"
"ENSG00000166323",159012,8,26,"protein_coding",93,7232,1,0,0.9999305,15,"C11orf65","1","1","1","3"
"ENSG00000109846",15158,21,43,"protein_coding",252,1156,1,0,0.936956,102,"CRYAB","0","0","0","0"
"ENSG00000254445",14135,2,8,"protein_coding",188,2611.5,1,0,0.595965,62,"HSPB2-C11orf52","0","0","0","0"
"ENSG00000149300",8839,4,7,"protein_coding",77,1289,1,0,0.12889825,25,"C11orf52","0","0","0","0"
"ENSG00000150764",95509,9,36,"protein_coding",107,1489,1,0,0.987734,31,"DIXDC1","0","0","1","1"
"ENSG00000255334",817,1,2,"lncRNA",161,496,1,0,0.00652028,110,"RP11-708L7","0","0","0","0"
"ENSG00000150776",11064,9,23,"protein_coding",134,1423,4,0,0.400483,14.5,"NKAPD1","1","0","1","2"
"ENSG00000150779",1998,4,8,"protein_coding",402.5,1177,1,0,0.10382815,58,"TIMM8B","1","0","0","1"
"ENSG00000204370",33192,9,21,"protein_coding",130,897,4,0,0.351826,20,"SDHD","1","0","1","2"
"ENSG00000150782",20843,6,18,"protein_coding",135,4076.5,1,0,0.991003,5,"IL18","1","1","1","3"
"ENSG00000254638",7409,1,4,"lncRNA",109.5,2044,1,0,0.0229288,13,"RP11-356J5","0","0","0","0"
"ENSG00000150783",5184,2,8,"protein_coding",99.5,1092,4,0,0.602994,18,"TEX12","0","0","0","0"
"ENSG00000197580",49189,19,50,"protein_coding",161,1275,1,0,0.60836,21,"BCO2","0","0","0","0"
"ENSG00000150787",43588,9,23,"protein_coding",80,1534,1,0,0.364232,31,"PTS","1","1","1","3"
"ENSG00000188771",12707,1,4,"protein_coding",328.5,3373,1,0,0.999663,13,"PLET1","0","0","0","0"
"ENSG00000184956",23895,4,39,"protein_coding",133,247.5,1,0,0.2971075,180.5,"MUC6","1","0","0","1"
"ENSG00000254872",5869,2,5,"lncRNA",221,1660,1,0,0.2280445,32,"LINC02688","0","0","0","0"
"ENSG00000198788",35636,3,52,"protein_coding",129.5,349,1,0,1,276.5,"MUC2","0","1","0","1"
"ENSG00000255292",106902,3,4,"protein_coding",100,897,4,0,0.717046,13,"AP002884","0","0","0","0"
"ENSG00000249086",2490,1,2,"lncRNA",165,2161,1,0,0.020474,255,"AC051649","0","0","0","0"
"ENSG00000229671",11641,2,6,"lncRNA",135,2694.5,1,0,0.4118535,26,"LINC01150","0","0","0","0"
"ENSG00000214026",37244,10,22,"protein_coding",83,2252.5,1,0,0.5941305,613,"MRPL23","0","0","0","0"
"ENSG00000232987",2574,1,3,"lncRNA",343,826,1,0,0.0621811,241,"LINC01219","0","0","0","0"
"ENSG00000237654",38132,3,13,"lncRNA",182.5,266,1,0,0.0720859,28,"AP003025","0","0","0","0"
"ENSG00000285980",39115,3,8,"lncRNA",303.5,3966,1,0,0.0955027,32,"RP11-217L21","0","0","0","0"
"ENSG00000238117",19428,1,2,"lncRNA",254.5,18920,1,0,0.0975409,5,"AP004372","0","0","0","0"
"ENSG00000224700",3565,1,2,"lncRNA",288.5,2989,1,0,0.0148971,11,"RP11-697E14","0","0","0","0"
"ENSG00000285561",7795,1,3,"lncRNA",1420,1410,1,0,0.207611,8,"RP11-164A10","0","0","0","0"
"ENSG00000196119",16282,4,7,"protein_coding",1261.5,3396,1,0,0.999804,31,"OR8A1","0","0","0","0"
"ENSG00000255443",4642,1,2,"lncRNA",293.5,4056,1,0,0.0285552,19,"CD44-AS1","0","0","0","0"
"ENSG00000251194",1457,1,2,"lncRNA",352,754,1,0,0.166307,30,"RP1-68D18","0","0","0","0"
"ENSG00000255004",4196,1,2,"lncRNA",388,3421,1,0,0.922455,19,"SLC1A2-AS1","0","0","0","0"
"ENSG00000255542",1945,1,2,"lncRNA",259,1428,1,0,0.0164191,26,"RP4-683L5","0","0","0","0"
"ENSG00000188691",1317,2,3,"protein_coding",734,376,1,0,0.625085,18,"OR56A5","0","0","0","0"
"ENSG00000152402",344457,3,14,"protein_coding",155,33410,1,0,1,17,"GUCY1A2","0","0","0","0"
"ENSG00000134955",27214,6,29,"protein_coding",82,391,1,0,0.970695,185,"SLC37A2","0","0","1","1"
"ENSG00000181264",8390,5,12,"protein_coding",359.5,2072,1,0,0.539718,8,"TLCD5","0","0","1","1"
"ENSG00000170242",120464,11,50,"protein_coding",120,2056,1,0,0.779943,9,"USP47","1","1","1","3"
"ENSG00000135374",46402,7,18,"protein_coding",125,5790,1,0,0.961546,92,"ELF5","1","0","1","2"
"ENSG00000149269",152618,20,56,"protein_coding",120,3222,1,0,0.316978,34,"PAK1","1","0","1","2"
"ENSG00000049449",14648,7,16,"protein_coding",197,2019,1,0,0.596094,57,"RCN1","1","1","1","3"
"ENSG00000137710",432417,20,60,"protein_coding",147,3415,1,0,0.9964275,4,"RDX","1","0","1","2"
"ENSG00000165970",59691,3,20,"protein_coding",132.5,2607,1,0,1,47,"SLC6A5","1","0","1","2"
"ENSG00000149403",477160,8,40,"protein_coding",147.5,11931,1,0,0.597874,137,"GRIK4","1","0","1","2"
