"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"UBE2R2-AS1",94813,3,16,"lncRNA",165,16630,"1","0"
"PRSS3",48558,3,11,"protein_coding",160,715.5,"4","0"
"UBE2R2",103251,1,5,"protein_coding",135,12450,"1","0"
"UBAP2",127474,5,34,"protein_coding",106,2135,"1","0"
"DCAF12",40608,1,9,"protein_coding",194,2400.5,"1","0"
"UBAP1",73493,6,15,"protein_coding",183,7257.5,"1","0"
"NUDT2",14108,1,6,"protein_coding",135,3152,"1","0"
"MYORG",10267,3,4,"protein_coding",3223,3789,"1","0"
"C9orf24",18791,4,13,"protein_coding",130.5,814,"1","0"
"LOC124902144",15387,1,2,"lncRNA",4260.5,6867,"1","0"
"FAM219A",60417,1,9,"protein_coding",92,665,"1","0"
"LOC124902145",8034,1,3,"lncRNA",134,3770.5,"1","0"
"DNAI1",62196,1,21,"protein_coding",109,1653,"1","0"
"ENHO",1947,1,2,"protein_coding",514,920,"1","0"
"CNTFR",39021,8,20,"protein_coding",167,3400,"1","0"
"CNTFR-AS1",15056,1,2,"lncRNA",442.5,14172,"1","0"
"LOC105376023",965,1,3,"lncRNA",93,337.5,"1","0"
"RPP25L",1602,1,3,"protein_coding",436,731,"1","0"
"DCTN3",6950,1,10,"protein_coding",86,704,"1","0"
"ARID3C",10446,2,11,"protein_coding",184,1072.5,"1","0"
"SIGMAR1",3065,1,9,"protein_coding",167,243,"1","0"
"GALT",4369,1,11,"protein_coding",123,197.5,"1","0"
"IL11RA",9719,2,14,"protein_coding",115,330,"1","0"
"CCL27",767,1,3,"protein_coding",133,175.5,"1","0"
"LOC730098",1882,1,6,"protein_coding",68,268,"1","0"
"PHF24",317516,7,24,"protein_coding",175,521,"1","0"
"LOC124902146",1106,1,2,"lncRNA",326.5,454,"1","0"
"CCL19",1708,1,4,"protein_coding",159.5,186,"4","0"
"CCL21",1131,1,4,"protein_coding",160,94,"1","0"
"SPATA31F1",6435,1,4,"protein_coding",133,629,"1","0"
"SPATA31F2P",8318,1,4,"transcribed_pseudogene",149,650,"1","0"
"SPATA31F3",6699,1,8,"protein_coding",107,913,"1","0"
"DNAJB5-DT",3970,1,2,"lncRNA",374.5,3222,"1","0"
"DNAJB5",9155,3,10,"protein_coding",418.5,2387,"1","0"
"LOC105376025",19856,2,5,"lncRNA",1245,1895,"1","0"
"C9orf131",4891,2,6,"protein_coding",326,375,"1","0"
"VCP",16561,1,19,"protein_coding",143,454,"4","0"
"FANCG",6103,1,14,"protein_coding",141.5,199,"1","0"
"PIGO",7903,2,16,"protein_coding",170,320,"1","0"
"STOML2",3419,2,12,"protein_coding",102,149,"1","0"
"ATOSB",12273,12,24,"protein_coding",167.5,244,"1","0"
"UNC13B",243270,4,49,"protein_coding",117,826,"1","0"
"ATP8B5P",76277,2,20,"transcribed_pseudogene",83,1696,"4","0"
"RUSC2",73310,3,16,"protein_coding",175,250,"1","0"
"LOC105376026",1351,1,3,"lncRNA",402,548,"1","0"
"FAM166B",2047,1,10,"protein_coding",166.5,174,"1","0"
"TESK1",4771,1,10,"protein_coding",103,172,"1","0"
"LOC101926948",1206,1,2,"lncRNA",475.5,256,"1","0"
"SIT1",1636,1,5,"protein_coding",136,106.5,"1","0"
"CCDC107",3219,2,10,"protein_coding",152,96.5,"1","0"
"ARHGEF39",5852,1,9,"protein_coding",121,244.5,"1","0"
"CA9",7232,3,13,"protein_coding",143,352,"1","0"
"TPM2",8065,4,13,"protein_coding",118,306.5,"1","0"
"TLN1",35272,1,57,"protein_coding",129,183.5,"4","0"
"CREB3",4333,1,9,"protein_coding",90,94,"1","0"
"RGP1",9298,1,9,"protein_coding",137,277,"1","0"
"MSMP",1286,1,3,"protein_coding",277,305,"1","0"
"NPR2",53081,9,36,"protein_coding",127,225,"1","0"
"SPAG8",4477,3,12,"protein_coding",159,124,"1","0"
"HINT2",2519,2,7,"protein_coding",141,113,"1","0"
"FAM221B",12344,3,12,"protein_coding",194.5,495,"4","0"
"LOC124902149",6401,2,5,"lncRNA",116,880,"1","0"
"SPAAR",2196,1,2,"protein_coding",802.5,592,"1","0"
"RECK",87553,2,26,"protein_coding",130,2709,"1","0"
"GLIPR2",27379,4,15,"protein_coding",135,2815,"1","0"
"CLTA",21185,2,10,"protein_coding",232.5,6479,"1","0"
"LOC124902151",7130,1,2,"lncRNA",1200,4731,"1","0"
"GNE",62533,3,14,"protein_coding",183,2756,"1","0"
"LOC124902150",27283,1,3,"lncRNA",432,12897,"1","0"
"LOC102724322",30461,2,6,"lncRNA",474.5,4156.5,"1","0"
"RNF38",151934,17,31,"protein_coding",168,2712.5,"1","0"
"MELK",104853,6,27,"protein_coding",108.5,4503,"4","0"
"LOC105376030",51002,2,5,"lncRNA",424,6838,"1","0"
"PAX5",201149,1,11,"protein_coding",166,10819.5,"1","0"
"LOC105376032",5113,3,6,"lncRNA",245,2922,"1","0"
"LOC105376031",3333,1,2,"lncRNA",1251,832,"1","0"
"EBLN3P",10514,1,2,"transcribed_pseudogene",2191.5,6132,"1","0"
"LOC105376034",9473,1,3,"lncRNA",686,3461.5,"1","0"
"ZCCHC7",237967,6,17,"protein_coding",126,5257,"1","0"
"LOC105376033",35244,2,4,"lncRNA",4741,20765,"1","0"
"LOC124902153",34167,2,5,"lncRNA",999.5,12517,"1","0"
"LINC01627",10400,1,3,"lncRNA",148,5004.5,"1","0"
"LOC124902154",3892,2,6,"lncRNA",145.5,943,"1","0"
"LOC105376035",13942,1,4,"lncRNA",1106,1697,"1","0"
"GRHPR",15348,5,15,"protein_coding",131,1260,"1","0"
"ZBTB5",27350,1,3,"protein_coding",2345.5,22660,"1","0"
"POLR1E",17699,2,14,"protein_coding",104,1126.5,"4","0"
"FBXO10",65526,6,17,"protein_coding",182,3154.5,"1","0"
"TOMM5",4184,1,4,"protein_coding",353,3479,"1","0"
"FRMPD1",143685,7,26,"protein_coding",126,2834,"1","0"
"TRMT10B",26086,9,24,"protein_coding",124,1453.5,"1","0"
"EXOSC3",5378,2,5,"protein_coding",344,1105,"1","0"
"LOC105376037",11845,1,3,"lncRNA",225,4663,"1","0"
"DCAF10",67289,3,9,"protein_coding",172,7597,"1","0"
"SLC25A51",26552,2,6,"protein_coding",122,4117,"1","0"
"SHB",153347,1,6,"protein_coding",194,28634,"1","0"
"LOC105376039",3181,2,6,"lncRNA",91,337,"1","0"
"LOC107987064",25100,1,2,"lncRNA",186,24729,"1","0"
"LOC107987065",65536,3,7,"lncRNA",114,2316,"1","0"
"LOC105376040",21498,1,4,"lncRNA",108.5,7408,"1","0"
"ALDH1B1",5975,2,3,"protein_coding",1514,2932,"1","0"
"IGFBPL1",17927,2,7,"protein_coding",159,1930.5,"1","0"
"LOC105376041",52876,3,11,"lncRNA",140,2174,"1","0"
"LOC105376042",2377,1,2,"lncRNA",354,1670,"1","0"
"FAM95C",4805,1,3,"lncRNA",283,1069.5,"1","0"
"ANKRD18A",51444,4,26,"protein_coding",144,2779,"1","0"
"FAM201A",2196,1,2,"lncRNA",865.5,466,"1","0"
"LOC124906827",9707,1,2,"lncRNA",699.5,8309,"1","0"
"FAM240B",25873,2,4,"protein_coding",149,8987,"1","0"
"LOC124906828",48022,1,3,"lncRNA",152,23511,"1","0"
"LOC105376044",5020,2,4,"lncRNA",199,285.5,"1","0"
"CNTNAP3",223486,1,25,"protein_coding",171,5375.5,"1","0"
"LOC105379434",2145,2,5,"lncRNA",101,849.5,"1","0"
"SPATA31A1",6292,2,8,"protein_coding",156,568,"1","0"
"FAM74A1",5948,1,2,"lncRNA",345.5,5258,"1","0"
"ZNF658B",20705,1,5,"transcribed_pseudogene",108,3675,"1","0"
"GLIDR",6663,3,7,"lncRNA",429,419.5,"1","0"
"FGF7P3",60791,1,3,"transcribed_pseudogene",657,28042.5,"1","0"
"LOC124906832",8320,1,3,"lncRNA",86,1753,"1","0"
"FAM88D",1538,1,2,"lncRNA",712,115,"1","0"
"LOC105376050",115304,8,14,"lncRNA",183,15962,"1","0"
"LOC124906830",9175,3,5,"lncRNA",578,4033,"1","0"
"LOC107986992",6584,1,2,"lncRNA",3099.5,386,"1","0"
"LOC124906831",7031,1,2,"lncRNA",3335.5,361,"1","0"
"LOC112268033",2181,2,6,"lncRNA",60,659,"1","0"
"FAM95B1",5649,1,5,"lncRNA",269,417,"1","0"
"GXYLT1P3",5155,1,4,"transcribed_pseudogene",266,533,"1","0"
"LOC102724580",54064,1,5,"transcribed_pseudogene",239.5,2341,"1","0"
"BMS1P14",2945,2,4,"transcribed_pseudogene",172,1696.5,"1","0"
"LINC01410",12025,1,5,"lncRNA",157,1585.5,"1","0"
"LOC124906840",16363,1,3,"lncRNA",150,7982,"1","0"
"LOC124906839",9765,1,2,"lncRNA",759.5,8247,"1","0"
"FAM74A4",7448,1,4,"lncRNA",446,2794,"1","0"
"LOC124902165",9240,1,2,"lncRNA",994,7253,"1","0"
"SPATA31A7",6238,1,4,"protein_coding",139.5,568,"1","0"
"LOC105379249",1413,1,2,"lncRNA",142.5,1129,"1","0"
"LOC124906837",58298,2,5,"misc_RNA",227,2383,"1","0"
"LOC102723678",3470,4,8,"lncRNA",424,764,"1","0"
"LOC105379807",1051,1,2,"lncRNA",268.5,515,"1","0"
"FAM27C",1252,1,2,"lncRNA",351.5,550,"1","0"
"LOC105376065",101019,6,10,"lncRNA",183,5602,"1","0"
"LOC107984035",123212,1,3,"lncRNA",291,60294.5,"1","0"
"ZNG1F",67556,10,29,"protein_coding",78,3026,"1","0"
"LINC03025",23848,3,12,"lncRNA",224,1205,"1","0"
"PGM5P2",67596,1,9,"transcribed_pseudogene",155,5776,"1","0"
"FRG1HP",46852,2,9,"transcribed_pseudogene",126,2621,"1","0"
"LOC124906843",15986,5,10,"lncRNA",103,1988,"1","0"
"LOC124906841",4024,2,4,"lncRNA",311,1000.5,"1","0"
"LOC105379443",63068,2,5,"transcribed_pseudogene",257.5,2341,"1","0"
"LOC101929583",60743,1,2,"transcribed_pseudogene",130.5,2341,"1","0"
"LOC124906844",10158,1,2,"lncRNA",492.5,9174,"1","0"
"ANKRD20A1",43416,1,15,"protein_coding",107,2697,"1","0"
"LOC642929",19483,1,7,"transcribed_pseudogene",188,1614,"1","0"
"LOC101928906",7557,3,9,"lncRNA",449,666,"1","0"
"FAM242F",4644,1,2,"lncRNA",170.5,4304,"1","0"
"LOC124906847",64710,2,4,"lncRNA",851,5557,"1","0"
"LOC107987000",23675,2,5,"lncRNA",1762,3338,"1","0"
"SPATA31A6",6234,2,6,"protein_coding",139.5,568,"1","0"
"FAM74A7",7156,1,2,"lncRNA",947,5263,"1","0"
"LOC112268036",9048,1,2,"lncRNA",411,8227,"1","0"
"FAM88E",1490,1,2,"lncRNA",261,969,"1","0"
"LOC101927827",6731,1,3,"lncRNA",238,1754.5,"1","0"
"LOC124906846",1030,2,3,"lncRNA",177.5,634.5,"1","0"
"XLOC_007697",1208,1,2,"lncRNA",125,959,"1","0"
"LOC102724818",6462,2,4,"lncRNA",58.5,2305,"1","0"
"LOC112268044",24125,1,8,"protein_coding",135.5,1911,"1","0"
"LOC124906824",7696,3,8,"lncRNA",269,566.5,"1","0"
"LOC105376067",1781,1,2,"lncRNA",290,1202,"1","0"
"LOC102724904",13714,1,4,"transcribed_pseudogene",396.5,2341,"1","0"
"FRG1JP",27586,1,9,"transcribed_pseudogene",111,1229.5,"1","0"
"LINC00537",6088,1,4,"lncRNA",814,4461,"1","0"
"LOC124902167",15226,1,2,"lncRNA",550,14127,"1","0"
"LOC124906823",101832,4,8,"lncRNA",183,6357,"1","0"
"LOC105379444",1197,1,2,"lncRNA",330,538,"1","0"
"LOC107987069",2639,1,2,"lncRNA",928,784,"1","0"
"LOC105379446",9587,1,3,"lncRNA",80,4655,"1","0"
"LOC124902170",42777,1,3,"lncRNA",140,20432.5,"1","0"
"LOC105379447",4693,1,2,"lncRNA",196,4302,"1","0"
"LOC124906798",26274,1,3,"lncRNA",37,13084.5,"1","0"
"LOC124906850",79347,1,4,"lncRNA",455.5,1417,"1","0"
"LOC124906851",25386,1,5,"lncRNA",87,2304,"1","0"
"FLJ43315",44663,1,7,"transcribed_pseudogene",136,4347.5,"1","0"
"LOC124906852",26867,1,7,"protein_coding",66,1434.5,"1","0"
"LOC124906855",3817,3,6,"lncRNA",311,1432,"1","0"
"LOC124906856",9152,2,4,"lncRNA",157,3285,"1","0"
"LOC124906859",2798,2,4,"lncRNA",446,1401.5,"1","0"
"LOC124906857",67430,5,12,"protein_coding",163,5258.5,"5","0"
"LOC124906858",82976,18,33,"lncRNA",168,2623,"1","0"
"LOC107984006",57813,4,8,"lncRNA",171,1138,"1","0"
"LOC128966582",12822,3,6,"lncRNA",100,2117,"1","0"
"LOC100996643",45504,4,8,"transcribed_pseudogene",175,2341,"1","0"
"AQP7P1",19287,1,4,"transcribed_pseudogene",219.5,6212,"1","0"
"LOC124906861",3011,1,4,"lncRNA",76,659,"1","0"
"LOC124906862",23987,1,2,"lncRNA",4875,14238,"1","0"
"LOC124906863",2844,1,2,"lncRNA",1229,387,"1","0"
"LOC105379263",43475,3,7,"lncRNA",183,6353,"1","0"
"LOC124906865",19078,1,3,"lncRNA",4470,1681,"1","0"
"FAM88C",2389,1,2,"lncRNA",1137.5,115,"1","0"
"FGF7P6",59300,1,4,"transcribed_pseudogene",333,9965,"1","0"
"LOC124906866",6045,1,3,"lncRNA",737,1753,"1","0"
"FAM88F",10252,1,2,"lncRNA",279.5,9710,"1","0"
"ZNF658",31402,4,11,"protein_coding",127,4659,"1","0"
"FAM74A3",7140,1,2,"lncRNA",943,5255,"1","0"
"SPATA31A3",6241,2,5,"protein_coding",139.5,568,"1","0"
"LOC105379450",2097,1,3,"lncRNA",82,866.5,"1","0"
"CNTNAP3P2",237938,1,24,"transcribed_pseudogene",171,5297,"1","0"
"LOC101927602",49203,2,5,"lncRNA",184,498,"1","0"
"LOC124906867",66830,3,8,"lncRNA",3721,2541.5,"1","0"
"LOC105379453",4678,1,2,"lncRNA",187,4305,"1","0"
"LOC102723709",2056,1,3,"lncRNA",165,808.5,"1","0"
"FAM27E3",1681,1,2,"lncRNA",753.5,175,"1","0"
"FAM27B",1264,1,2,"lncRNA",351.5,562,"1","0"
"LOC124906868",2727,1,2,"lncRNA",914,900,"1","0"
"LOC101928608",21085,2,11,"lncRNA",152,1670,"1","0"
"ANKRD20A4-ANKRD20A20P",106491,1,25,"lncRNA",130,2637,"1","0"
"LOC105379252",5647,1,5,"lncRNA",269,421,"1","0"
"LOC124906872",10234,1,2,"lncRNA",530,9175,"1","0"
"AQP7P3",34981,1,4,"transcribed_pseudogene",119.5,9604,"1","0"
"LOC112267859",17296,1,7,"lncRNA",127,427,"1","0"
"LOC101928195",32906,1,5,"transcribed_pseudogene",153,1607.5,"1","0"
"LOC124906870",52502,2,7,"lncRNA",200.5,1729,"1","0"
"LOC101928381",10872,1,5,"lncRNA",151,1127.5,"1","0"
"ZNG1E",58102,2,20,"protein_coding",150.5,1941,"1","0"
"LOC124906869",37719,5,9,"protein_coding",1721,1874.5,"1","0"
"LOC124906871",3115,1,2,"lncRNA",1177.5,761,"1","0"
"LOC124906875",8562,3,7,"protein_coding",378,436,"1","0"
"FAM88B",2401,1,2,"lncRNA",1129.5,143,"1","0"
"LERFS",39406,2,8,"lncRNA",180,1317,"4","0"
"PTGER4P2-CDK2AP2P2",8765,2,5,"transcribed_pseudogene",378,3001,"1","0"
"LOC124906887",4995,1,3,"lncRNA",699,1477,"1","0"
"LOC124906886",32849,1,3,"lncRNA",83,15615.5,"1","0"
"LOC101929800",25026,9,21,"lncRNA",224,1208,"1","0"
"LOC102723624",9152,3,5,"lncRNA",193,1108,"1","0"
"PGM5-AS1",2711,1,4,"lncRNA",293,2126,"1","0"
"PGM5",174435,3,14,"protein_coding",155,10121,"1","0"
"LOC105376070",3720,1,2,"lncRNA",1402.5,916,"1","0"
"TMEM252",4303,1,2,"protein_coding",630.5,3043,"1","0"
"TMEM252-DT",103293,1,6,"lncRNA",748,50329.5,"1","0"
"LINC01506",3062,1,4,"lncRNA",91.5,722,"1","0"
"LOC105376071",9961,1,3,"lncRNA",235,3759,"1","0"
"PIP5K1B",303958,5,22,"protein_coding",138,12161,"1","0"
"LOC101927069",22756,1,3,"lncRNA",186,10268,"1","0"
"FXN",43108,1,6,"protein_coding",121,9008.5,"1","0"
"TJP2",128455,13,42,"protein_coding",125,1450,"4","0"
"BANCR",10377,1,4,"lncRNA",165,1070,"1","0"
"ENTREP1",67836,7,20,"protein_coding",129,2212,"1","0"
"PTAR1",50481,2,12,"protein_coding",159,6090.5,"1","0"
"LOC105376076",38979,3,6,"lncRNA",108,6820,"1","0"
"CFAP95-DT",1334,1,2,"lncRNA",476.5,382,"1","0"
"CFAP95",85449,4,12,"protein_coding",119,19066,"1","0"
"MAMDC2",183444,3,17,"protein_coding",146.5,5098,"1","0"
"MAMDC2-AS1",22768,1,4,"lncRNA",182.5,4635,"1","0"
"SMC5-DT",42856,1,4,"lncRNA",269.5,12834,"1","0"
"SMC5",95843,3,28,"protein_coding",133,2104,"4","0"
"KLF9",30054,1,2,"protein_coding",2600.5,24854,"1","0"
"LOC124900273",19750,1,2,"lncRNA",7916.5,3918,"1","0"
"KLF9-DT",138575,4,8,"lncRNA",81,31776,"1","0"
"LOC105376079",4150,1,3,"lncRNA",76,1960,"1","0"
"TRPM3",901570,6,32,"protein_coding",170,7166,"1","0"
"LOC107984011",4822,1,2,"lncRNA",1247.5,2328,"1","0"
"LOC105376078",74572,2,8,"lncRNA",186,11702,"1","0"
"LOC107987078",6403,1,4,"lncRNA",118,2242,"1","0"
"LOC107987079",47661,1,4,"lncRNA",405.5,1753,"1","0"
"CEMIP2",86445,3,27,"protein_coding",170,3222,"1","0"
"ABHD17B",48740,6,11,"protein_coding",515,4351,"1","0"
"C9orf85",74726,5,13,"protein_coding",131,24392,"1","0"
"LOC101927108",60298,6,15,"lncRNA",174,3620,"1","0"
"C9orf57",9237,1,5,"protein_coding",120,3638,"1","0"
"LINC01504",37788,2,6,"lncRNA",190,9364,"1","0"
"ZFAND5",13808,4,12,"protein_coding",126,828,"1","0"
"LOC105376080",9261,1,3,"lncRNA",317,2773,"1","0"
"TMC1",316708,2,26,"protein_coding",126,5803,"1","0"
"LOC101927234",5713,1,3,"lncRNA",443,1821.5,"1","0"
"LOC101927191",19893,1,5,"lncRNA",136,4751.5,"1","0"
"LOC124902181",7392,1,2,"lncRNA",3406.5,580,"1","0"
"LINC01474",2381,1,6,"lncRNA",126,795,"1","0"
"ALDH1A1",52368,1,13,"protein_coding",129,2876.5,"1","0"
"LOC105376081",23696,3,7,"lncRNA",113,1532,"1","0"
"ANXA1",18528,3,15,"protein_coding",94,891.5,"1","0"
"LOC105376082",18735,2,7,"lncRNA",133,2094.5,"1","0"
"LOC101927281",107110,2,11,"lncRNA",133,1468,"1","0"
"LOC105376084",53002,4,12,"lncRNA",127.5,5927.5,"1","0"
"LOC105376083",19276,1,7,"lncRNA",60,2376,"1","0"
"LOC105376085",8321,1,3,"lncRNA",266,2630.5,"1","0"
"LOC105376086",14925,2,4,"lncRNA",128,7310.5,"1","0"
"LOC101927329",154230,2,6,"lncRNA",187.5,15408,"1","0"
"LOC105376087",27949,1,4,"lncRNA",90.5,11584,"1","0"
"LOC101927358",11999,1,3,"lncRNA",224,5676,"1","0"
"RORB-AS1",25107,1,5,"lncRNA",153,4774,"1","0"
"RORB",195835,2,11,"protein_coding",122,4262,"1","0"
"LOC105376088",1968,1,3,"lncRNA",92,805.5,"1","0"
"TRPM6",165473,3,41,"protein_coding",125,3228,"1","0"
"C9orf40",6330,1,2,"protein_coding",1175.5,3980,"1","0"
"CARNMT1-AS1",48089,1,5,"lncRNA",121,9765,"1","0"
"CARNMT1",47660,5,13,"protein_coding",164,2037,"1","0"
"NMRK1",27568,3,17,"protein_coding",99,4857,"1","0"
"LOC105376090",13962,1,2,"lncRNA",407.5,13148,"1","0"
"LOC105376091",26657,1,3,"lncRNA",65,13127,"1","0"
"PCSK5",471078,6,43,"protein_coding",133.5,4587.5,"1","0"
"RFK",8899,1,4,"protein_coding",244.5,1519,"1","0"
"GCNT1",113539,7,14,"protein_coding",539.5,1170,"1","0"
"LOC105376093",7807,1,3,"lncRNA",235,2294,"1","0"
"LOC105376095",84738,5,22,"lncRNA",234,4983,"1","0"
"PRUNE2",294779,4,29,"protein_coding",132,5063,"1","0"
"PCA3",23155,1,5,"lncRNA",174,872,"1","0"
"LOC105376096",20228,1,4,"lncRNA",104.5,2265,"1","0"
"VPS13A-AS1",1161,1,2,"lncRNA",221,720,"1","0"
"VPS13A",244004,3,74,"protein_coding",128,1182,"4","0"
"GNA14",225654,1,7,"protein_coding",155,3054,"1","0"
"GNA14-AS1",79563,1,5,"lncRNA",102,8732.5,"1","0"
"GNAQ",315880,3,9,"protein_coding",155,41867.5,"1","0"
"LOC107987081",23776,1,2,"lncRNA",11825.5,126,"1","0"
"LOC107987031",3703,1,3,"lncRNA",84,1536,"1","0"
"CEP78",43629,3,20,"protein_coding",129,1331,"1","0"
"PSAT1",33042,1,9,"protein_coding",146,2314.5,"1","0"
"LOC107987083",122366,2,5,"lncRNA",701,27843,"1","0"
"LOC105376097",20972,3,6,"lncRNA",176,8056,"1","0"
"LOC101927450",10244,1,5,"lncRNA",188,1805,"4","0"
"LOC124906888",14975,1,3,"lncRNA",77,7362.5,"1","0"
"LOC124906889",32299,1,3,"lncRNA",1033,13413,"1","0"
"LOC124902328",25698,1,3,"lncRNA",83,12723.5,"1","0"
"TLE4",154888,5,32,"protein_coding",130,1207,"1","0"
"LOC124902329",11010,1,2,"lncRNA",4740,1531,"1","0"
"LINC01507",209985,2,6,"lncRNA",193,8813,"1","0"
"LOC105376101",25661,3,8,"lncRNA",438,7603,"1","0"
"LOC105376100",4087,2,3,"lncRNA",1681,724,"1","0"
"LOC105376099",2637,1,3,"lncRNA",152,1012.5,"1","0"
"LOC105376103",96130,1,3,"lncRNA",292,45301,"1","0"
"LOC105376105",1176,1,3,"lncRNA",122,369.5,"1","0"
"LOC107987085",11956,1,3,"lncRNA",120,5807.5,"1","0"
"LOC107987084",7615,1,3,"lncRNA",130,3624.5,"1","0"
"LOC105376106",2533,2,4,"lncRNA",238,1860.5,"1","0"
"TLE1-DT",84653,1,4,"lncRNA",187,26123,"1","0"
"LOC105376108",89530,6,17,"lncRNA",286,6252,"1","0"
"SPATA31D5P",6490,1,4,"transcribed_pseudogene",141,601,"1","0"
"SPATA31D4",6590,1,4,"protein_coding",166.5,598,"1","0"
"SPATA31D3",6595,1,4,"protein_coding",166.5,598,"1","0"
"LOC105376107",378119,3,7,"lncRNA",72,68159,"1","0"
"SPATA31D1",7847,2,5,"protein_coding",151.5,593,"1","0"
"LOC112268046",9471,1,3,"lncRNA",106,4102.5,"1","0"
"LOC107987087",288149,1,3,"lncRNA",144,143793,"1","0"
"LOC105376110",74152,2,6,"lncRNA",232,11271.5,"1","0"
"LOC124902188",44800,1,3,"lncRNA",142,19933,"1","0"
"FRMD3",342737,13,26,"protein_coding",89,8021,"1","0"
"LOC124902190",17011,4,13,"lncRNA",2120,2597,"1","0"
"IDNK",21110,4,12,"protein_coding",83,5644,"1","0"
"UBQLN1",47977,2,12,"protein_coding",164,2910,"1","0"
"UBQLN1-AS1",5659,2,3,"lncRNA",738.5,4112.5,"1","0"
"GKAP1",78342,3,16,"protein_coding",113,4882,"1","0"
"LOC101927552",19967,2,17,"lncRNA",132,1324,"1","0"
"KIF27",87967,15,42,"protein_coding",199,4592,"1","0"
"LOC124900638",11295,2,4,"lncRNA",220,5368,"1","0"
"QNG1",18675,3,7,"protein_coding",260,5050,"1","0"
"HNRNPK",12532,3,20,"protein_coding",83.5,408,"1","0"
"RMI1",23721,3,7,"protein_coding",185,7324,"1","0"
"LOC101927575",31201,1,9,"lncRNA",182,2912,"1","0"
"SLC28A3",93261,6,27,"protein_coding",121,1953.5,"1","0"
"SLC28A3-AS1",11959,1,2,"lncRNA",213.5,11533,"1","0"
"LOC102724036",247193,3,27,"lncRNA",131,4327,"1","0"
"NTRK2",358969,14,36,"protein_coding",133,5431,"4","0"
"LOC124902193",4702,1,4,"lncRNA",85,2215,"1","0"
"LOC105376118",5230,1,3,"lncRNA",119,2446,"1","0"
"LOC107987088",57893,1,6,"lncRNA",82,4334,"1","0"
"LOC105376119",19481,1,4,"lncRNA",229,2398,"1","0"
"LOC105376121",43867,1,3,"lncRNA",221,20692,"1","0"
"LOC101927603",1937,1,2,"lncRNA",684.5,569,"1","0"
"AGTPBP1",258950,15,48,"protein_coding",132,3444,"1","0"
"LOC389765",36856,1,9,"transcribed_pseudogene",186,4237,"1","0"
"NAA35",84330,6,29,"protein_coding",107,1797,"1","0"
"GOLM1",75110,2,11,"protein_coding",149,5387,"4","0"
"LOC101927623",29551,1,5,"lncRNA",155,6629.5,"1","0"
"C9orf153",39389,2,6,"protein_coding",108,6117,"1","0"
"ISCA1",17995,1,4,"protein_coding",133.5,5816,"1","0"
"TUT7",66782,10,41,"protein_coding",116,1328.5,"1","0"
"LOC102724080",39175,2,6,"lncRNA",407,11669.5,"1","0"
"LOC105376123",9032,1,6,"lncRNA",161,1623,"1","0"
"LINC02834",39052,2,5,"lncRNA",271,3454,"1","0"
"LOC124902195",7013,1,2,"lncRNA",1874,3266,"1","0"
"GAS1RR",55777,1,8,"lncRNA",162,2433,"1","0"
"LINC02893",33713,1,2,"lncRNA",1008.5,31697,"1","0"
"LINC02872",11069,1,2,"lncRNA",1703.5,7663,"1","0"
"LOC105376126",103025,3,19,"lncRNA",174,2868,"1","0"
"LOC105376127",1970,2,3,"lncRNA",231,860.5,"1","0"
"DAPK1",211545,8,34,"protein_coding",130,1377,"1","0"
"DAPK1-IT1",981,1,2,"lncRNA",339,304,"1","0"
"CTSL",5354,1,15,"protein_coding",147,403,"1","0"
"LOC124902198",7207,2,3,"lncRNA",396.5,5651.5,"1","0"
"CTSL3P",13950,1,5,"transcribed_pseudogene",138,2861.5,"1","0"
"LOC112267903",9127,2,7,"lncRNA",393,1373,"1","0"
"CTSLP8",2691,1,3,"transcribed_pseudogene",202,1061.5,"1","0"
"LOC107987091",2197,1,2,"lncRNA",323,1552,"1","0"
"LOC497256",72057,1,4,"lncRNA",78.5,4855,"1","0"
"SPATA31E1",6026,1,4,"protein_coding",192.5,544,"1","0"
"CDK20",8096,2,13,"protein_coding",159,1426,"1","0"
"LOC124902200",1729,1,3,"lncRNA",199,574,"1","0"
"LOC105376131",20613,2,5,"lncRNA",118.5,9602,"1","0"
"LINC03026",11465,1,1,"lncRNA",262.5,10941,"1","0"
"LOC124902202",7123,1,3,"lncRNA",213,3293,"1","0"
"LOC124902203",66076,4,12,"lncRNA",92,1901,"1","0"
"SPATA31C2",9170,2,5,"protein_coding",147,567,"1","0"
"LOC124902204",4371,2,4,"lncRNA",1687.5,995.5,"1","0"
"SPIN1",90248,1,6,"protein_coding",222,13506,"1","0"
"LOC105376134",6568,1,2,"lncRNA",660,5249,"1","0"
"NXNL2",49336,4,7,"protein_coding",559,19615,"1","0"
"LINC02843",24976,1,4,"lncRNA",207,4301,"1","0"
"LOC105376135",8807,1,3,"lncRNA",218,4100,"1","0"
"LOC124902205",75102,1,4,"lncRNA",150,25345,"1","0"
"S1PR3",14293,3,6,"protein_coding",350.5,285,"1","0"
"SHC3",173338,1,12,"protein_coding",123.5,5040,"1","0"
"LOC105376136",43207,2,5,"lncRNA",187.5,11075,"1","0"
"CKS2",5504,1,3,"protein_coding",157,2444.5,"1","0"
"SECISBP2",48620,11,40,"protein_coding",154.5,1464,"1","0"
