"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"ZNF883",24063,1,5,"protein_coding"
"ZFP37",37242,2,8,"protein_coding"
"FAM225B",6939,1,3,"lncRNA"
"FAM225A",6910,1,3,"lncRNA"
"SLC31A2",13133,1,4,"protein_coding"
"FKBP15",60261,2,30,"protein_coding"
"SLC31A1",42962,1,5,"protein_coding"
"CDC26",8594,3,7,"protein_coding"
"PRPF4",17208,1,17,"protein_coding"
"RNF183",6283,4,20,"protein_coding"
"WDR31",27083,2,15,"protein_coding"
"BSPRY",21676,1,8,"protein_coding"
"HDHD3",3570,3,7,"protein_coding"
"ALAD",14985,4,18,"protein_coding"
"POLE3",3513,3,8,"protein_coding"
"C9orf43",18944,4,21,"protein_coding"
"RGS3",152792,9,37,"protein_coding"
"LOC105376222",14030,3,9,"lncRNA"
"LOC105376223",34952,1,3,"lncRNA"
"LOC100288542",698,NA,NA,"pseudogene"
"LOC100418705",1615,NA,NA,"pseudogene"
"LOC100132609",799,NA,NA,"pseudogene"
"ZNF618",180365,1,18,"protein_coding"
"AMBP",18162,1,10,"protein_coding"
"LOC107987120",1129,1,3,"lncRNA"
"KIF12",7654,5,28,"protein_coding"
"LOC105376225",9690,1,5,"lncRNA"
"COL27A1",158936,10,76,"protein_coding"
"MIR455",95,3,3,"miRNA"
"LOC124902252",6848,1,3,"lncRNA"
"LOC105376224",15899,2,6,"lncRNA"
"ORM1",3381,1,6,"protein_coding"
"AKNA",66699,13,37,"protein_coding"
"LOC124902253",4020,1,3,"lncRNA"
"WHRN",103365,15,37,"protein_coding"
"LOC100131877",508,NA,NA,"pseudogene"
"LOC105376229",7780,1,3,"lncRNA"
"LOC124902352",102,1,1,"snoRNA"
"ATP6V1G1",11110,1,3,"protein_coding"
"TMEM268",42513,7,19,"protein_coding"
"TEX53",1501,1,2,"protein_coding"
"LOC107987121",2216,1,2,"lncRNA"
"TEX48",15762,1,9,"protein_coding"
"LOC105376231",3560,1,4,"lncRNA"
"TNFSF15",21401,2,6,"protein_coding"
"LOC645266",3298,NA,NA,"pseudogene"
"TNFSF8",37290,2,8,"protein_coding"
"TNC",98303,5,37,"protein_coding"
"LOC101928748",18864,1,6,"lncRNA"
"DELEC1",261596,1,8,"lncRNA"
"LOC105376233",13388,1,3,"lncRNA"
"LOC105376232",14240,3,6,"lncRNA"
"LOC105376235",8435,1,5,"lncRNA"
"LOC124902356",134,NA,NA,"pseudogene"
"LOC101928775",4569,1,3,"lncRNA"
"LOC105376234",83439,2,5,"lncRNA"
"LINC00474",37037,1,3,"lncRNA"
"LOC105376236",28595,1,5,"lncRNA"
"PAPPA",248484,2,24,"protein_coding"
"PAPPA-AS2",77814,1,6,"lncRNA"
"PAPPA-AS1",2450,1,1,"lncRNA"
"ASTN2",992783,4,32,"protein_coding"
"ASTN2-AS1",58017,1,12,"lncRNA"
"LOC107987014",2304,1,3,"lncRNA"
"LOC105376240",46427,1,3,"lncRNA"
"TRIM32",13998,2,5,"protein_coding"
"LOC105376239",5573,3,8,"lncRNA"
"LOC105376238",3067,1,2,"lncRNA"
"RPL10P3",376,NA,NA,"pseudogene"
"SNORA70C",135,1,1,"snoRNA"
"RN7SKP128",302,NA,NA,"pseudogene"
"LOC105376237",14573,1,3,"lncRNA"
"RN7SKP125",301,NA,NA,"pseudogene"
"LOC105376242",34796,1,13,"lncRNA"
"LOC124902330",2321,1,3,"lncRNA"
"LOC101928797",8420,1,6,"lncRNA"
"RPL35AP22",327,NA,NA,"pseudogene"
"TLR4",20335,1,4,"protein_coding"
"RNU6-1082P",106,NA,NA,"pseudogene"
"LOC105376244",108880,2,12,"lncRNA"
"LOC105376243",8865,1,2,"lncRNA"
"LOC105376246",26694,1,3,"lncRNA"
"LOC105376247",109969,1,4,"lncRNA"
"TPT1P9",803,NA,NA,"pseudogene"
"LOC105376248",6456,1,3,"lncRNA"
"LOC105376249",4216,1,3,"lncRNA"
"LINC02578",65642,1,4,"lncRNA"
"LOC102724929",45047,3,10,"lncRNA"
"LOC107987035",412,NA,NA,"pseudogene"
"LOC101928849",131589,1,8,"lncRNA"
"BRINP1",202818,1,8,"protein_coding"
"LOC105376250",1e+05,2,5,"lncRNA"
"LOC107987122",101864,1,3,"lncRNA"
"LINC01613",2772,1,1,"lncRNA"
"LOC107987123",655,1,2,"lncRNA"
"LOC124902260",212843,1,6,"lncRNA"
"MIR147A",71,2,2,"miRNA"
"CDK5RAP2",191304,3,45,"protein_coding"
"MEGF9",115488,1,6,"protein_coding"
"AHCYP2",1389,NA,NA,"pseudogene"
"FBXW2",36452,3,14,"protein_coding"
"B3GALT9",8321,1,3,"protein_coding"
"PSMD5",26871,1,10,"protein_coding"
"CUTALP",11282,2,6,"transcribed_pseudogene"
"PHF19",39243,10,28,"protein_coding"
"TRAF1",27222,4,13,"protein_coding"
"C5-OT1",10600,1,2,"lncRNA"
"C5",122498,3,43,"protein_coding"
"LOC124902261",6147,1,3,"lncRNA"
"CNTRL",102575,9,56,"protein_coding"
"LOC124902357",162,NA,NA,"pseudogene"
"RAB14",23736,1,8,"protein_coding"
"GSN",131342,10,48,"protein_coding"
"RN7SL181P",263,NA,NA,"pseudogene"
"LOC645482",1405,NA,NA,"pseudogene"
"GSN-AS1",4757,1,1,"lncRNA"
"STOM",31262,1,12,"protein_coding"
"LOC102723324",31185,6,10,"lncRNA"
"GGTA1",54870,3,12,"protein_coding"
"RN7SL187P",302,NA,NA,"pseudogene"
"HMGB1P37",739,NA,NA,"pseudogene"
"DAB2IP",218430,3,21,"protein_coding"
"LOC105376257",10278,1,3,"lncRNA"
"TTLL11",279122,13,23,"protein_coding"
"LOC124902262",7891,1,3,"lncRNA"
"MIR4478",85,2,2,"miRNA"
"NDUFA8",27315,2,5,"protein_coding"
"MORN5",40193,1,5,"protein_coding"
"LHX6",26382,7,17,"protein_coding"
"RBM18",27235,1,8,"protein_coding"
"MRRF",66445,4,16,"protein_coding"
"PTGS1",25161,3,16,"protein_coding"
"LOC124902264",2325,1,2,"lncRNA"
"OR1J2",132853,8,16,"protein_coding"
"OR1J1",968,1,1,"protein_coding"
"OR1J4",941,1,1,"protein_coding"
"OR1N1",935,1,1,"protein_coding"
"OR1N2",1102,1,1,"protein_coding"
"OR1L8",16250,1,5,"protein_coding"
"OR1H1P",933,NA,NA,"pseudogene"
"LOC124902265",29987,1,3,"lncRNA"
"OR1Q1",944,1,1,"protein_coding"
"OR1B1",29497,2,3,"misc_RNA"
"OR1L1",932,1,1,"protein_coding"
"OR1L3",974,1,1,"protein_coding"
"TLK1P1",2891,NA,NA,"pseudogene"
"OR1L4",935,1,1,"protein_coding"
"OR1L6",8481,1,2,"protein_coding"
"SKA2P1",806,NA,NA,"pseudogene"
"OR5C1",962,1,1,"protein_coding"
"OR1K1",950,1,1,"protein_coding"
"PDCL",10491,1,4,"protein_coding"
"KRT18P67",1379,NA,NA,"pseudogene"
"RC3H2",60676,3,24,"protein_coding"
"SNORD90",106,1,1,"snoRNA"
"ZBTB6",5265,1,2,"protein_coding"
"ZBTB26",15952,2,4,"protein_coding"
"RABGAP1",173555,13,43,"protein_coding"
"LOC105379839",2501,1,2,"lncRNA"
"RNY1P15",106,NA,NA,"pseudogene"
"RPS25P8",480,NA,NA,"pseudogene"
"GPR21",9075,2,3,"protein_coding"
"LOC100422501",1044,NA,NA,"pseudogene"
"STRBP",164955,9,36,"protein_coding"
"MIR600HG",5989,1,1,"lncRNA"
"MIR600",97,2,2,"miRNA"
"LOC105376265",17200,1,4,"lncRNA"
"CRB2",26293,4,19,"protein_coding"
"DENND1A",550621,18,44,"protein_coding"
"MIR601",78,2,2,"miRNA"
"MIR7150",93,2,2,"miRNA"
"LOC105376266",15182,1,2,"lncRNA"
"LOC124902336",56,NA,NA,"pseudogene"
"PIGFP2",931,NA,NA,"pseudogene"
"LOC105376267",3475,1,3,"lncRNA"
"LHX2-AS1",3119,1,2,"lncRNA"
"LHX2",21533,2,7,"protein_coding"
"LOC107987037",48694,1,3,"lncRNA"
"NEK6",95646,11,24,"protein_coding"
"LOC613206",1958,1,2,"lncRNA"
"PSMB7",61984,1,8,"protein_coding"
"LOC100129034",5712,1,1,"lncRNA"
"LOC105376270",14949,3,11,"lncRNA"
"ADGRD2",28127,2,27,"protein_coding"
"NR5A1",26159,1,7,"protein_coding"
"NR6A1",254059,3,14,"protein_coding"
"LOC100419284",1118,NA,NA,"pseudogene"
"RN7SL302P",299,NA,NA,"pseudogene"
"MIR181A2HG",40193,1,2,"lncRNA"
"MIR181A2",109,3,3,"miRNA"
"MIR181B2",88,3,3,"miRNA"
"LOC107987126",2501,1,2,"lncRNA"
"OLFML2A",37754,2,9,"protein_coding"
"WDR38",4417,1,12,"protein_coding"
"RPL35",4072,1,4,"protein_coding"
"ARPC5L",15608,2,8,"protein_coding"
"GOLGA1",74415,9,32,"protein_coding"
"RNU4-82P",139,NA,NA,"pseudogene"
"SCAI",200901,3,23,"protein_coding"
"FXNP2",612,NA,NA,"pseudogene"
"LOC124902355",206,NA,NA,"pseudogene"
"PPP6C",43225,3,12,"protein_coding"
"PRPS1P2",1256,NA,NA,"pseudogene"
"NDUFB3P2",336,NA,NA,"pseudogene"
"RPSAP76",1358,NA,NA,"pseudogene"
"LOC105376271",864,1,2,"lncRNA"
"RABEPK",33600,5,14,"protein_coding"
"HSPA5",6491,1,8,"protein_coding"
"GAPVD1",106264,3,38,"protein_coding"
"RPS10P17",597,NA,NA,"pseudogene"
"RNU6-1020P",106,NA,NA,"pseudogene"
"LOC101929014",4123,1,5,"lncRNA"
"LOC112268055",15515,1,3,"lncRNA"
"RNU5B-5P",87,NA,NA,"pseudogene"
"MAPKAP1",270563,2,13,"protein_coding"
"RN7SL30P",305,NA,NA,"pseudogene"
"LOC124902270",8984,1,2,"lncRNA"
"LOC105376272",13867,2,5,"lncRNA"
"HNRNPA1P15",1232,NA,NA,"pseudogene"
"LOC124902358",143,NA,NA,"pseudogene"
"PBX3-DT",2175,1,2,"lncRNA"
"PBX3",225432,5,13,"protein_coding"
"LOC124902271",16244,1,2,"lncRNA"
"LOC105376273",998,1,3,"lncRNA"
"LOC105376274",22941,1,3,"lncRNA"
"LOC105376275",9763,1,3,"lncRNA"
"LOC101929116",5790,1,3,"lncRNA"
"MVB12B",179894,8,18,"protein_coding"
"NRON",2723,1,1,"lncRNA"
"LOC124902337",77,NA,NA,"pseudogene"
"LOC124906812",3994,1,3,"lncRNA"
"LOC105376276",2370,1,2,"lncRNA"
"LMX1B-DT",5667,1,4,"lncRNA"
"LMX1B",87099,1,10,"protein_coding"
"LOC107987129",8058,2,4,"lncRNA"
"ZBTB43",34496,5,10,"protein_coding"
"ZBTB34",25934,3,5,"protein_coding"
"RALGPS1",308378,14,34,"protein_coding"
"LOC105376279",4221,1,2,"lncRNA"
"ANGPTL2",35286,2,6,"protein_coding"
"LOC105376278",13894,7,19,"lncRNA"
"LOC124902273",1204,1,3,"lncRNA"
"GARNL3",169134,14,44,"protein_coding"
"LOC124902274",2696,1,2,"lncRNA"
"LOC100419923",1034,NA,NA,"pseudogene"
"LOC124902275",915,1,2,"lncRNA"
"SLC2A8",11731,8,21,"protein_coding"
"ZNF79",20997,1,8,"protein_coding"
"RPL12",3733,1,7,"protein_coding"
"SNORA65",135,1,1,"snoRNA"
"LRSAM1",52027,5,34,"protein_coding"
"NIBAN2",73717,2,15,"protein_coding"
"LOC105376281",7092,1,2,"lncRNA"
"LOC124902276",3680,1,3,"lncRNA"
"LOC124902277",5105,1,2,"lncRNA"
"STXBP1",84113,3,27,"protein_coding"
"MIR3911",108,2,2,"miRNA"
"PTRH1",21529,4,10,"protein_coding"
"CFAP157",9014,4,15,"protein_coding"
"TTC16",16000,10,26,"protein_coding"
"TOR2A",3770,2,8,"protein_coding"
"SH2D3C",40357,6,18,"protein_coding"
"LOC107987132",8647,6,9,"lncRNA"
"MIR3960",90,2,2,"miRNA"
"MIR2861",89,2,2,"miRNA"
"CDK9",4758,1,7,"protein_coding"
"FPGS",14872,5,22,"protein_coding"
"ENG",39637,3,18,"protein_coding"
"LOC102723566",6453,1,6,"lncRNA"
"LOC105379841",1517,1,3,"lncRNA"
"RNA5SP296",110,NA,NA,"pseudogene"
"LOC124902279",747,1,3,"lncRNA"
"AK1",13126,3,10,"protein_coding"
"ST6GALNAC4-ST6GALNAC6-AK1",50915,5,18,"lncRNA"
"MIR4672",80,2,2,"miRNA"
"ST6GALNAC6",21280,4,4,"protein_coding"
"ST6GALNAC4",9158,1,2,"protein_coding"
"PIP5KL1",9901,3,15,"protein_coding"
"DPM2",2755,2,6,"protein_coding"
"LOC124902280",3041,1,3,"lncRNA"
"EEIG1",40399,2,12,"protein_coding"
"NAIF1",6093,2,4,"protein_coding"
"SLC25A25",41002,3,14,"protein_coding"
"SLC25A25-AS1",7557,1,5,"lncRNA"
"PTGES2",7761,5,15,"protein_coding"
"PTGES2-AS1",2105,1,1,"lncRNA"
"LCN2",4000,1,8,"protein_coding"
"BBLN",3668,1,2,"protein_coding"
"CIZ1",38157,3,23,"protein_coding"
"DNM1",51899,1,25,"protein_coding"
"MIR199B",109,3,3,"miRNA"
"MIR3154",83,2,2,"miRNA"
"GOLGA2",20178,1,30,"protein_coding"
"SWI5",13634,2,7,"protein_coding"
"TRUB2",17288,2,10,"protein_coding"
"LOC105376286",3371,1,3,"lncRNA"
"COQ4",11233,4,10,"protein_coding"
"TRR-TCT3-1",90,1,2,"tRNA"
"SLC27A4",20960,2,15,"protein_coding"
"TMSB4XP4",603,NA,NA,"pseudogene"
"URM1",20698,3,10,"protein_coding"
"MIR219A2",96,3,3,"miRNA"
"MIR219B",87,3,3,"miRNA"
"CERCAM",31356,6,22,"protein_coding"
"LOC100129352",2157,NA,NA,"pseudogene"
"ODF2",45918,9,34,"protein_coding"
"ODF2-AS1",4103,1,2,"lncRNA"
"GLE1",37587,7,25,"protein_coding"
"LOC101929270",15664,2,4,"lncRNA"
"RNU7-171P",56,NA,NA,"pseudogene"
"SPTAN1",81103,1,61,"protein_coding"
"DYNC2I2",48698,3,13,"protein_coding"
"HMGA1P4",443,NA,NA,"pseudogene"
"SET",12972,6,14,"protein_coding"
"PKN3",18418,4,27,"protein_coding"
"RN7SL560P",263,NA,NA,"pseudogene"
"ZDHHC12",3254,1,9,"protein_coding"
"ZDHHC12-DT",8778,1,2,"lncRNA"
"ZER1",42716,2,20,"protein_coding"
"LOC124902340",103,1,1,"snoRNA"
"TBC1D13",23191,1,13,"protein_coding"
"ENDOG",4176,1,4,"protein_coding"
"KYAT1-SPOUT1",62245,1,27,"protein_coding"
"SPOUT1",10145,1,1,"protein_coding"
"KYAT1",49551,4,11,"protein_coding"
"LRRC8A",35914,7,15,"protein_coding"
"LOC101929291",6836,2,8,"lncRNA"
"PHYHD1",19688,2,14,"protein_coding"
"DOLK",2073,1,1,"protein_coding"
"NUP188",59422,1,44,"protein_coding"
"LOC101929314",12943,4,9,"lncRNA"
"SH3GLB2",21318,4,20,"protein_coding"
"MIGA2",35451,7,30,"protein_coding"
"LOC124902334",112,NA,NA,"pseudogene"
"DOLPP1",9327,1,8,"protein_coding"
"CRAT",16413,3,25,"protein_coding"
"PTPA",37993,4,15,"protein_coding"
"IER5L",2713,1,1,"protein_coding"
"IER5L-AS1",3285,1,3,"lncRNA"
"LINC02975",3303,1,3,"lncRNA"
"LOC107987133",18386,1,3,"lncRNA"
"LINC02913",1587,1,2,"lncRNA"
"LINC01503",10556,1,5,"lncRNA"
"LOC107987038",3853,1,2,"lncRNA"
"RN7SL159P",291,NA,NA,"pseudogene"
"LOC105376291",10130,3,8,"lncRNA"
"LINC00963",25044,1,5,"lncRNA"
"LOC124900275",24389,2,5,"protein_coding"
"LOC105376292",9461,2,6,"lncRNA"
"NTMT1",27271,7,13,"protein_coding"
"C9orf50",9686,4,12,"protein_coding"
"ASB6",7554,1,6,"protein_coding"
"PRRX2",57032,2,5,"protein_coding"
"PRRX2-AS1",5813,1,2,"lncRNA"
"PTGES",14691,1,3,"protein_coding"
"UBE2V1P4",641,NA,NA,"pseudogene"
"TOR1B",8098,2,8,"protein_coding"
"TOR1A",11182,1,5,"protein_coding"
"C9orf78",7988,1,9,"protein_coding"
"USP20",46527,1,28,"protein_coding"
"MIR6855",66,3,3,"miRNA"
"FNBP1",156018,2,22,"protein_coding"
"GPR107",86237,4,25,"protein_coding"
"LOC124906813",3020,1,2,"lncRNA"
"GPRACR",3609,1,2,"lncRNA"
"NCS1",65052,2,9,"protein_coding"
"MIR12126",101,2,2,"miRNA"
"LOC124902285",8026,1,2,"lncRNA"
"HMCN2",168476,7,105,"protein_coding"
"RN7SL665P",296,NA,NA,"pseudogene"
"LOC107987134",13754,3,9,"lncRNA"
"ASS1",56563,2,17,"protein_coding"
"LOC124902349",99,1,1,"snoRNA"
"LOC100272217",2144,1,1,"lncRNA"
"FUBP3",58740,3,21,"protein_coding"
"LOC124902286",2246,1,2,"lncRNA"
"MIR6856",66,3,3,"miRNA"
"RPL19P15",693,NA,NA,"pseudogene"
"PRDM12",18381,1,5,"protein_coding"
"EXOSC2",11134,3,14,"protein_coding"
"ABL1",174549,2,12,"protein_coding"
"LOC128092248",98,1,1,"protein_coding"
"RPL37P17",281,NA,NA,"pseudogene"
"LOC124902288",34784,2,4,"lncRNA"
"LOC124902287",8410,2,5,"lncRNA"
"QRFP",4104,1,3,"protein_coding"
"FIBCD1",38465,3,11,"protein_coding"
"FIBCD1-AS1",5162,1,3,"lncRNA"
"LAMC3",85301,2,30,"protein_coding"
"LOC124900284",138,NA,NA,"pseudogene"
"LOC124902289",5238,1,3,"lncRNA"
"AIF1L",26584,2,10,"protein_coding"
"NUP214",109160,2,39,"protein_coding"
"RNU6-881P",101,NA,NA,"pseudogene"
"FAM78A",22970,5,14,"protein_coding"
"PLPP7",19532,3,4,"protein_coding"
"LOC105376299",34117,1,4,"lncRNA"
"LOC105376300",3445,1,4,"lncRNA"
"PRRC2B",129949,2,35,"protein_coding"
"SNORD62A",85,1,1,"snoRNA"
"SNORD62B",85,1,1,"snoRNA"
"LOC124902290",2124,NA,NA,"pseudogene"
"POMT1",20949,3,30,"protein_coding"
"LOC105376301",1346,1,2,"lncRNA"
"UCK1",7461,1,12,"protein_coding"
"PRRT1B",14309,4,8,"protein_coding"
"RAPGEF1",163241,15,45,"protein_coding"
"RN7SL328P",299,NA,NA,"pseudogene"
"LOC124906814",9233,1,2,"lncRNA"
"EIF4A1P3",365,NA,NA,"pseudogene"
"MED27",220498,3,11,"protein_coding"
"LOC105376302",1354,1,3,"lncRNA"
"NTNG2",83292,16,32,"protein_coding"
"SETX",95501,10,38,"protein_coding"
"LOC124902292",644,1,3,"lncRNA"
"TTF1",31272,4,14,"protein_coding"
"CFAP77",159870,4,10,"protein_coding"
"LOC105376304",5611,1,3,"lncRNA"
"BARHL1",7641,1,3,"protein_coding"
"DDX31",77007,14,32,"protein_coding"
"GTF3C4",24918,2,8,"protein_coding"
"AK8",154018,6,22,"protein_coding"
"LOC124902335",107,1,1,"snRNA"
"SPACA9",14001,5,10,"protein_coding"
"TSC1",54028,2,35,"protein_coding"
"GFI1B",52021,7,20,"protein_coding"
"MIR548AW",64,2,2,"miRNA"
"RPL39P24",309,NA,NA,"pseudogene"
"RNU7-21P",60,NA,NA,"pseudogene"
"LOC105376306",2270,1,2,"lncRNA"
"GTF3C5",27817,4,14,"protein_coding"
"MIR6877",63,3,3,"miRNA"
"LOC124902325",3251,1,2,"protein_coding"
"CELP",25076,1,5,"transcribed_pseudogene"
"CEL",9848,1,9,"protein_coding"
"LOC124902343",101,1,1,"snoRNA"
"RALGDS",51424,4,22,"protein_coding"
"GBGT1",10977,1,10,"protein_coding"
"OBP2B",17976,4,14,"protein_coding"
"LCN1P1",3741,NA,NA,"pseudogene"
"LOC124902294",5027,1,2,"lncRNA"
"ABO",25092,1,8,"protein_coding"
"SURF6",7412,1,8,"protein_coding"
"MED22",9832,2,6,"protein_coding"
"RPL21P81",548,NA,NA,"pseudogene"
"RPL7A",3208,1,8,"protein_coding"
"SNORD24",74,1,1,"snoRNA"
"SNORD36B",70,1,1,"snoRNA"
"SNORD36A",71,1,1,"snoRNA"
"SNORD36C",67,1,1,"snoRNA"
"SURF1",4743,2,11,"protein_coding"
"SURF2",4608,1,7,"protein_coding"
"SURF4",16491,6,19,"protein_coding"
"STKLD1",30202,1,20,"protein_coding"
"REXO4",12110,4,13,"protein_coding"
"ADAMTS13",45063,9,39,"protein_coding"
"CACFD1",10835,3,10,"protein_coding"
"SLC2A6",8005,5,14,"protein_coding"
"LOC102723855",9420,1,5,"lncRNA"
"MYMK",10375,1,5,"protein_coding"
"ADAMTSL2",43330,2,23,"protein_coding"
"FAM163B",34318,5,11,"protein_coding"
"LOC124902296",2901,1,2,"lncRNA"
"DBH",22982,1,12,"protein_coding"
"DBH-AS1",2821,1,2,"lncRNA"
"SARDH",79953,6,29,"protein_coding"
"VAV2",229458,3,33,"protein_coding"
"BRD3OS",6106,2,5,"protein_coding"
"BRD3",38259,6,19,"protein_coding"
"LOC100130548",4515,1,3,"lncRNA"
"ARF4P1",1046,NA,NA,"pseudogene"
"WDR5",24779,5,26,"protein_coding"
"RNU6ATAC",124,1,1,"snRNA"
"LOC124902298",28328,1,3,"lncRNA"
"LOC107987137",10293,1,3,"lncRNA"
"LOC101928384",1067,1,2,"lncRNA"
"LOC107987039",5139,1,3,"lncRNA"
"LINC02247",1466,1,2,"lncRNA"
"RXRA",115430,3,12,"protein_coding"
"MIR4669",60,2,2,"miRNA"
"LOC105376311",38231,4,11,"lncRNA"
"LOC100506532",59327,3,6,"lncRNA"
"COL5A1",206776,3,69,"protein_coding"
"COL5A1-AS1",3458,1,2,"lncRNA"
"LOC101448202",53915,1,2,"lncRNA"
"MIR3689A",77,3,3,"miRNA"
"MIR3689D1",73,2,2,"miRNA"
"MIR3689D2",79,2,2,"miRNA"
"MIR3689E",71,2,2,"miRNA"
"MIR3689F",65,2,2,"miRNA"
"FCN2",23360,3,10,"protein_coding"
"FCN1",14689,1,9,"protein_coding"
"LOC105376314",6359,3,7,"lncRNA"
"LOC105376313",4301,1,3,"lncRNA"
"OLFM1",47431,4,10,"protein_coding"
"LOC124906815",1361,1,2,"lncRNA"
"LOC102723948",4533,3,8,"lncRNA"
"LOC401557",5697,1,3,"lncRNA"
"LOC107987138",10779,2,5,"lncRNA"
"LINC02907",3313,1,3,"lncRNA"
"SOCS5P2",2375,NA,NA,"pseudogene"
"PPP1R26-AS1",9530,1,3,"lncRNA"
"PPP1R26",9827,12,16,"protein_coding"
"PIERCE1",4691,1,4,"protein_coding"
"MRPS2",4708,3,11,"protein_coding"
"LOC101928525",3155,1,3,"lncRNA"
"LCN1",5100,3,12,"protein_coding"
"OBP2A",3688,1,9,"protein_coding"
"LOC107987040",5678,1,3,"lncRNA"
"PAEP",5231,3,13,"protein_coding"
"LINC01502",11832,1,6,"lncRNA"
"LOC105376316",7440,1,2,"lncRNA"
"LOC102723971",5710,1,6,"protein_coding"
"GLT6D1",17577,4,12,"protein_coding"
"LCN9",3652,1,7,"protein_coding"
"LOC105376317",10322,2,5,"lncRNA"
"LOC105376318",1517,1,3,"lncRNA"
"SOHLH1",8773,2,13,"protein_coding"
"KCNT1",93569,9,41,"protein_coding"
"LOC107987140",4112,1,3,"lncRNA"
"CAMSAP1",99381,3,21,"protein_coding"
"CAMSAP1-DT",13259,8,15,"lncRNA"
"UBAC1",28404,1,10,"protein_coding"
"NACC2",89523,1,6,"protein_coding"
"LOC124902307",1587,1,2,"lncRNA"
"TMEM250",11048,4,8,"protein_coding"
"LOC107987142",6600,3,5,"lncRNA"
"LHX3",8878,4,9,"protein_coding"
"QSOX2",39581,1,13,"protein_coding"
"CCDC187",56776,3,29,"protein_coding"
"DKFZP434A062",5037,1,1,"lncRNA"
"GPSM1",31981,4,17,"protein_coding"
"DNLZ",4257,1,4,"protein_coding"
"CARD9",9716,1,15,"protein_coding"
"SNAPC4",24599,6,34,"protein_coding"
"ENTR1",8688,3,15,"protein_coding"
"PMPCA",13114,3,17,"protein_coding"
"INPP5E",10974,2,14,"protein_coding"
"SEC16A",44662,8,44,"protein_coding"
"C9orf163",2572,1,1,"lncRNA"
"NOTCH1",54375,2,35,"protein_coding"
"LOC124902310",15665,2,5,"lncRNA"
"MIR4673",58,2,2,"miRNA"
"MIR4674",86,2,2,"miRNA"
"NALT1",1902,1,3,"lncRNA"
"LOC124902311",2299,1,2,"lncRNA"
"LINC01451",5153,1,3,"lncRNA"
"LOC105376325",4601,1,3,"lncRNA"
"LOC102724193",9527,1,4,"lncRNA"
"HSPC324",11810,1,2,"lncRNA"
"EGFL7",13821,4,16,"protein_coding"
"MIR126",84,3,3,"miRNA"
"AGPAT2",14519,1,6,"protein_coding"
"DIPK1B",12168,1,5,"protein_coding"
"LOC124900276",10897,1,5,"protein_coding"
"SNHG7",3587,2,3,"lncRNA"
"SNORA17B",133,1,1,"snoRNA"
"SNORA17A",132,1,1,"snoRNA"
"LCN10",4770,1,9,"protein_coding"
"LCN6",4508,1,7,"protein_coding"
"LOC100128593",3750,1,3,"lncRNA"
"MIR6722",77,3,3,"miRNA"
"LCN8",4157,4,11,"protein_coding"
"LCN15",4886,1,8,"protein_coding"
"LOC107987143",4599,1,3,"lncRNA"
"ATP6V1G1P3",367,NA,NA,"pseudogene"
"TMEM141",1973,1,5,"protein_coding"
"CCDC183",12684,1,14,"protein_coding"
"CCDC183-AS1",4920,1,5,"lncRNA"
"RABL6",33279,2,17,"protein_coding"
"LOC100422233",595,NA,NA,"pseudogene"
"NCLP1",2945,NA,NA,"pseudogene"
"MIR4292",66,2,2,"miRNA"
"AJM1",6323,1,3,"protein_coding"
"PHPT1",1615,1,8,"protein_coding"
"MAMDC4",8453,1,27,"protein_coding"
"EDF1",4189,2,9,"protein_coding"
"TRAF2",44863,5,17,"protein_coding"
"LOC105376326",1476,1,3,"lncRNA"
"MIR4479",70,2,2,"miRNA"
"FBXW5",4302,3,13,"protein_coding"
"C8G",1732,2,8,"protein_coding"
"LCN12",6266,5,17,"protein_coding"
"LINC02692",3472,1,5,"lncRNA"
"LOC124902312",1731,3,9,"misc_RNA"
"PTGDS",4242,1,7,"protein_coding"
"LCNL1",2765,1,3,"protein_coding"
"PAXX",1554,1,10,"protein_coding"
"CLIC3",1960,1,6,"protein_coding"
"ABCA2",21706,2,50,"protein_coding"
"LINC02908",11187,1,3,"lncRNA"
"FUT7",1914,1,2,"protein_coding"
"NPDC1",6712,1,9,"protein_coding"
"ENTPD2",8435,4,15,"protein_coding"
"LOC105376327",1028,1,2,"lncRNA"
"SAPCD2",8386,1,6,"protein_coding"
"UAP1L1",7070,4,12,"protein_coding"
"MAN1B1-DT",1864,1,1,"lncRNA"
"MAN1B1",24264,14,73,"protein_coding"
"LOC124902338",85,1,1,"snoRNA"
"DPP7",7746,6,21,"protein_coding"
"LOC124902353",99,1,1,"snoRNA"
"GRIN1",29392,2,23,"protein_coding"
"LOC105376328",6099,3,7,"lncRNA"
"LRRC26",1293,1,2,"protein_coding"
"MIR3621",84,2,2,"miRNA"
"TMEM210",1198,1,4,"protein_coding"
"LOC124902315",3000,3,6,"lncRNA"
"ANAPC2",13759,3,17,"protein_coding"
"SSNA1",1690,1,3,"protein_coding"
"TPRN",9122,1,4,"protein_coding"
"TMEM203",1566,1,1,"protein_coding"
"NDOR1",13659,1,17,"protein_coding"
"LOC122513141",1867,1,1,"protein_coding"
"RNF208",3149,2,5,"protein_coding"
"CYSRT1",1141,1,2,"protein_coding"
"RNF224",2138,1,3,"protein_coding"
"SLC34A3",5798,5,21,"protein_coding"
"TUBB4B",2420,1,4,"protein_coding"
