"TranscriptId","strength5","GeneId"
"NM_000771.4",8.62,"CYP2C9"
"NM_000770.3",-10.58,"CYP2C8"
"NM_001323419.2",-19.15,"ALDH18A1"
"NM_001098175.2",9.21,"ENTPD1"
"NM_001312654.1",8.92,"ENTPD1"
"NM_001776.6",9.21,"ENTPD1"
"NM_032211.7",-4.6,"LOXL4"
"NR_120624.1",-7.3,"LINC02620"
"NM_014978.3",8.2,"SORCS3"
"NM_001256379.2",-10.78,"MCMBP"
"NM_001288979.2",-16.97,"LIPA"
"NM_001143973.2",-6.48,"TCTN3"
"NM_001289758.2",7.7,"IFIT3"
"NM_001289759.2",8.39,"IFIT3"
"NM_001347819.1",-22.28,"OGDHL"
"NM_001347822.1",-11.67,"OGDHL"
"NR_144685.2",-11.67,"OGDHL"
"NM_147156.4",-7.94,"SGMS1"
"NM_001015880.2",8.81,"PAPSS2"
"NR_135914.2",-23.51,"ATAD1"
"NM_032199.3",7.51,"ARID5B"
"NM_001244638.2",4.2,"ARID5B"
"NM_001024593.2",-25.11,"MSS51"
"NM_001289968.2",-5.45,"PPP3CB"
"NM_015490.4",-14.17,"SEC31B"
"NM_005004.4",-7.45,"NDUFB8"
"NM_001284368.1",-7.45,"NDUFB8"
"NM_017902.3",4.41,"HIF1AN"
"NM_018121.4",10.05,"SLF2"
"NM_001136123.2",10.05,"SLF2"
"NM_024895.5",-12.58,"PDZD7"
"NM_030929.5",7.96,"KAZALD1"
"NR_033805.1",-11.77,"WAC-AS1"
"NM_012342.3",8.23,"BAMBI"
"NR_111905.1",-16.32,"ADGRA1-AS1"
"NM_014468.4",9.39,"VENTX"
"NM_001164490.2",-4.79,"ADAM8"
"NR_130127.2",8.42,"ZNF511"
"NM_001396060.1",9.88,"ZNF511-PRAP1"
"NM_015722.4",-20.37,"CALY"
"NM_145202.5",8.73,"PRAP1"
"NM_004092.4",-20.89,"ECHS1"
"NM_000124.4",-13.44,"ERCC6"
"NM_001346440.2",-13.44,"ERCC6"
"NM_001277058.2",-13.44,"ERCC6"
"NM_001277059.2",-13.44,"ERCC6"
"NM_020984.4",10.47,"CHAT"
"NM_001142934.2",2.42,"CHAT"
"NM_020985.4",2.42,"CHAT"
"NM_001042427.3",7.93,"C10orf53"
"NM_182554.4",7.93,"C10orf53"
"NR_148005.2",-14.94,"ZNF248"
"NM_001352483.1",-14.94,"ZNF248"
"NM_005437.4",-33.67,"NCOA4"
"NM_001145263.2",-33.67,"NCOA4"
"NM_001145262.2",-33.67,"NCOA4"
"NM_001276451.2",-14.42,"DRGX"
"NR_130169.3",-9.96,"PARG"
"NR_136661.2",-18.78,"TIAL1"
"NM_001323977.1",-16.51,"SLC16A9"
"NM_001323979.2",-16.51,"SLC16A9"
"NM_001320739.2",-19.52,"FAM107B"
"NM_001320740.1",-19.52,"FAM107B"
"NM_001320741.2",-19.52,"FAM107B"
"NM_031453.4",-2.85,"FAM107B"
"NM_001282697.2",-19.52,"FAM107B"
"NM_001282700.2",-19.52,"FAM107B"
"NM_001282701.2",-19.52,"FAM107B"
"NM_001282703.1",-19.52,"FAM107B"
"NM_001384829.1",9.1,"SFR1"
"NM_001384830.1",9.1,"SFR1"
"NM_145247.5",9.1,"SFR1"
"NM_001142434.2",-16.69,"OGA"
"NM_152643.8",8.7,"KNDC1"
"NM_001347864.2",8.7,"KNDC1"
"NM_001347865.2",8.7,"KNDC1"
"NM_033164.4",-11.72,"FGF8"
"NM_001206389.2",-11.72,"FGF8"
"NM_033165.5",-11.72,"FGF8"
"NM_001382557.2",-9.23,"GFRA1"
"NM_001382559.2",-9.23,"GFRA1"
"NM_001382561.2",-9.23,"GFRA1"
"NM_145793.7",-9.23,"GFRA1"
"NM_005264.8",-21.8,"GFRA1"
"NM_001348096.3",-21.8,"GFRA1"
"NM_001145453.4",-21.8,"GFRA1"
"NM_024756.3",-27.46,"MMRN2"
"NM_003087.3",10.24,"SNCG"
"NR_170178.1",0.85,"ADIRF-AS1"
"NM_006829.3",9.35,"ADIRF"
"NR_171046.1",5.63,"AGAP11"
"NM_001146157.3",4.09,"FAM25A"
"NR_165106.1",9.8,"SHLD2"
"NM_001083909.3",6.71,"ADGRA1"
"NM_001291085.2",5.06,"ADGRA1"
"NM_020918.6",-6.03,"GPAM"
"NM_058222.3",8.54,"TECTB"
"NM_001323643.2",11.45,"ZEB1"
"NM_001323672.2",11.45,"ZEB1"
"NM_001323658.2",11.45,"ZEB1"
"NM_001256618.2",-20.38,"TUBGCP2"
"NM_001363544.2",-10.57,"ZDHHC6"
"NM_004096.5",8.7,"EIF4EBP2"
"NM_018055.5",-5.35,"NODAL"
"NR_149170.2",-19.73,"C10orf143"
"NM_001321980.2",7.47,"GLRX3"
"NM_001199868.2",7.47,"GLRX3"
"NM_203379.2",10.22,"ACSL5"
"NM_203380.2",7.27,"ACSL5"
"NM_016234.4",9.16,"ACSL5"
"NR_126352.1",-10.01,"LINC01264"
"NM_001319654.1",10.49,"CSGALNACT2"
"NR_135077.2",10.49,"CSGALNACT2"
"NM_001282862.2",-14.07,"RASGEF1A"
"NM_145313.4",-14.07,"RASGEF1A"
"NM_005271.5",-21,"GLUD1"
"NM_001318900.1",-21,"GLUD1"
"NM_001127384.3",-5.45,"CTNNA3"
"NM_013266.4",-11.55,"CTNNA3"
"NM_021800.3",-15.5,"DNAJC12"
"NM_201262.2",-15.5,"DNAJC12"
"NM_012238.5",7.52,"SIRT1"
"NM_001142498.2",4.74,"SIRT1"
"NR_157570.3",-6.55,"DNAJB12"
"NM_001206569.2",-14.09,"SORCS1"
"NM_001206571.2",-14.09,"SORCS1"
"NM_024326.4",10.05,"FBXL15"
"NM_001388272.1",10.2,"SH2D4B"
"NM_001145719.1",7.54,"SH2D4B"
"NM_001370186.1",-13.15,"SYT15B"
"NM_001144000.4",-0.43,"AGAP5"
"NM_001137549.2",-11.44,"FAM25G"
"NM_001364461.3",7.74,"SPADH"
"NM_001288975.2",-14.05,"ADAM12"
"NM_001288973.2",-14.05,"ADAM12"
"NM_001385882.1",7.65,"ZFYVE27"
"NR_169808.1",7.65,"ZFYVE27"
"NR_134518.2",-22.45,"MPP7"
"NM_001290296.2",-22.21,"SORBS1"
"NM_001384455.1",-22.21,"SORBS1"
"NM_001018039.1",-2.13,"SFMBT2"
"NM_001387890.1",-2.13,"SFMBT2"
"NM_001029880.3",-2.13,"SFMBT2"
"NM_001387891.1",-2.13,"SFMBT2"
"NM_001143974.3",-9.05,"ASAH2"
"NM_173160.3",9.6,"FXYD4"
"NM_001098208.2",-16.54,"HNRNPF"
"NM_001098207.2",-18.76,"HNRNPF"
"NM_001098206.2",-18.76,"HNRNPF"
"NM_001098205.2",-18.76,"HNRNPF"
"NM_001098204.2",-18.76,"HNRNPF"
"NM_001318140.2",0.43,"ZNF485"
"NR_038867.1",9.14,"ZNF32-AS3"
"NM_001005368.3",-2.49,"ZNF32"
"NM_006973.3",-2.49,"ZNF32"
"NR_047558.1",5.55,"ZNF32-AS2"
"NM_001355446.3",7.52,"ZNF487"
"NM_001134375.2",10.17,"CCNJ"
"NM_005041.6",-13.71,"PRF1"
"NM_139155.3",9.73,"ADAMTS14"
"NM_000281.4",-21.35,"PCBD1"
"NM_001289797.2",-21.35,"PCBD1"
"NR_130723.1",-18.14,"TLX1NB"
"NR_024552.2",-16.92,"CALHM2"
"NM_001129742.2",-19.69,"CALHM3"
"NR_120675.1",-26.68,"NEURL1-AS1"
"NM_001277990.2",-21.83,"CXCL12"
"NM_001033886.2",-21.83,"CXCL12"
"NM_001178134.2",-21.83,"CXCL12"
"NM_000773.4",9.84,"CYP2E1"
"NM_130784.4",-11.61,"SYCE1"
"NM_001143763.2",-11.61,"SYCE1"
"NM_001143764.3",-11.61,"SYCE1"
"NM_001033083.2",-23.25,"PBLD"
"NM_001322434.2",3.45,"HNRNPH3"
"NM_001322437.2",3.45,"HNRNPH3"
"NM_001322438.1",3.45,"HNRNPH3"
"NM_001324257.2",9.25,"ZNF37A"
"NM_001324259.3",9.25,"ZNF37A"
"NM_001057.3",-11.62,"TACR2"
"NM_002778.4",-0.97,"PSAP"
"NM_001367393.1",7.61,"WASHC2C"
"NR_159966.1",7.61,"WASHC2C"
"NM_001351032.2",10.74,"CAMK1D"
"NM_020397.4",10.74,"CAMK1D"
"NM_001195518.2",-11.98,"MICU1"
"NM_001195519.2",-6.25,"MICU1"
"NM_001323517.1",-8,"RBP4"
"NM_006744.4",-8,"RBP4"
"NM_001323518.2",-7.86,"RBP4"
"NR_160023.1",-7.52,"ARHGAP21"
"NR_160021.1",-7.52,"ARHGAP21"
"NR_160025.1",-23.53,"ARHGAP21"
"NM_001322252.2",-3.97,"JMJD1C"
"NM_001322258.2",-18.04,"JMJD1C"
"NM_001320862.2",8.02,"ALOX5"
"NM_001323265.1",-28.23,"PRKCQ"
"NM_001323267.2",-28.23,"PRKCQ"
"NM_001282645.1",-28.23,"PRKCQ"
"NM_001323266.2",-28.23,"PRKCQ"
"NM_001253866.2",-15.73,"YME1L1"
"NM_001244950.2",-30.37,"SPOCK2"
"NM_001134434.1",-16.51,"SPOCK2"
"NM_014767.2",-16.51,"SPOCK2"
"NM_005445.4",11.08,"SMC3"
"NM_001171610.2",3.33,"LDB3"
"NM_001080116.1",9.89,"LDB3"
"NM_001171611.2",9.89,"LDB3"
"NM_001368063.1",9.89,"LDB3"
"NM_006426.3",9.44,"DPYSL4"
"NM_001392044.1",9.89,"JAKMIP3"
"NM_001392040.1",7.8,"JAKMIP3"
"NM_001392047.1",9.6,"JAKMIP3"
"NM_133446.4",-0.43,"AGAP4"
"NM_001391924.1",7.16,"GBF1"
"NM_001321027.2",-8.98,"AKR1C2"
"NM_001135241.3",-8.98,"AKR1C2"
"NM_001391959.1",-9.18,"USP6NL"
"NM_001080491.5",-9.18,"USP6NL"
"NM_001323600.1",-9.84,"SVIL"
"NM_003174.3",-9.84,"SVIL"
"NM_001323599.2",-9.84,"SVIL"
"NM_001270680.3",11.01,"MCU"
"NM_001355263.2",4.46,"NUTM2E"
"NM_178011.5",7.43,"LRRTM3"
"NM_031923.4",7,"TAF3"
"NR_104329.1",-21.14,"GATA3-AS1"
"NM_145341.4",3.99,"PDCD4"
"NM_001195306.2",-10.12,"BBIP1"
"NM_001243783.3",-36.77,"BBIP1"
"NM_006951.5",9.6,"TAF5"
"NM_001391951.1",-20.16,"USP54"
"NM_001391953.1",-20.16,"USP54"
"NR_146998.2",-8.98,"USP54"
"NM_001318191.1",-13.22,"FRMPD2"
"NM_001018071.4",-21.11,"FRMPD2"
"NR_144644.2",-10.78,"ARHGAP22"
"NM_001256026.2",-18.59,"ARHGAP22"
"NM_004728.4",2.91,"DDX21"
"NM_138316.4",-2.88,"PANK1"
"NM_144590.3",-4.94,"ANKRD22"
"NR_125373.1",2.6,"ACTA2-AS1"
"NR_046108.1",-36.25,"CELF2-AS2"
"NM_007265.3",-1.34,"ECD"
"NM_173348.2",7.39,"FAM149B1"
"NM_015190.5",-4.1,"DNAJC9"
"NR_038373.1",10.75,"DNAJC9-AS1"
"NM_001410935.1",-9.38,"MRPS16"
"NM_001320879.2",-24.17,"ANXA7"
"NM_001326343.2",7.8,"CELF2"
"NM_001326330.2",1.21,"CELF2"
"NM_001326334.2",1.21,"CELF2"
"NM_001326344.2",1.21,"CELF2"
"NM_001326349.2",1.21,"CELF2"
"NM_001326347.1",1.21,"CELF2"
"NM_014394.3",7.67,"GHITM"
"NM_207373.3",8.76,"GPR15LG"
"NM_033100.4",8.73,"CDHR1"
"NM_001171971.3",8.73,"CDHR1"
"NM_001017924.5",-27.13,"LRIT2"
"NM_001284223.1",-27.13,"LRIT2"
"NM_002921.4",9.6,"RGR"
"NM_015613.3",-19.66,"LRIT1"
"NR_038220.1",8.5,"LINC00858"
"NM_001278213.2",-12.76,"LRRC20"
"NR_103467.2",-12.76,"LRRC20"
"NM_012071.4",8.89,"COMMD3"
"NM_001204062.2",8.89,"COMMD3-BMI1"
"NM_005180.9",9.5,"BMI1"
"NM_018017.4",-2.69,"CCDC186"
"NR_135815.1",-12.72,"CCDC186"
"NM_153249.1",-12.72,"CCDC186"
"NM_001272046.2",10.9,"VWA2"
"NM_001320804.1",10.9,"VWA2"
"NM_031912.5",9.14,"SYT15"
"NR_165161.1",-7.44,"PLEKHA1"
"NM_001370154.1",9.88,"WDFY4"
"NM_001394983.1",-2.52,"MRPL43"
"NM_001308396.2",-2.52,"MRPL43"
"NR_040079.2",7.51,"LINC02649"
"NR_120637.1",-7.3,"CELF2-DT"
"NM_001351277.2",-13.08,"LARP4B"
"NM_015155.3",-13.08,"LARP4B"
"NM_001320911.2",6.3,"CASP7"
"NM_001267057.1",7.53,"CASP7"
"NM_033338.6",10.07,"CASP7"
"NM_001267058.2",4.64,"CASP7"
"NM_014881.5",-15.73,"DCLRE1A"
"NM_001271816.2",-22.8,"DCLRE1A"
"NM_001193434.2",9.09,"PLEKHS1"
"NM_182601.2",8.1,"PLEKHS1"
"NM_032429.4",8.73,"LZTS2"
"NM_001353.6",8.1,"AKR1C1"
"NM_019046.3",-3.28,"ANKRD16"
"NM_001009943.3",-3.28,"ANKRD16"
"NM_001258452.2",5.66,"FBH1"
"NM_001258453.2",5.66,"FBH1"
"NM_032807.5",3.1,"FBH1"
"NM_172200.3",-10.81,"IL15RA"
"NM_001351096.1",-10.81,"IL15RA"
"NM_001351095.2",-10.81,"IL15RA"
"NM_004508.4",-10.63,"IDI1"
"NM_001098500.3",9.82,"KIAA1217"
"NM_019590.5",10.45,"KIAA1217"
"NR_170279.1",7.44,"LINC02629"
"NM_001184790.2",-18.73,"PARD3"
"NM_001184794.2",-18.73,"PARD3"
"NM_052997.3",6.43,"ANKRD30A"
"NR_144311.2",7.75,"CNNM1"
"NM_002079.3",-12.5,"GOT1"
"NM_001351076.2",-4.33,"AFAP1L2"
"NM_001008212.2",9.6,"OPTN"
"NM_001008211.1",9.6,"OPTN"
"NM_182751.3",8.48,"MCM10"
"NM_001303119.2",-12.83,"UCMA"
"NM_001037537.2",-12.82,"PHYH"
"NM_001323083.2",-7,"PHYH"
"NR_170659.1",-16.48,"ZNF438"
"NM_001080836.3",3.34,"MEIG1"
"NR_028036.4",8.05,"FAS"
"NM_032905.5",10.75,"RBM17"
"NM_001145547.2",10.75,"RBM17"
"NR_136554.2",9.45,"PFKFB3"
"NM_001282630.3",9.46,"PFKFB3"
"NM_001323017.2",7.77,"PFKFB3"
"NM_001363545.2",7.77,"PFKFB3"
"NM_001203244.1",6.12,"SEMA4G"
"NM_000102.4",-36.95,"CYP17A1"
"NM_001136200.2",8.7,"BORCS7"
"NM_144591.5",8.7,"BORCS7"
"NR_037644.1",8.7,"BORCS7-ASMT"
"NM_020682.4",8.34,"AS3MT"
"NR_160733.1",-7.83,"LOC107984265"
"NM_001351181.2",-19.27,"NT5C2"
"NM_001351190.2",-19.27,"NT5C2"
"NM_001351174.1",-17.32,"NT5C2"
"NM_170744.5",9.79,"UNC5B"
"NM_001288724.1",11.45,"NFKB2"
"NM_001077494.3",7.7,"NFKB2"
"NM_001261403.3",8.28,"NFKB2"
"NM_003901.4",-0.52,"SGPL1"
"NR_134313.1",6.99,"LINC02622"
"NM_014720.4",10.57,"SLK"
"NM_000494.4",-16.77,"COL17A1"
"NM_024928.5",-10.5,"STN1"
"NM_020992.4",-17.39,"PDLIM1"
"NM_001031746.5",-17.77,"VSTM4"
"NM_144984.4",-17.77,"VSTM4"
"NR_038973.1",8.49,"FAM170B-AS1"
"NM_000772.3",8.62,"CYP2C18"
"NM_006229.4",9.04,"PNLIPRP1"
"NM_001303135.1",10.07,"PNLIPRP1"
"NM_001330142.3",-25.48,"C10orf82"
"NM_144661.4",-25.48,"C10orf82"
"NM_007055.4",-25.04,"POLR3A"
"NM_001142283.2",10.13,"RPS24"
"NM_001142285.2",10.13,"RPS24"
"NM_001387328.1",10.03,"TASOR2"
"NM_032709.3",-26.72,"PYROXD2"
"NM_001323074.1",7.7,"PFKP"
"NM_001395885.1",6.13,"PRPF18"
"NM_000936.4",11.45,"PNLIP"
"NM_001351267.4",9.89,"TSPAN14"
"NM_001351270.2",8.7,"TSPAN14"
"NM_001010939.3",6.49,"LIPJ"
"NR_120618.1",-22.78,"LINC01475"
"NM_001349962.2",8.4,"ENTPD7"
"NM_001349963.2",8.4,"ENTPD7"
"NM_015960.3",8.19,"CUTC"
"NR_164009.1",-9.77,"COX15"
"NM_005436.5",-12.13,"CCDC6"
"NM_001320918.1",4.22,"CDK1"
"NM_001786.5",4.22,"CDK1"
"NM_031212.4",-19.44,"SLC25A28"
"NM_001200049.3",-11.95,"CFAP46"
"NR_046231.1",9.25,"LINC01168"
"NR_120647.1",10.77,"LINC01515"
"NR_149317.1",5.82,"LINC02870"
"NR_015429.1",-12.36,"ZMIZ1-AS1"
"NR_155745.1",-18.15,"LINC02669"
"NR_155743.1",-18.15,"LINC02669"
"NR_155744.1",-15.68,"LINC02669"
"NR_026827.1",8.4,"LINC00839"
"NR_108040.1",-4.83,"LINC00702"
"NR_038444.1",-20.53,"ENTPD1-AS1"
"NR_120651.2",-19.72,"ZNF503"
"NR_038382.1",11.37,"LINC00865"
"NR_120642.1",-18.14,"LNCAROD"
"NR_120641.1",-16.01,"LNCAROD"
"NR_108060.1",-9.11,"VIM-AS1"
"NR_038937.1",3.94,"C10orf95-AS1"
"NR_120646.1",-23.22,"LOC101928834"
"NM_001318336.2",-16.77,"FRMD4A"
"NM_001318337.2",-16.77,"FRMD4A"
"NM_018027.5",-16.77,"FRMD4A"
"NR_120638.1",8.69,"LOC101928453"
"NM_152230.5",-6.04,"IPMK"
"NM_018464.5",4.41,"CISD1"
"NM_001002295.2",8.08,"GATA3"
"NM_001322365.2",8.88,"HK1"
"NM_001358263.1",8.24,"HK1"
"NM_033496.3",7.93,"HK1"
"NM_000188.3",9.6,"HK1"
"NR_164114.1",9.26,"C10orf126"
"NM_006624.7",8.98,"ZMYND11"
"NM_212479.4",9.45,"ZMYND11"
"NM_001370098.2",-0.52,"ZMYND11"
"NM_001370099.2",-0.52,"ZMYND11"
"NM_001370101.2",-0.52,"ZMYND11"
"NR_163254.2",-0.52,"ZMYND11"
"NM_001370100.5",2.63,"ZMYND11"
"NM_001202468.1",9.72,"ZMYND11"
"NM_014023.4",10.67,"WDR37"
"NM_025235.4",8.66,"TNKS2"
"NR_038419.1",-31.77,"SLC39A12-AS1"
"NM_201571.4",8.88,"CACNB2"
"NM_000724.4",6.69,"CACNB2"
"NM_201590.3",7.79,"CACNB2"
"NM_001351116.2",-9.05,"NSUN6"
"NM_001351118.2",-9.05,"NSUN6"
"NM_178815.5",8.68,"ARL5B"
"NM_001142770.3",-14.4,"PCDH15"
"NM_001354404.2",-14.4,"PCDH15"
"NM_001142773.2",-14.4,"PCDH15"
"NM_001354430.2",-14.4,"PCDH15"
"NM_014937.4",9.35,"INPP5F"
"NM_001243195.2",9.35,"INPP5F"
"NM_001243194.2",10.16,"INPP5F"
"NR_037771.2",7.96,"SEC23IP"
"NM_001204403.2",-13.92,"ANK3"
"NM_001149.4",-16.77,"ANK3"
"NM_001365714.1",7.54,"VTI1A"
"NM_001365710.2",7.54,"VTI1A"
"NM_001881.4",10.75,"CREM"
"NR_172138.1",10.75,"CREM"
"NM_183013.3",10.75,"CREM"
"NM_181571.3",6.38,"CREM"
"NM_001394605.1",11.01,"CREM"
"NM_182717.2",10.77,"CREM"
"NM_182723.2",7.54,"CREM"
"NM_001352445.1",7.54,"CREM"
"NR_038291.1",7.83,"LINC00707"
"NM_017580.3",10.24,"ZRANB1"
"NM_022802.3",-15.76,"CTBP2"
"NM_001363508.2",-15.76,"CTBP2"
"NM_001321013.2",-18.29,"CTBP2"
"NM_001144915.2",-10.92,"FGFR2"
"NM_023029.2",-10.92,"FGFR2"
"NM_001144916.2",-10.92,"FGFR2"
"NM_001320654.2",-11.28,"FGFR2"
"NM_001144919.2",-10.92,"FGFR2"
"NM_001144913.1",-19.88,"FGFR2"
"NR_138551.2",6.99,"PLAC9"
"NM_001012973.3",10.9,"PLAC9"
"NM_001322796.1",-11.76,"IDE"
"NM_001322797.2",-20.1,"IDE"
"NM_002211.4",-12.83,"ITGB1"
"NM_133376.3",-12.83,"ITGB1"
"NM_001257101.2",10.51,"PCGF5"
"NM_001256549.2",7.22,"PCGF5"
"NM_032373.5",6.86,"PCGF5"
"NR_073453.1",-20.82,"LINC00601"
"NR_146939.2",-15.26,"C10orf90"
"NM_001004298.4",-6.76,"C10orf90"
"NR_148989.1",3.14,"LOC728158"
"NR_130125.2",8.73,"OIT3"
"NM_001318125.2",-37.91,"PLA2G12B"
"NM_001142596.2",-13.65,"P4HA1"
"NM_003987.5",9.4,"PAX2"
"NM_000872.5",-14.71,"HTR7"
"NR_126411.1",2.99,"SGMS1-AS1"
"NR_135904.2",6.2,"ASAH2B"
"NM_001321979.2",10.07,"PDSS1"
"NR_145410.2",-20.16,"ABI1"
"NM_001322887.2",-14.17,"ABLIM1"
"NM_001322900.2",-27.37,"ABLIM1"
"NR_120628.1",9.85,"LOC101927692"
"NM_001135051.2",9.63,"FHIP2A"
"NM_020940.4",9.63,"FHIP2A"
"NM_139169.5",9.04,"TRUB1"
"NR_120677.1",9.89,"LINC02626"
"NM_001003892.3",-6.11,"DUSP29"
"NM_016364.3",-27.76,"DUSP13"
"NM_144660.3",9.25,"SAMD8"
"NM_001184783.3",10.05,"VDAC2"
"NM_144589.4",-12.1,"COMTD1"
"NR_132103.1",3.35,"PPP3CB-AS1"
"NM_001367514.1",-25.6,"CAMK2G"
"NR_160044.1",-25.6,"CAMK2G"
"NM_001198777.2",-14.98,"CUL2"
"NR_164738.1",-3.81,"SEPHS1"
"NM_001100912.2",-10.04,"BEND7"
"NM_001271518.2",-21.25,"KCNMA1"
"NM_002247.4",-22.21,"KCNMA1"
"NM_001318514.2",-4.41,"TOLLIP"
"NM_002458.3",10.77,"MUC5B"
"NM_001282218.2",8.23,"BRSK2"
"NM_001256630.1",9.73,"BRSK2"
"NM_003141.4",-7.55,"TRIM21"
"NM_001354854.1",10.57,"ZNF215"
"NM_001363464.2",-21.87,"GALNT18"
"NM_000728.4",10.07,"CALCB"
"NM_019028.3",10.67,"ZDHHC13"
"NM_001304359.2",10.88,"MUC5AC"
"NM_001313726.2",8.69,"ANO3"
"NM_031418.4",8.68,"ANO3"
"NM_001313727.2",7.64,"ANO3"
"NM_001369404.1",-3.08,"CSRP3"
"NR_033989.1",-6.97,"NAV2-AS4"
"NR_120554.1",-7.45,"LINC02759"
"NR_135110.1",4.87,"LINC02760"
"NR_104041.2",-7.61,"SERGEF"
"NM_001752.4",7.29,"CAT"
"NM_006360.6",6.46,"EIF3M"
"NM_003442.6",6.43,"ZNF143"
"NR_149107.1",4.44,"LINC02546"
"NR_102708.1",-9.36,"LINC00678"
"NM_001029865.4",-28.67,"DBX1"
"NM_001376261.1",8.83,"BBOX1"
"NM_003986.3",9.22,"BBOX1"
"NM_001009909.4",10.67,"LUZP2"
"NM_001198552.2",-4.93,"WT1"
"NR_049725.1",-14.22,"NAV2-AS5"
"NM_012250.6",-24.02,"RRAS2"
"NM_001102669.2",-24.02,"RRAS2"
"NM_001177315.1",-24.02,"RRAS2"
"NM_001177314.2",-24.02,"RRAS2"
"NM_006108.4",11.37,"SPON1"
"NR_033312.1",9.16,"BDNF-AS"
"NM_001320341.3",-12.22,"SVIP"
"NM_148893.3",-12.22,"SVIP"
"NM_181706.5",7.92,"DNAJC24"
"NM_001346432.2",-20.92,"LGR4"
"NR_110136.1",9.09,"LINC02735"
"NM_001005212.4",7.81,"OR9Q1"
"NM_017583.6",9.35,"TRIM44"
"NM_002556.3",-19.92,"OSBP"
"NM_002032.3",-16.12,"FTH1"
"NM_001160167.2",8.88,"PRR5L"
"NM_024841.5",9.11,"PRR5L"
"NM_001160169.1",6.66,"PRR5L"
"NM_001101653.2",-5.45,"COMMD9"
"NM_006551.4",9.25,"SCGB1D2"
"NM_053023.5",7.21,"ZFP91"
"NM_201648.3",-21.35,"GLYAT"
"NM_005838.4",-21.35,"GLYAT"
"NM_024114.5",10.49,"TRIM48"
"NM_001195637.2",-17.24,"CCDC179"
"NM_005788.4",7.85,"PRMT3"
"NM_001083926.2",10.24,"ASRGL1"
"NM_001288725.2",3.81,"ELP4"
"NM_145804.3",-3.74,"ABTB2"
"NR_120584.1",7.58,"LINC01499"
"NR_120553.1",2.63,"LINC01493"
"NM_152716.3",-10.78,"PATL1"
"NM_001062.4",-10.5,"TCN1"
"NM_001363570.2",9.8,"PDE3B"
"NM_006138.5",7.98,"MS4A3"
"NR_120526.1",-21.79,"LINC03031"
"NR_024091.1",7.21,"ZFP91-CNTF"
"NM_024060.4",-5.42,"AHNAK"
"NM_001346445.2",-5.42,"AHNAK"
"NM_001346446.2",-5.42,"AHNAK"
"NM_001620.3",-5.42,"AHNAK"
"NM_020929.3",-14.22,"LRRC4C"
"NM_001139443.2",7.21,"BEST1"
"NM_001363593.2",7.21,"BEST1"
"NM_006552.2",7.93,"SCGB1D1"
"NM_001370211.1",-11.15,"SYT7"
"NM_004200.4",-11.15,"SYT7"
"NM_032681.4",7.93,"TRIM51"
"NM_178498.4",-12.95,"SLC5A12"
"NM_003357.5",10.9,"SCGB1A1"
"NM_130783.5",9.26,"TSPAN18"
"NM_001404.5",-7.52,"EEF1G"
"NM_001288713.1",9.88,"NELL1"
"NM_006157.5",9.88,"NELL1"
"NM_001304274.2",-15.76,"IMMP1L"
"NM_002407.3",10.67,"SCGB2A1"
"NM_206998.2",-12.7,"SCGB1D4"
"NR_122071.1",9.79,"LINC02687"
"NM_014502.5",-21.34,"PRPF19"
"NM_173801.5",6.41,"OOSP2"
"NM_002411.4",10.67,"SCGB2A2"
"NM_152636.3",10.07,"METTL15"
"NM_174902.4",9.89,"LDLRAD3"
"NM_017840.4",-12.39,"MRPL16"
"NM_024098.4",5.73,"CCDC86"
"NR_131169.1",7.15,"LGR4-AS1"
"NM_018362.4",-16.93,"LIN7C"
"NM_001318773.2",9.06,"SYT12"
"NM_177963.4",9.89,"SYT12"
"NM_145650.4",-13.22,"MUC15"
"NM_021200.3",10.19,"PLEKHB1"
"NM_001130034.2",8.23,"PLEKHB1"
"NM_001130036.2",7.36,"PLEKHB1"
"NR_120570.1",-1.36,"LINC02720"
"NM_005247.4",-19.24,"FGF3"
"NR_046410.2",4.42,"POLD3"
"NM_024116.4",-19.73,"TAF1D"
"NM_014824.3",-11.18,"FCHSD2"
"NM_130847.3",9.24,"AMOTL1"
"NM_001146162.1",10.45,"TRIM77"
"NM_032427.4",-5.36,"MAML2"
"NR_104190.1",7.94,"DISC1FP1"
"NR_135076.1",3.13,"LOC102723838"
"NR_120571.1",-18.76,"MIR4300HG"
"NM_173039.3",7.44,"AQP11"
"NM_002424.3",-28.41,"MMP8"
"NM_005467.4",10.24,"NAALAD2"
"NM_032930.3",6.13,"CFAP300"
"NM_001195005.2",6.13,"CFAP300"
"NM_001367945.1",8.57,"ARHGAP42"
"NM_001165.5",8.07,"BIRC3"
"NM_033390.2",7.44,"ZC3H12C"
"NM_001411037.1",11.08,"ZC3H12C"
"NM_001291927.1",-7.52,"NOX4"
"NM_001300995.1",-7.52,"NOX4"
"NM_001143837.2",-18.45,"NOX4"
"NM_001291929.2",-5.3,"NOX4"
"NR_120406.2",-7.52,"NOX4"
"NM_001291926.2",-7.52,"NOX4"
"NM_014578.4",10.03,"RHOD"
"NM_004268.5",10.51,"MED17"
"NM_001098672.2",9.1,"HEPHL1"
"NM_001144871.2",-19.13,"VSTM5"
"NM_020358.2",-9.07,"TRIM49"
"NM_022337.3",-9.88,"RAB38"
"NM_015973.5",7.52,"GAL"
"NM_002423.5",-15.27,"MMP7"
