"TranscriptId","strength3","GeneId"
"NM_153634.3",-26.29,"CPNE8"
"NM_001971.6",-21.84,"CELA1"
"NM_001354741.2",-10.58,"PFKM"
"NM_001354743.2",-4.37,"PFKM"
"NM_001354736.1",-31.72,"PFKM"
"NM_001354740.1",-10.75,"PFKM"
"NR_148957.2",-13.58,"PFKM"
"NM_001166688.2",-6.98,"PFKM"
"NM_001031628.2",-39.78,"SMAGP"
"NM_001033873.1",-39.78,"SMAGP"
"NM_018169.4",3.68,"RESF1"
"NM_001164595.2",-9.77,"PDZRN4"
"NM_013377.4",0.3,"PDZRN4"
"NR_073464.2",-7.21,"MED21"
"NM_031435.4",1.01,"THAP2"
"NM_002898.4",-7.29,"RBMS2"
"NM_003076.5",-7.61,"SMARCD1"
"NM_005730.4",-36.91,"CTDSP2"
"NM_001320408.2",-15.31,"ATP23"
"NM_002480.3",-13.99,"PPP1R12A"
"NM_001244990.2",-21.14,"PPP1R12A"
"NM_001143886.2",-13.99,"PPP1R12A"
"NM_001244992.1",-13.99,"PPP1R12A"
"NR_148947.1",-16.47,"LOC283387"
"NM_018279.4",-11.04,"TMEM19"
"NM_002205.5",-21.5,"ITGA5"
"NM_001330243.2",-16.08,"ACSS3"
"NR_146533.1",-6.74,"PPP1R12A-AS1"
"NR_110063.1",-12.66,"LINC02421"
"NM_002178.3",0.99,"IGFBP6"
"NM_000423.3",-10.09,"KRT2"
"NM_001354732.2",-26.77,"PAWR"
"NM_002583.4",-26.77,"PAWR"
"NM_020700.2",-15.2,"PPM1H"
"NM_012306.4",-13.15,"FAIM2"
"NM_001098576.2",5.11,"TMBIM6"
"NM_001290007.2",-5.12,"BIN2"
"NM_001282614.2",-18.66,"BEST3"
"NM_152439.4",-4.14,"BEST3"
"NM_001282613.2",-22.09,"BEST3"
"NM_001282615.2",-22.09,"BEST3"
"NM_007210.4",-6.93,"GALNT6"
"NM_002849.4",-23.64,"PTPRR"
"NM_001207015.2",-15.01,"PTPRR"
"NM_001207016.1",-13.74,"PTPRR"
"NR_103861.1",-0.85,"LINC02408"
"NM_001243732.2",-33.83,"RARG"
"NM_001243731.2",-13.11,"RARG"
"NM_000239.3",-27.22,"LYZ"
"NM_001024383.2",-24.1,"NAV3"
"NM_001354998.2",-11.96,"SLC35E3"
"NM_152323.3",-6.04,"SPIC"
"NM_001145475.3",-30.89,"FAM186A"
"NM_006982.3",-23.27,"ALX1"
"NM_006121.4",-14.47,"KRT1"
"NM_018413.6",2.22,"CHST11"
"NM_173602.3",-13.15,"DIP2B"
"NR_147078.2",-16.9,"USP15"
"NM_001252079.2",-16.9,"USP15"
"NM_173353.4",-21.89,"TPH2"
"NR_135017.1",-16.54,"LOC105369911"
"NM_014167.5",-37.81,"CCDC59"
"NR_146531.1",-10.32,"LNCOG"
"NM_001258402.2",-24.91,"SLC4A8"
"NM_001267615.2",-24.91,"SLC4A8"
"NM_001258403.2",-9.98,"SLC4A8"
"NR_038263.1",-26.64,"SOCS2-AS1"
"NM_001329674.2",-5.14,"CAND1"
"NR_027499.1",-8.79,"BCDIN3D-AS1"
"NR_027752.2",-7.55,"ALDH1L2"
"NM_001098531.4",-10.1,"RAPGEF3"
"NM_001098532.2",-10.1,"RAPGEF3"
"NM_006105.5",-10.1,"RAPGEF3"
"NM_001330192.2",-31.32,"NUP107"
"NM_003578.4",-12.32,"SOAT2"
"NR_144943.2",-12.81,"METTL25"
"NM_001286615.2",2.15,"ANO4"
"NM_001286616.1",2.15,"ANO4"
"NM_018351.4",-11.64,"FGD6"
"NR_110089.1",-11.07,"LINC02426"
"NM_001170464.4",-17.69,"CDK17"
"NR_120456.1",-3.84,"LINC01479"
"NM_001006947.2",-8.44,"BLTP3B"
"NM_001142344.2",-17.91,"CMKLR1"
"NM_001142345.2",-17.91,"CMKLR1"
"NM_016053.4",-11.32,"WASHC3"
"NM_024312.5",-11.08,"GNPTAB"
"NM_001258333.2",0.56,"HAL"
"NM_000690.4",5.72,"ALDH2"
"NM_175078.3",-12.8,"KRT77"
"NM_001303131.2",-31.66,"GAS2L3"
"NR_120486.1",-0.99,"GPR84-AS1"
"NR_120491.1",-17.3,"PPFIA2-AS1"
"NM_006431.3",-9.39,"CCT2"
"NM_001198842.2",-23.36,"CCT2"
"NM_001320322.2",4.9,"TMTC2"
"NM_020698.4",-2.56,"TMCC3"
"NM_001301036.2",-2.56,"TMCC3"
"NM_001099650.2",-10.56,"GXYLT1"
"NR_026554.2",-14.75,"CALCOCO1"
"NM_014999.4",4.87,"RAB21"
"NM_182496.3",-20.51,"CCDC38"
"NM_001291424.1",5.42,"SH2B3"
"NM_001004304.4",2.11,"ZNF740"
"NR_038868.1",6.15,"LINC00615"
"NR_135146.2",-5.06,"NR1H4"
"NM_001206993.2",-7.48,"NR1H4"
"NM_001319664.2",-13,"TMEM263"
"NM_001319662.2",3.51,"TMEM263"
"NM_001003712.2",-17.67,"OSBPL8"
"NM_001319655.2",-17.67,"OSBPL8"
"NM_003348.4",-19.35,"UBE2N"
"NR_147065.1",-11.67,"TESPA1"
"NR_147063.2",-29.85,"TESPA1"
"NR_147064.2",-29.85,"TESPA1"
"NM_001098815.3",-29.85,"TESPA1"
"NM_002150.3",-18.19,"HPD"
"NM_001171993.2",-20.94,"HPD"
"NM_032834.4",11.26,"ALG10"
"NM_003994.6",-25.63,"KITLG"
"NM_004719.3",-24.97,"SCAF11"
"NR_135002.1",-15.26,"LINC01404"
"NM_005761.3",-27.08,"PLXNC1"
"NR_037687.2",3.64,"PLXNC1"
"NR_131986.1",-28.17,"C12orf75-AS1"
"NM_002469.3",-15.43,"MYF6"
"NR_133673.2",0.38,"METAP2"
"NM_144594.3",-26.52,"GTSF1"
"NR_135022.1",-3.45,"LINC02403"
"NM_018082.6",-5.61,"POLR3B"
"NM_001160708.2",0.85,"POLR3B"
"NM_014764.4",-7.94,"DAZAP2"
"NM_001136269.2",-7.94,"DAZAP2"
"NM_001288768.2",-9.08,"PDE1B"
"NM_001288769.2",-9.08,"PDE1B"
"NM_001165975.3",3.74,"PDE1B"
"NM_003877.5",5.21,"SOCS2"
"NM_001270467.2",-10.44,"SOCS2"
"NM_001270468.2",2.87,"SOCS2"
"NM_001270469.2",-1.67,"SOCS2"
"NM_001270470.1",-1.67,"SOCS2"
"NM_003566.4",-21.34,"EEA1"
"NR_147135.2",-11.01,"RIC8B"
"NM_001319244.2",-19.77,"RILPL1"
"NM_001319302.2",-19.77,"RILPL1"
"NM_178314.5",-19.77,"RILPL1"
"NR_159381.1",6.59,"TMTC3"
"NM_013320.3",-5.94,"HCFC2"
"NM_145913.5",-20.63,"SLC5A8"
"NM_001367885.1",-5.09,"CFAP54"
"NM_003677.5",-4.3,"DENR"
"NR_110130.1",-10.3,"LINC02444"
"NM_012064.4",-12.89,"MIP"
"NR_038300.1",-15.7,"LINC02882"
"NM_024057.4",-18.97,"NUP37"
"NR_040246.1",-11.44,"LOC100287944"
"NM_001137559.1",-19.77,"ANAPC5"
"NM_001330489.2",-21.79,"ANAPC5"
"NR_132659.2",-6.24,"LTA4H"
"NM_001256644.1",-6.24,"LTA4H"
"NM_001329701.2",-25.3,"NTN4"
"NM_001329702.2",-25.3,"NTN4"
"NM_001329700.2",-25.3,"NTN4"
"NR_048555.3",-15.32,"PSMD9"
"NM_017842.3",-3.74,"SLC48A1"
"NM_015646.6",-8.57,"RAP1B"
"NM_032147.5",-13.92,"USP44"
"NM_001278393.2",-13.92,"USP44"
"NR_031766.3",-15.86,"TESC"
"NM_001146698.2",-2.28,"RBM19"
"NM_001270486.1",-33.39,"CAMKK2"
"NM_153500.2",-18.93,"CAMKK2"
"NM_172215.3",-18.93,"CAMKK2"
"NM_152435.3",-5.17,"AMDHD1"
"NM_000277.3",-18.67,"PAH"
"NM_001354304.2",-18.67,"PAH"
"NM_152318.3",-12.57,"NOPCHAP1"
"NM_022491.3",-5.76,"SUDS3"
"NM_005593.3",-7.08,"MYF5"
"NM_001330126.1",-17.94,"CRADD"
"NM_003805.5",-17.94,"CRADD"
"NM_001320099.2",-19.27,"CRADD"
"NM_178499.5",-6.72,"CCDC60"
"NR_120464.1",-9.09,"TESC-AS1"
"NM_199040.4",-32.06,"NUDT4"
"NM_001004329.3",-32.48,"DBX2"
"NM_018370.3",8.6,"DRAM1"
"NR_135026.1",-26.57,"LINC02451"
"NR_135027.1",-26.57,"LINC02451"
"NM_194286.4",-4.75,"SRRM4"
"NM_004616.3",-3.7,"TSPAN8"
"NM_001369760.1",-5.7,"TSPAN8"
"NM_002332.3",-8.69,"LRP1"
"NM_144668.6",-19.31,"CFAP251"
"NM_001178003.2",-11.83,"CFAP251"
"NM_005337.5",-3.07,"NCKAP1L"
"NM_001184976.2",-2.28,"NCKAP1L"
"NR_110092.1",-21.83,"CRADD-AS1"
"NM_021808.3",-1.02,"GALNT9"
"NM_001122636.2",-29.27,"GALNT9"
"NM_014503.3",-11.49,"UTP20"
"NR_104172.2",-15.75,"TMEM132D-AS1"
"NM_001330253.2",-27.33,"SCYL2"
"NR_146291.1",-11.45,"LINC02350"
"NM_001330497.2",6.9,"ADGRD1"
"NM_015394.5",5.96,"ZNF10"
"NM_001161330.2",-9.59,"SSH1"
"NM_001161331.1",-0.37,"SSH1"
"NM_139078.3",-7.65,"MAPKAPK5"
"NM_001177.6",-20.84,"ARL1"
"NM_001301068.1",-5.74,"ARL1"
"NR_110058.1",-26.49,"TMEM132D-AS2"
"NR_144504.2",-12,"RFC5"
"NR_131985.1",-41.21,"LINC02441"
"NM_001346489.2",-7.56,"TAOK3"
"NM_016281.4",-7.56,"TAOK3"
"NM_001346497.2",-6.72,"TAOK3"
"NM_002567.4",2.22,"PEBP1"
"NM_001301175.2",5.08,"USP30"
"NR_110053.2",-1.02,"LINC02359"
"NR_024563.1",9.7,"GALNT9-AS1"
"NR_120452.1",-17.23,"LINC02388"
"NM_001370598.1",2.55,"CUX2"
"NR_046392.1",-21.95,"LINC00507"
"NR_026670.2",-21.74,"LINC01257"
"NM_001371097.1",2.24,"SLCO1B3-SLCO1B7"
"NR_120431.1",-9.41,"MSRB3-AS1"
"NR_120433.1",-12.58,"MSRB3-AS1"
"NR_120434.1",-12.58,"MSRB3-AS1"
"NM_001018072.2",-27.11,"ABTB3"
"NM_001347944.1",-27.11,"ABTB3"
"NM_001017523.2",-6.57,"ABTB3"
"NR_104648.1",-12.53,"LINC02368"
"NR_038912.1",-15.72,"LOC100505978"
"NM_001406916.1",-13.7,"MYL2"
"NR_103736.1",0.87,"LINC02370"
"NM_001347952.2",-8.91,"RPH3A"
"NR_145127.2",-10.95,"RPH3A"
"NM_001347953.1",-18.2,"RPH3A"
"NR_033948.2",-0.7,"P2RX7"
"NR_104646.1",-10.17,"LINC02405"
"NM_133448.3",-11.87,"TMEM132D"
"NM_138341.3",-21.32,"TMEM116"
"NR_122119.1",-21.32,"TMEM116"
"NR_159493.1",-10.27,"GLT1D1"
"NM_139319.3",3.13,"SLC17A8"
"NR_135014.1",-7.37,"SNRPF-DT"
"NR_033987.1",-9.85,"LINC02393"
"NR_040098.1",4.63,"LINC02398"
"NM_005996.4",-25.31,"TBX3"
"NM_018711.5",-15.46,"SVOP"
"NM_001191054.1",-17.64,"ANHX"
"NM_001177948.2",-17.28,"SYCP3"
"NM_001652.4",-21.87,"AQP6"
"NM_001031701.3",-27.84,"NT5DC3"
"NM_015633.3",-33.48,"FGFR1OP2"
"NM_001171888.2",-33.48,"FGFR1OP2"
"NM_006530.4",-14.08,"YEATS4"
"NM_172364.5",-20.91,"CACNA2D4"
"NM_001163926.2",-20.99,"LRTM2"
"NM_152640.5",-14.92,"DCP1B"
"NM_001319292.2",-14.92,"DCP1B"
"NR_137428.2",-16.82,"KLRG1"
"NR_034140.1",-2.64,"LINC00612"
"NR_137424.1",-3.52,"A2M-AS1"
"NM_002864.3",-18.86,"PZP"
"NM_181486.4",-26.94,"TBX5"
"NM_080717.4",-23.57,"TBX5"
"NM_000192.3",-26.94,"TBX5"
"NM_005269.3",-19.65,"GLI1"
"NM_001080157.2",-24.65,"ARHGAP9"
"NM_001319850.2",-11.02,"ARHGAP9"
"NM_032496.4",-15.6,"ARHGAP9"
"NM_001367424.1",-18.73,"ARHGAP9"
"NM_004990.4",-5.67,"MARS1"
"NM_024779.5",-9.49,"PIP4K2C"
"NM_001111270.3",-28.86,"ARHGEF25"
"NR_046223.2",-16.5,"ARHGEF25"
"NM_001276468.2",-24.9,"B4GALNT1"
"NM_001276469.2",-24.9,"B4GALNT1"
"NM_001330169.2",-4.46,"TSPAN31"
"NM_000075.4",-31.34,"CDK4"
"NM_138396.6",-3.82,"MARCHF9"
"NM_206914.2",-13.31,"EEF1AKMT3"
"NM_001172696.2",-12.88,"TSFM"
"NM_001172697.2",-12.88,"TSFM"
"NM_001009894.3",-12.63,"RLIG1"
"NM_152759.5",-7.78,"LRRC43"
"NM_001014336.2",-36.73,"IL31"
"NM_030765.4",5.12,"B3GNT4"
"NM_001351020.2",-14.27,"VPS33A"
"NM_001351021.2",-14.27,"VPS33A"
"NR_045382.1",-5.28,"CLIP1-AS1"
"NM_153687.4",-7.83,"IKBIP"
"NM_001032283.3",-14.29,"TMPO"
"NM_003276.2",-14.29,"TMPO"
"NM_001329454.2",-27.43,"RBP5"
"NM_031491.4",-27.43,"RBP5"
"NM_014718.4",3.78,"CLSTN3"
"NR_110072.2",-22.43,"LOC101928002"
"NM_182530.3",-2.03,"MYRFL"
"NM_014505.6",1.03,"KCNMB4"
"NM_001347423.2",-19.54,"A2M"
"NM_001347425.2",-19.54,"A2M"
"NM_020993.5",-18.46,"BCL7A"
"NM_001193460.2",-14.86,"MSRB3"
"NM_001193461.2",-24.27,"MSRB3"
"NM_001145199.2",-2.94,"C12orf75"
"NM_001369216.1",4.74,"SMIM41"
"NM_002261.3",-18.22,"KLRC3"
"NM_007333.2",-18.22,"KLRC3"
"NM_152943.3",-22.8,"ZNF268"
"NM_006482.3",-0.42,"DYRK2"
"NM_001293640.2",-16.5,"WASHC4"
"NM_017822.4",-6.28,"KANSL2"
"NM_019844.4",-4.28,"SLCO1B3"
"NM_001349920.2",2.24,"SLCO1B3"
"NM_001136538.2",-2.46,"ACAD10"
"NM_144982.5",-3.02,"ZFC3H1"
"NM_152905.4",-0.92,"NEDD1"
"NM_001135175.2",5.13,"NEDD1"
"NM_198316.2",-5.51,"TNS2"
"NR_122124.1",-15.14,"NINJ2-AS1"
"NM_001297419.1",-11.37,"RAD52"
"NM_001297422.2",-11.37,"RAD52"
"NM_001297420.1",-17.14,"RAD52"
"NM_005768.6",-25.95,"LPCAT3"
"NM_001733.7",-25.25,"C1R"
"NM_001354346.2",-25.25,"C1R"
"NM_001131026.2",2.72,"PEX5"
"NM_001374647.2",-9.49,"PEX5"
"NM_032829.3",-4.87,"FAM222A"
"NM_021625.5",-14.05,"TRPV4"
"NM_001177431.1",-13.89,"TRPV4"
"NM_001177433.1",-13.91,"TRPV4"
"NM_016433.4",-17.44,"GLTP"
"NM_001330769.1",-7.92,"PLCZ1"
"NM_001288772.2",-3.29,"PIK3C2G"
"NM_004950.5",-14.68,"EPYC"
"NM_002345.4",-14.45,"LUM"
"NM_001920.5",-12.8,"DCN"
"NM_133503.4",-12.8,"DCN"
"NM_004373.4",-13.06,"COX6A1"
"NM_001037494.2",7.21,"DYNLL1"
"NM_001037495.2",-4.45,"DYNLL1"
"NM_032314.4",-17.6,"COQ5"
"NM_198202.2",-26.63,"POP5"
"NM_033124.5",-1.72,"CCDC65"
"NM_001143781.2",-17.18,"FKBP11"
"NM_016594.3",-5.78,"FKBP11"
"NM_001143782.2",-5.78,"FKBP11"
"NM_003394.4",-26.64,"WNT10B"
"NM_021044.4",-2.21,"DHH"
"NM_006082.3",-15.46,"TUBA1B"
"NM_001164095.3",-25.68,"COPS7A"
"NM_001164093.2",-10.62,"COPS7A"
"NM_001382707.1",-20.23,"CD4"
"NM_019858.2",-20.91,"GPR162"
"NM_014262.5",1.2,"P3H3"
"NM_001135217.2",-22.02,"LRRC23"
"NM_001975.3",-6.63,"ENO2"
"NM_001007026.2",7.24,"ATN1"
"NM_001940.4",-0.35,"ATN1"
"NM_001301834.1",-23.75,"C12orf57"
"NM_080548.5",-4.93,"PTPN6"
"NM_080549.4",-15.38,"PTPN6"
"NM_001159287.1",-6.34,"TPI1"
"NM_000365.6",-6.34,"TPI1"
"NM_001258026.2",-5.73,"TPI1"
"NM_001310123.1",-15.66,"ATXN2"
"NM_001039481.2",0.66,"ETNK1"
"NM_018638.5",0.66,"ETNK1"
"NM_001307924.3",-10.08,"NAP1L1"
"NM_020375.3",-18.27,"TIGAR"
"NM_020638.3",-7.39,"FGF23"
"NM_001759.4",-8.26,"CCND2"
"NM_005811.5",-23.87,"GDF11"
"NM_033082.4",-4.66,"SARNP"
"NM_014182.5",-2.22,"ORMDL2"
"NM_001351037.1",-3.44,"DGKA"
"NR_147027.2",-16.41,"DGKA"
"NM_032489.3",-41.93,"ACRBP"
"NM_001330333.2",-8.17,"PTMS"
"NM_148897.3",-35.66,"SDR9C7"
"NM_005379.4",-25.05,"MYO1A"
"NM_001256041.2",-19.6,"MYO1A"
"NM_015257.3",0.35,"NEMP1"
"NM_005967.4",-14.38,"NAB2"
"NM_001178079.2",-20.75,"STAT6"
"NR_160435.1",-21.59,"HDAC7"
"NM_001374662.1",-23.32,"VDR"
"NM_001143842.2",6.52,"TMEM106C"
"NM_033150.3",-18.13,"COL2A1"
"NM_001321445.2",-6.83,"TMED2"
"NR_135104.2",3.25,"DDX55"
"NM_001414.4",-15.12,"EIF2B1"
"NM_001516.5",-8.36,"GTF2H3"
"NM_012463.4",-15.45,"ATP6V0A2"
"NM_001372106.1",-19.92,"DNAH10"
"NM_207437.3",-19.92,"DNAH10"
"NR_024246.2",-35.58,"LINC00934"
"NM_014365.3",-14.44,"HSPB8"
"NM_021821.4",-16.96,"MRPS35"
"NM_198966.2",-14.57,"PTHLH"
"NM_002820.3",-16.05,"PTHLH"
"NM_198964.2",-10.45,"PTHLH"
"NR_158984.1",-8.67,"HMGA2-AS1"
"NR_120478.1",-8.43,"HMGA2-AS1"
"NR_146530.1",-12.34,"LINC02425"
"NM_000552.5",-17.67,"VWF"
"NM_007076.3",-16.99,"FICD"
"NM_014706.4",-13.8,"SART3"
"NM_213595.4",0.01,"ISCU"
"NM_001423.3",5.46,"EMP1"
"NR_036555.1",-29.21,"LINC01559"
"NM_001300821.3",3.76,"EIF4B"
"NM_017435.5",12.12,"SLCO1C1"
"NM_001145108.2",-16.35,"NELL2"
"NM_006159.2",-13.68,"NELL2"
"NM_001145110.2",-13.68,"NELL2"
"NM_001145107.2",-13.68,"NELL2"
"NM_001145109.2",-16.35,"NELL2"
"NM_007035.4",-4.41,"KERA"
"NM_001024647.3",5.77,"RAB3IP"
"NM_001136051.3",-14.96,"LRIG3"
"NM_153377.5",-14.96,"LRIG3"
"NM_001290001.2",-12.16,"ZNF385A"
"NM_213594.3",6.51,"RFX4"
"NM_001206691.2",-2.14,"RFX4"
"NM_032491.6",-11.71,"RFX4"
"NM_001143819.3",-15.83,"TPCN1"
"NM_001301214.2",6.1,"TPCN1"
"NM_001135823.1",-6.94,"SSPN"
"NM_005086.5",-16.81,"SSPN"
"NM_014325.4",-12.02,"CORO1C"
"NM_001105237.2",-12.02,"CORO1C"
"NM_001276471.2",-12.02,"CORO1C"
"NM_000486.6",-28.9,"AQP2"
"NM_001278557.1",-29.11,"WSB2"
"NM_001278558.2",-29.11,"WSB2"
"NM_001244683.2",-4.86,"PDE3A"
"NM_001378408.1",-4.86,"PDE3A"
"NM_001378409.1",-4.86,"PDE3A"
"NM_015335.5",-18.07,"MED13L"
"NM_001304448.1",-3.55,"KLRC1"
"NM_007328.4",-24.41,"KLRC1"
"NR_171024.1",-11.47,"LINC02909"
"NM_001146221.5",-6.07,"MANSC4"
"NM_213596.3",-9.74,"FOXN4"
"NR_120462.1",-12.53,"LINC01486"
"NR_133898.2",-8.51,"KCTD10"
"NM_001270449.2",-0.57,"UBE3B"
"NM_001350938.2",-13.1,"ZCCHC8"
"NR_036436.2",-12.93,"RSRC2"
"NM_014708.6",9.42,"KNTC1"
"NM_201435.5",5.38,"CCDC62"
"NM_003959.3",-9.02,"HIP1R"
"NM_024667.3",-13.9,"VPS37B"
"NR_038290.1",2.38,"PITPNM2-AS1"
"NR_135803.1",3.55,"FIGNL2-DT"
"NM_182608.4",-7.59,"ANKRD33"
"NM_000020.3",-12.26,"ACVRL1"
"NM_001077401.2",-12.26,"ACVRL1"
"NM_181711.4",3.32,"TAMALIN"
"NM_001271856.2",-19.96,"TAMALIN"
"NM_001202233.2",-2.23,"NR4A1"
"NM_001202234.2",1.16,"NR4A1"
"NM_002135.5",-2.16,"NR4A1"
"NR_126333.1",-6.57,"C12orf42-AS1"
"NR_110103.1",0.95,"LINC02401"
"NM_017564.10",-4.52,"STAB2"
"NM_004984.4",-15.34,"KIF5A"
"NR_037658.1",-22.35,"BLOC1S1-RDH5"
"NM_001199771.3",-12.55,"RDH5"
"NM_001257391.2",-23.88,"CD63"
"NM_001780.6",-23.88,"CD63"
"NM_001257390.2",-23.88,"CD63"
"NM_001257400.2",-29.61,"CD63"
"NM_001257389.2",-23.88,"CD63"
"NM_001257392.1",-31.88,"CD63"
"NM_001257401.2",-29.61,"CD63"
"NM_001159576.2",-1.8,"SCNN1A"
"NM_001038.6",-15.77,"SCNN1A"
"NM_001159575.2",-15.77,"SCNN1A"
"NM_001270987.2",3.26,"LTBR"
"NR_147129.2",-31.69,"TAPBPL"
"NM_001686.4",-17.39,"ATP5F1B"
"NM_003725.4",-14.06,"HSD17B6"
"NM_001113202.2",-12.86,"NACA"
"NM_012291.5",-20.93,"ESPL1"
"NM_002624.4",-6.87,"PFDN5"
"NM_021640.4",-10.51,"MYG1"
"NM_001173466.2",-28.81,"AAAS"
"NM_001173467.3",-27.08,"SP7"
"NM_138473.3",-10.81,"SP1"
"NM_003109.1",2.08,"SP1"
"NM_018457.4",-4.02,"PRR13"
"NM_012117.3",-26.22,"CBX5"
"NM_001127321.1",-26.22,"CBX5"
"NM_001127322.1",-26.22,"CBX5"
"NM_006163.3",-13.9,"NFE2"
"NM_016497.4",-10.57,"MRPL51"
"NM_014865.4",-1.5,"NCAPD2"
"NR_152150.2",9.51,"GAPDH"
"NM_001256799.3",-5.07,"GAPDH"
"NM_006170.4",-25.43,"NOP2"
"NM_001363606.2",-17.1,"CHD4"
"NM_001297553.2",-17.1,"CHD4"
"NM_001190980.3",-16.74,"YAF2"
"NM_001364834.2",-19.08,"PPHLN1"
"NM_201515.2",-19.08,"PPHLN1"
"NM_001364826.2",-19.08,"PPHLN1"
"NM_201438.2",-19.08,"PPHLN1"
"NM_001193457.2",-0.77,"IFFO1"
"NM_006253.5",-7,"PRKAB1"
"NM_001382226.1",-23.78,"MLF2"
"NM_005439.3",-23.78,"MLF2"
"NM_001144831.2",-9.06,"PHB2"
"NM_001267700.1",-9.06,"PHB2"
"NM_001382266.1",7.84,"RNFT2"
"NR_103809.1",-7.3,"LOC100506551"
"NM_001330190.1",-24.96,"HMGA2"
"NM_001300919.1",-24.96,"HMGA2"
"NM_003483.6",-24.96,"HMGA2"
"NM_001300918.1",-24.96,"HMGA2"
"NM_001199302.2",-30.84,"CNOT2"
"NM_001300940.2",-27.54,"KICS2"
"NM_001300941.2",-27.54,"KICS2"
"NM_001099676.3",-10.6,"C12orf56"
"NM_007235.6",-13.83,"XPOT"
"NM_001348065.2",-19.33,"DCTN2"
"NR_145419.2",-19.33,"DCTN2"
"NM_001278303.1",-23.46,"DIABLO"
"NM_001278304.2",-23.46,"DIABLO"
"NM_001371333.1",-4.29,"DIABLO"
"NM_019887.6",-34.04,"DIABLO"
"NR_168458.1",0.02,"USP5"
"NM_001330204.2",-18.37,"PTPRB"
"NM_001206971.3",-21.6,"PTPRB"
"NM_001244015.2",-19.06,"PIANP"
"NM_153685.4",-19.06,"PIANP"
"NM_001042555.3",-10.5,"FRS2"
"NR_104413.1",-18.77,"RERGL"
"NM_153449.4",-18.09,"SLC2A14"
"NM_001286237.2",-24.69,"SLC2A14"
"NM_001300905.2",-8.93,"BAZ2A"
"NM_001370299.1",-17.21,"AMIGO2"
"NM_001143668.1",-17.21,"AMIGO2"
"NM_001371391.1",-12.49,"CLEC4C"
"NM_001371390.1",-25.79,"CLEC4C"
"NM_203503.2",-31.04,"CLEC4C"
"NM_001220479.3",-6.57,"PPFIA2"
"NM_001282536.1",-24.26,"PPFIA2"
"NM_001220475.2",-5.61,"PPFIA2"
"NM_001220478.2",-24.26,"PPFIA2"
"NR_038159.2",-11.82,"MRPL42"
"NM_001319996.2",-2.29,"PARPBP"
"NM_001297603.3",-33.06,"CDCA3"
"NR_138531.2",-33.06,"CDCA3"
"NM_032641.4",-15.52,"SPSB2"
"NR_163255.1",-12.9,"CD163"
"NM_013254.4",-11.15,"TBK1"
"NM_002076.4",-16.94,"GNS"
"NR_033988.1",10.31,"LINC02389"
"NR_146276.1",-32.45,"LINC02231"
"NM_007191.5",-14.31,"WIF1"
"NM_014319.5",-34.86,"LEMD3"
"NM_001367982.1",-11.2,"SCARB1"
"NR_147119.2",-2.71,"LETMD1"
"NR_045072.2",-28.51,"CSRNP2"
"NM_001261411.2",4.72,"SFSWAP"
"NM_025215.6",-3.15,"PUS1"
"NM_001411000.1",-7.39,"MMP17"
"NM_001195520.2",-13.84,"LRCOL1"
"NM_018663.3",-2.25,"PXMP2"
"NM_001382742.1",-13.75,"FBRSL1"
"NM_003299.3",1.15,"HSP90B1"
"NM_001135570.3",-11.32,"UQCC6"
"NM_003211.6",-7.7,"TDG"
"NM_001146335.3",-14.65,"SLC6A15"
"NM_018057.7",-11.49,"SLC6A15"
"NM_001145026.2",-11.22,"PTPRQ"
"NM_001368062.3",-10.91,"OTOGL"
"NM_173591.7",-10.91,"OTOGL"
"NM_002534.4",-4.22,"OAS1"
"NM_006187.4",0.02,"OAS3"
"NM_002535.3",-29.56,"OAS2"
"NR_104409.2",-7.65,"C12orf43"
"NM_001286196.2",-7.65,"C12orf43"
"NM_001142679.2",-7.26,"ANO6"
"NM_001204803.2",-7.26,"ANO6"
"NM_001410973.1",-5.01,"ANO6"
"NM_024809.5",-4.93,"TCTN2"
"NM_001287222.2",-34.81,"ARPC3"
"NM_016301.4",-32.08,"GPN3"
"NM_001164372.2",-32.08,"GPN3"
"NM_013300.3",-8.02,"FAM216A"
"NR_104102.2",-8.25,"VPS29"
"NM_001286534.2",-9.27,"RAD9B"
"NR_138550.2",-12.82,"PPTC7"
"NM_032369.4",0.44,"HVCN1"
"NM_001256413.2",0.44,"HVCN1"
"NM_002710.4",-14.27,"PPP1CC"
"NM_001244974.2",-14.27,"PPP1CC"
"NM_001319682.3",-12.03,"TCTN1"
"NM_006009.4",-15.46,"TUBA1A"
"NR_120449.1",-24.42,"TROAP-AS1"
"NM_001410976.1",-3.09,"TROAP"
"NM_001100620.3",-3.09,"TROAP"
"NM_173542.4",-9.89,"PLBD2"
"NM_006843.3",-20.25,"SDS"
"NM_138432.4",-20.78,"SDSL"
"NM_022363.3",-14.65,"LHX5"
"NR_152403.2",-24.18,"SLC8B1"
"NM_001252036.2",1.56,"RAB5B"
"NM_000456.3",-10.45,"SUOX"
"NM_001351090.1",1.56,"IKZF4"
"NM_001029.5",-5.53,"RPS26"
"NM_006191.3",-17.57,"PA2G4"
"NM_001035267.2",-9.99,"RPL41"
"NM_001184796.2",-8.2,"ESYT1"
"NM_001303124.2",0.25,"ZC3H10"
"NM_001303125.2",0.25,"ZC3H10"
"NM_021019.5",-23.58,"MYL6"
"NM_001242826.2",-31.5,"RNF41"
