"TranscriptID","CP","GeneID"
"XR_007083870.1",0.0752557,"LOC124907064"
"XR_007083873.1",0.12059,"LOC124907067"
"XR_007084277.1",0.147461,"LOC124907212"
"XR_007084172.1",0.00288965,"LOC124907128"
"XR_007084365.1",0.145184,"LOC124907299"
"XR_007083872.1",0.0752557,"LOC124907066"
"XR_007083875.1",0.12059,"LOC124907069"
"XR_007084278.1",0.147461,"LOC124907213"
"XR_007084173.1",0.00288965,"LOC124907129"
"XR_007084366.1",0.145184,"LOC124907300"
"XR_007084279.1",0.147461,"LOC124907214"
"XR_007084174.1",0.00288965,"LOC124907130"
"XR_007084367.1",0.145184,"LOC124907301"
"XR_007084280.1",0.147461,"LOC124907215"
"XR_007084175.1",0.00288965,"LOC124907131"
"XR_007084369.1",0.145184,"LOC124907303"
"XR_007084282.1",0.147461,"LOC124907217"
"XR_007084176.1",0.00288965,"LOC124907132"
"XR_007084370.1",0.145184,"LOC124907304"
"XR_007084283.1",0.147461,"LOC124907218"
"XR_007084177.1",0.00288965,"LOC124907133"
"XR_007084371.1",0.145184,"LOC124907305"
"XR_007084284.1",0.147461,"LOC124907219"
"XR_007084178.1",0.00288965,"LOC124907134"
"XR_007084372.1",0.145184,"LOC124907306"
"XR_007083874.1",0.0752557,"LOC124907068"
"XR_007083877.1",0.12059,"LOC124907071"
"XR_007084285.1",0.147461,"LOC124907220"
"XR_007084179.1",0.00288965,"LOC124907135"
"XR_007084373.1",0.145184,"LOC124907307"
"XR_007083876.1",0.0752557,"LOC124907070"
"XR_007083879.1",0.12059,"LOC124907073"
"XR_007084286.1",0.147461,"LOC124907221"
"XR_007084180.1",0.00288965,"LOC124907136"
"XR_007084374.1",0.145184,"LOC124907308"
"XR_007083878.1",0.0752557,"LOC124907072"
"XR_007083881.1",0.12059,"LOC124907075"
"XR_007084287.1",0.147461,"LOC124907222"
"XR_007084181.1",0.00288965,"LOC124907137"
"XR_007084375.1",0.145184,"LOC124907309"
"XR_007083880.1",0.0752557,"LOC124907074"
"XR_007083883.1",0.12059,"LOC124907077"
"XR_007084288.1",0.147461,"LOC124907223"
"XR_007084182.1",0.00288965,"LOC124907138"
"XR_007084376.1",0.145184,"LOC124907310"
"XR_007083882.1",0.0752557,"LOC124907076"
"XR_007083885.1",0.12059,"LOC124907079"
"XR_007084289.1",0.147461,"LOC124907224"
"XR_007084183.1",0.00288965,"LOC124907139"
"XR_007084377.1",0.145184,"LOC124907311"
"XR_007084290.1",0.147461,"LOC124907225"
"XR_007084184.1",0.00288965,"LOC124907140"
"XR_007084378.1",0.145184,"LOC124907312"
"XR_007083884.1",0.0752557,"LOC124907078"
"XR_007083887.1",0.12059,"LOC124907081"
"XR_007084291.1",0.147461,"LOC124907226"
"XR_007084185.1",0.00288965,"LOC124907141"
"XR_007084380.1",0.145184,"LOC124907314"
"XR_007084293.1",0.147461,"LOC124907228"
"XR_007084186.1",0.00288965,"LOC124907142"
"XR_007084381.1",0.145184,"LOC124907315"
"XR_007083886.1",0.0752557,"LOC124907080"
"XR_007083889.1",0.12059,"LOC124907083"
"XR_007084294.1",0.147461,"LOC124907229"
"XR_007084187.1",0.00288965,"LOC124907143"
"XR_007084382.1",0.145184,"LOC124907316"
"XR_007083888.1",0.0752557,"LOC124907082"
"XR_007083894.1",0.12059,"LOC124907086"
"XR_007084295.1",0.147461,"LOC124907230"
"XR_007084188.1",0.00288965,"LOC124907144"
"XR_007084383.1",0.145184,"LOC124907317"
"XR_007084296.1",0.147461,"LOC124907231"
"XR_007084189.1",0.00288965,"LOC124907145"
"XR_007084384.1",0.145184,"LOC124907318"
"XR_007083892.1",0.263528,"LOC124907084"
"XR_007083891.1",0.253988,"LOC124907084"
"XR_007083890.1",0.0752557,"LOC124907084"
"XR_007084297.1",0.147461,"LOC124907232"
"XR_007084190.1",0.00288965,"LOC124907146"
"XR_007084385.1",0.145184,"LOC124907319"
"XR_007083893.1",0.0752557,"LOC124907085"
"XR_007083898.1",0.12059,"LOC124907089"
"XR_007084298.1",0.147461,"LOC124907233"
"XR_007084191.1",0.00288965,"LOC124907147"
"XR_007084386.1",0.145184,"LOC124907320"
"XR_007084299.1",0.147461,"LOC124907234"
"XR_007084192.1",0.00288965,"LOC124907148"
"XR_007084387.1",0.145184,"LOC124907321"
"XR_007084300.1",0.147461,"LOC124907235"
"XR_007084193.1",0.00288965,"LOC124907149"
"XR_007084388.1",0.145184,"LOC124907322"
"XR_007084301.1",0.147461,"LOC124907236"
"XR_007084194.1",0.00288965,"LOC124907150"
"XR_007084389.1",0.145184,"LOC124907323"
"XR_007084302.1",0.147461,"LOC124907237"
"XR_007084195.1",0.00288965,"LOC124907151"
"XR_007084391.1",0.145184,"LOC124907325"
"XR_007083897.1",0.896486,"LOC124907088"
"XR_007084304.1",0.147461,"LOC124907239"
"XR_007084196.1",0.00288965,"LOC124907152"
"XR_007084392.1",0.145184,"LOC124907326"
"XR_007084305.1",0.147461,"LOC124907240"
"XR_007084197.1",0.00288965,"LOC124907153"
"XR_007084309.1",0.145184,"LOC124907244"
"XR_007084306.1",0.147461,"LOC124907241"
"XR_007084198.1",0.00288965,"LOC124907154"
"XR_007084311.1",0.149355,"LOC124907246"
"XR_007083896.1",0.0613371,"LOC124907087"
"XR_007083895.1",0.0825223,"LOC124907087"
"XR_007084307.1",0.147461,"LOC124907242"
"XR_007084199.1",0.00288965,"LOC124907155"
"XR_007084310.1",0.145184,"LOC124907245"
"XR_007084308.1",0.147461,"LOC124907243"
"XR_007083905.1",0.0214214,"LOC124907092"
"XR_007083902.1",0.0782557,"LOC124907090"
"XM_047446203.1",0.760937,"LOC124907090"
"XR_007083903.1",0.014432,"LOC124907090"
"XR_007083904.1",0.0368889,"LOC124907090"
"NM_181704.1",0.999759,"BAGE4"
"XM_054375238.1",0.288514,"LOC128966781"
"XR_007083907.1",0.105792,"LOC124907093"
"XR_007083908.1",0.15903,"LOC124907094"
"XR_007083909.1",0.121145,"LOC124907094"
"XR_007083912.1",0.167861,"LOC124907095"
"XR_007083910.1",0.0758838,"LOC124907095"
"XR_007083911.1",0.0730003,"LOC124907095"
"XR_007083913.1",0.224934,"LOC102723347"
"XR_007083914.1",0.207509,"LOC102723347"
"XR_007083916.1",0.170443,"LOC102723347"
"XR_007083915.1",0.0606179,"LOC102723347"
"XM_047446204.1",0.831003,"LOC124907096"
"XR_007083917.1",0.798315,"LOC107984150"
"XR_007083919.1",0.132188,"LOC102725051"
"XR_007083918.1",0.0787991,"LOC102725051"
"NM_001187.1",0.0165873,"BAGE"
"XR_007083920.1",0.0319665,"LOC124907097"
"XR_007083921.1",0.0209535,"LOC124907097"
"XR_007084122.1",0.0190973,"LOC124907111"
"XR_007084200.1",1.72744e-05,"LOC124907156"
"XR_007083794.1",0.00975788,"LOC124907022"
"XR_007083796.1",0.5,"LOC124907023"
"XR_007083795.1",0.698934,"LOC124907023"
"XR_007083797.1",0.0668156,"LOC124907024"
"XR_007083800.1",0.398024,"LOC124907025"
"XR_007083798.1",0.295259,"LOC124907025"
"XR_007083799.1",0.0366619,"LOC124907025"
"XR_007083999.1",0.0951865,"LOC102723847"
"XR_007084002.1",0.0977118,"LOC102723847"
"XR_007083998.1",0.0977118,"LOC102723847"
"XR_007084000.1",0.0977118,"LOC102723847"
"XR_007084001.1",0.0977118,"LOC102723847"
"XR_007084157.1",0.00487928,"LOC124907113"
"XR_007083982.1",0.120135,"LOC124907107"
"XM_047446230.1",0.185844,"LOC124907107"
"XM_047446236.1",0.427099,"LOC124907112"
"XR_007083948.1",0.00594617,"LOC124907099"
"XR_007083946.1",0.0926767,"LOC124907098"
"XM_047446218.1",1,"LOC105379278"
"XM_047446210.1",1,"LOC105379278"
"XM_047446211.1",1,"LOC105379278"
"XM_047446214.1",1,"LOC105379278"
"XM_047446213.1",1,"LOC105379278"
"XM_047446215.1",1,"LOC105379278"
"XM_047446216.1",1,"LOC105379278"
"XM_047446209.1",1,"LOC105379278"
"XR_007083949.1",1,"LOC105379278"
"XM_047446220.1",0.456362,"LOC124907100"
"XR_007083950.1",0.0145176,"LOC124907100"
"NR_027278.1",0.320655,"FAM230C"
"NM_182484.2",0.999518,"BAGE5"
"XR_007084201.1",1.39075e-05,"LOC124903275"
"NR_047508.1",0.112052,"LINC00417"
"NR_138091.1",0.99991,"ANKRD20A9P"
"NR_104118.1",0.077617,"LINC00408"
"XM_047446196.1",0.868225,"LOC124907020"
"NR_026852.1",0.946292,"LINC00442"
"NR_146902.1",0.0568834,"LOC107984132"
"NM_006001.3",1,"TUBA3C"
"NR_126054.1",0.31616,"LOC101928697"
"XR_007083759.1",0.781663,"LOC124900335"
"XR_007083758.1",0.781305,"LOC124900335"
"NR_027248.3",1,"ANKRD26P3"
"NR_034026.1",0.139477,"LINC00421"
"NR_073485.2",1,"TPTE2"
"NM_001395978.1",1,"TPTE2"
"NR_073487.2",0.994579,"TPTE2"
"NR_073486.1",0.999994,"TPTE2"
"NM_001271850.2",0.930887,"TPTE2"
"NR_172899.1",0.0862218,"TPTE2-AS1"
"NR_172898.1",0.0586927,"TPTE2-AS1"
"XM_054374614.1",1,"MPHOSPH8"
"XM_054374612.1",1,"MPHOSPH8"
"XM_054374615.1",1,"MPHOSPH8"
"XM_054374609.1",1,"MPHOSPH8"
"XM_054374610.1",1,"MPHOSPH8"
"NM_017520.4",1,"MPHOSPH8"
"XR_008488767.1",1,"MPHOSPH8"
"XM_054374613.1",1,"MPHOSPH8"
"XR_008488772.1",1,"PSPC1"
"XR_008488771.1",1,"PSPC1"
"NR_003272.4",1,"PSPC1"
"XM_054374663.1",1,"PSPC1"
"NM_001042414.4",1,"PSPC1"
"XM_054374667.1",1,"PSPC1"
"XM_054374666.1",1,"PSPC1"
"XM_054375178.1",1,"ZMYM5"
"XM_054375174.1",1,"ZMYM5"
"XM_054375184.1",0.999567,"ZMYM5"
"XM_054375181.1",0.999936,"ZMYM5"
"XM_054375179.1",1,"ZMYM5"
"XM_054375183.1",0.999778,"ZMYM5"
"XM_054375182.1",0.999736,"ZMYM5"
"XM_054375180.1",0.999965,"ZMYM5"
"XR_007084218.1",0.0968511,"LOC124903265"
"NM_001353163.2",1,"ZMYM2"
"NR_148365.2",1,"ZMYM2"
"XM_054374940.1",1,"ZMYM2"
"NM_001353165.2",1,"ZMYM2"
"XM_054374945.1",1,"ZMYM2"
"XM_054374946.1",1,"ZMYM2"
"XM_054374926.1",1,"ZMYM2"
"XM_054374942.1",1,"ZMYM2"
"XM_054374947.1",1,"ZMYM2"
"XM_054374929.1",1,"ZMYM2"
"XM_054374930.1",1,"ZMYM2"
"XM_054374938.1",1,"ZMYM2"
"XM_054374937.1",1,"ZMYM2"
"XM_054374944.1",1,"ZMYM2"
"NR_126380.1",0.00508376,"LINC01072"
"XR_007083760.1",0.116238,"LOC105370101"
"XM_054374462.1",1,"GJA3"
"NM_021954.4",1,"GJA3"
"XR_007083761.1",0.0517561,"LOC107984553"
"XM_054374463.1",0.988258,"GJB2"
"NM_004004.6",0.997435,"GJB2"
"NM_001110221.3",0.999933,"GJB6"
"NM_006783.5",0.99995,"GJB6"
"XM_054374036.1",0.999946,"GJB6"
"XR_007083762.1",0.0666306,"LOC105370102"
"NM_001363647.2",0.99998,"CRYL1"
"XM_054374598.1",0.996132,"CRYL1"
"NR_039721.1",0.0104741,"MIR4499"
"XR_007083763.1",0.0745547,"LOC105370103"
"XR_007083768.1",0.121058,"LOC105370103"
"XR_007083765.1",0.0550261,"LOC105370103"
"NR_134653.2",1,"IFT88"
"XM_054375026.1",1,"IFT88"
"XM_054375033.1",1,"IFT88"
"XM_054375035.1",1,"IFT88"
"XM_054375034.1",1,"IFT88"
"XM_054375038.1",1,"IFT88"
"XM_054375037.1",0.999982,"IFT88"
"XM_054375036.1",1,"IFT88"
"NM_001385225.1",0.764038,"IL17D"
"NR_169590.1",0.0667928,"IL17D"
"NR_169591.1",0.177263,"IL17D"
"NM_001385224.1",0.974969,"IL17D"
"NM_001386973.1",0.354122,"IL17D"
"NR_134934.2",0.660512,"EEF1AKMT1"
"XM_054374205.1",0.999882,"EEF1AKMT1"
"NM_001372061.1",1,"XPO4"
"NM_022459.5",1,"XPO4"
"XM_054374856.1",1,"XPO4"
"XM_054374854.1",1,"XPO4"
"XM_054374852.1",1,"XPO4"
"XM_054374851.1",1,"XPO4"
"XM_054374855.1",1,"XPO4"
"XM_054374853.1",1,"XPO4"
"XM_054374850.1",1,"XPO4"
"XM_054374858.1",1,"XPO4"
"XM_054374857.1",1,"XPO4"
"XM_054374859.1",1,"XPO4"
"XR_007083769.1",0.0253734,"LOC124903129"
"NR_104058.1",0.150221,"LINC00367"
"XR_007084222.1",0.0299718,"LOC124903269"
"XM_054374447.1",1,"LATS2"
"XM_054374443.1",1,"LATS2"
"XM_054374444.1",1,"LATS2"
"XM_054374448.1",1,"LATS2"
"XM_054374442.1",1,"LATS2"
"XM_054374446.1",1,"LATS2"
"XM_054374445.1",1,"LATS2"
"XR_007083771.1",0.153214,"LOC105370104"
"XR_007083770.1",0.0797778,"LOC105370104"
"XM_054374002.1",0.754738,"SAP18"
"XR_007084202.1",0.0140338,"LOC124900339"
"NR_172492.1",0.0680864,"SAP18"
"NM_001366643.2",0.66865,"SAP18"
"XM_054374207.1",0.999998,"SKA3"
"XM_054374206.1",1,"SKA3"
"NM_024026.5",0.160786,"MRPL57"
"XM_054374948.1",0.311409,"MRPL57"
"NR_125745.1",0.150291,"LINC01046"
"XR_007083774.1",0.0437071,"LOC105370105"
"XR_007083773.1",0.0334029,"LOC105370105"
"XR_007083772.1",0.00461342,"LOC105370105"
"NR_170115.1",0.0661006,"LOC101928764"
"NR_170119.1",0.0661006,"LOC101928764"
"NR_046461.1",0.0320034,"MIPEPP3"
"NR_038939.1",0.0533013,"MIPEPP3"
"NR_103841.1",0.0405715,"LINC00539"
"NR_103840.1",0.0319386,"LINC00539"
"NR_144554.1",0.999521,"GRK6P1"
"NR_104487.2",0.997507,"ZDHHC20"
"XM_054374394.1",0.997659,"ZDHHC20"
"XM_054374399.1",0.970639,"ZDHHC20"
"XM_054374400.1",0.970639,"ZDHHC20"
"XM_054374398.1",0.785338,"ZDHHC20"
"XM_054374392.1",0.99994,"ZDHHC20"
"XR_008488750.1",0.999585,"ZDHHC20"
"NM_152726.3",1,"MICU2"
"XM_054374211.1",0.999848,"MICU2"
"XM_054374210.1",0.999997,"MICU2"
"XR_007084223.1",0.016654,"LOC124903270"
"NM_002010.3",0.969523,"FGF9"
"XM_054374221.1",0.428989,"FGF9"
"XR_007083775.1",0.147562,"LOC124903132"
"NR_047040.1",0.0203876,"LINC00424"
"XR_007083777.1",0.310225,"LOC105370108"
"XR_007083778.1",0.112502,"LOC105370108"
"XR_007083776.1",0.310225,"LOC105370108"
"NR_103810.1",0.047876,"LINC00540"
"XR_007083780.1",0.0622589,"LOC107984599"
"XR_007083781.1",0.03926,"LOC107984599"
"XR_007083782.1",0.104523,"LOC124903133"
"NR_138043.1",0.124874,"LINC00621"
"XR_007083532.1",0.0599708,"LOC105370109"
"NR_033774.1",0.187607,"BASP1P1"
"XR_007083533.1",0.103173,"LOC105370109"
"XM_047446182.1",0.891493,"LOC124903230"
"XR_007083534.1",0.02994,"LOC105370111"
"XR_007083536.1",0.0458703,"LOC105370112"
"NM_001378244.1",0.999997,"SGCG"
"NM_001378245.1",0.999993,"SGCG"
"NM_001378246.1",0.999993,"SGCG"
"XM_054374430.1",1,"SACS"
"XM_054374437.1",1,"SACS"
"XM_054374427.1",1,"SACS"
"XM_054374436.1",1,"SACS"
"XM_054374431.1",1,"SACS"
"XM_054374429.1",1,"SACS"
"XM_054374428.1",1,"SACS"
"XM_054374438.1",1,"SACS"
"XM_054374425.1",1,"SACS"
"NM_001278055.2",1,"SACS"
"XM_054374434.1",1,"SACS"
"NR_103450.1",0.0551594,"SACS-AS1"
"NR_038995.1",0.0666132,"LINC00327"
"XR_007083537.1",0.5,"LOC124903135"
"XM_054374673.1",1,"TNFRSF19"
"XM_054374674.1",1,"TNFRSF19"
"NM_018647.5",1,"TNFRSF19"
"XR_007083538.1",0.274564,"LOC124906997"
"XR_007083540.1",0.101366,"LOC124906997"
"XM_054374569.1",1,"MIPEP"
"NM_005932.4",1,"MIPEP"
"XM_054374571.1",1,"MIPEP"
"XM_054374570.1",1,"MIPEP"
"NR_172510.1",0.325292,"PCOTH"
"NR_172516.1",0.197041,"PCOTH"
"XM_054374517.1",0.999998,"C1QTNF9B"
"NR_104426.1",0.365653,"C1QTNF9B"
"NR_073430.1",0.797547,"ANKRD20A19P"
"XR_007083545.1",0.0531137,"LOC105370115"
"XR_007083541.1",0.0383772,"LOC105370115"
"XR_007083542.1",0.119646,"LOC105370115"
"NM_001286792.2",1,"SPATA13"
"NR_104595.2",0.0689054,"SPATA13"
"NM_001166271.3",1,"SPATA13"
"NR_031753.1",0.0120349,"MIR2276"
"NR_046531.1",0.0272599,"SPATA13-AS1"
"NM_001286794.2",1,"SPATA13"
"NM_001303138.2",0.999987,"C1QTNF9"
"NM_001303137.2",0.999939,"C1QTNF9"
"NR_131903.1",0.0139462,"LINC00566"
"NM_006437.4",1,"PARP4"
"XR_007083548.1",0.025154,"LOC105370117"
"XR_007083546.1",0.0118418,"LOC105370117"
"XR_007083547.1",0.0134316,"LOC105370117"
"NR_158453.1",0.487577,"LOC105370295"
"XM_047446177.1",0.992359,"LOC101927375"
"XM_047446178.1",0.998233,"LOC101927375"
"XM_047446180.1",0.52896,"LOC101927375"
"XM_047446179.1",0.51152,"LOC101927375"
"NR_002815.2",0.353012,"TPTE2P6"
"XR_007083549.1",0.0846648,"LOC107984610"
"NM_001185085.2",1,"ATP12A"
"XR_007083550.1",0.374527,"LOC105370118"
"XM_054374757.1",1,"RNF17"
"XM_054374758.1",1,"RNF17"
"XM_054374763.1",1,"RNF17"
"XM_054374764.1",1,"RNF17"
"XM_054374761.1",1,"RNF17"
"XM_054374762.1",1,"RNF17"
"XM_054374766.1",1,"RNF17"
"XM_054374767.1",1,"RNF17"
"XM_054374768.1",1,"RNF17"
"XM_054374769.1",1,"RNF17"
"XM_054374770.1",1,"RNF17"
"XM_054374750.1",1,"CENPJ"
"NR_047595.2",1,"CENPJ"
"XR_008488775.1",1,"CENPJ"
"XM_054374751.1",1,"CENPJ"
"XM_054374752.1",1,"CENPJ"
"XM_054374753.1",1,"CENPJ"
"XR_008488776.1",1,"CENPJ"
"XM_054374755.1",1,"CENPJ"
"XM_054374754.1",1,"CENPJ"
"XR_007083551.1",0.768295,"LOC107987187"
"NR_026730.2",0.439119,"TPTE2P1"
"XR_007083552.1",0.236976,"LOC105370119"
"XR_007083553.1",0.191398,"LOC105370119"
"XR_007083558.1",0.162786,"LOC124900613"
"NM_030979.3",1,"PABPC3"
"XR_007083557.1",0.193609,"LOC105370120"
"XR_007083556.1",0.382851,"LOC105370120"
"XR_007083555.1",0.432462,"LOC105370120"
"XR_007083554.1",0.47141,"LOC105370120"
"XM_054374170.1",1,"AMER2"
"XM_054374171.1",1,"AMER2"
"NM_199138.2",1,"AMER2"
"NR_120428.1",0.0281888,"LINC00463"
"NR_120427.1",0.0349552,"LINC01053"
"XR_007083559.1",0.0542126,"LOC105370121"
"NR_169592.1",0.999995,"MTMR6"
"XM_054375168.1",1,"MTMR6"
"XM_054375169.1",1,"MTMR6"
"NM_001411001.1",1,"NUP58"
"XM_054375226.1",0.999964,"NUP58"
"NM_016529.6",1,"ATP8A2"
"NM_001411006.1",1,"ATP8A2"
"XM_054374602.1",1,"ATP8A2"
"XM_054374605.1",1,"ATP8A2"
"XM_054374606.1",1,"ATP8A2"
"XM_054374608.1",1,"ATP8A2"
"XM_054374607.1",1,"ATP8A2"
"XM_054374601.1",1,"ATP8A2"
"XM_054374599.1",1,"ATP8A2"
"XM_054374600.1",1,"ATP8A2"
"XM_054374603.1",1,"ATP8A2"
"XM_054374604.1",1,"ATP8A2"
"XR_007083560.1",0.0289738,"LOC105370122"
"XR_007083561.1",0.0358799,"LOC105370122"
"NM_001007538.2",0.998253,"SHISA2"
"NR_146971.1",0.0720442,"LINC00415"
"XM_054374802.1",0.934059,"RNF6"
"XM_054374800.1",0.912403,"RNF6"
"XM_054374801.1",0.912403,"RNF6"
"NM_183045.1",0.933637,"RNF6"
"XM_054374799.1",0.910049,"RNF6"
"XM_054374797.1",0.999998,"RNF6"
"XM_054374794.1",0.999999,"RNF6"
"XM_054374796.1",0.999999,"RNF6"
"XM_054374793.1",0.999999,"RNF6"
"XM_054374792.1",0.999999,"RNF6"
"XM_054374795.1",0.999987,"RNF6"
"XM_054374798.1",0.999989,"RNF6"
"XM_054374791.1",0.999998,"RNF6"
"XM_054374790.1",1,"RNF6"
"XM_054374787.1",1,"RNF6"
"XM_054374788.1",1,"RNF6"
"NM_005977.4",1,"RNF6"
"XM_054374789.1",1,"RNF6"
"NM_183044.3",1,"RNF6"
"XM_054373997.1",1,"CDK8"
"XM_054373998.1",0.999162,"CDK8"
"XM_054374047.1",1,"WASF3"
"XM_054374048.1",1,"WASF3"
"NM_001291965.1",1,"WASF3"
"XM_054374045.1",1,"WASF3"
"XM_054374044.1",1,"WASF3"
"XM_054374049.1",1,"WASF3"
"XM_054374046.1",1,"WASF3"
"XR_007083562.1",0.130512,"LOC107984597"
"XR_007083563.1",0.039002,"LOC107984597"
"XM_054374470.1",0.939527,"GPR12"
"XR_007083564.1",0.151985,"LOC105370124"
"XM_054374172.1",0.999911,"USP12"
"NR_046547.1",0.119965,"USP12-AS1"
"NR_046548.1",0.0250374,"USP12-DT"
"NR_120429.1",0.017367,"LINC00412"
"NM_000982.4",0.957467,"RPL21"
"NR_002574.1",0.0285257,"SNORD102"
"NR_002575.1",0.0266665,"SNORA27"
"NM_206827.2",0.999233,"RASL11A"
"XM_054374516.1",0.988044,"RASL11A"
"NM_001331126.2",0.98862,"RASL11A"
"XR_007083565.1",0.0385635,"LOC105370126"
"NM_002097.3",0.569861,"GTF3A"
"XM_054374175.1",0.999983,"MTIF3"
"XM_054374184.1",0.999941,"MTIF3"
"XM_054374185.1",0.99974,"MTIF3"
"XM_054374213.1",1,"LNX2"
"XM_054374212.1",1,"LNX2"
"XM_054374215.1",1,"LNX2"
"XM_054374219.1",1,"LNX2"
"XM_054374218.1",1,"LNX2"
"XM_054374220.1",1,"LNX2"
"XM_054374214.1",1,"LNX2"
"XM_054374216.1",1,"LNX2"
"XM_054374597.1",0.209254,"POLR1D"
"NM_001374407.1",0.859199,"POLR1D"
"NM_152705.3",0.272457,"POLR1D"
"NM_015972.4",0.938801,"POLR1D"
"XM_054374596.1",0.195698,"POLR1D"
"XR_007083566.1",0.0680923,"LOC105370129"
"NM_145657.3",0.998874,"GSX1"
"NR_047484.2",0.457094,"PLUT"
"NM_000209.4",0.999599,"PDX1"
"NR_135254.1",0.586259,"LINC00543"
"NM_001354700.2",0.99723,"CDX2"
"NM_001105577.2",0.995028,"URAD"
"XR_007083567.1",0.230582,"LOC105370132"
"XR_007083568.1",0.00964158,"LOC105370132"
"NR_130706.2",1,"FLT3"
"XM_054374312.1",1,"FLT3"
"XM_054374314.1",1,"FLT3"
"XM_054374315.1",1,"FLT3"
"XM_054374313.1",1,"FLT3"
"XM_054374316.1",1,"FLT3"
"NR_029383.1",0.171095,"PAN3-AS1"
"NM_175854.8",1,"PAN3"
"XM_054374405.1",1,"PAN3"
"XM_054374407.1",1,"PAN3"
"XR_008488751.1",1,"PAN3"
"XM_054374409.1",1,"PAN3"
"XM_054374411.1",1,"PAN3"
"XM_054374408.1",1,"PAN3"
"XM_054374410.1",1,"PAN3"
"XR_007083569.1",0.0186867,"LOC124903140"
"NM_002019.4",1,"FLT1"
"XR_007083570.1",0.0182635,"LOC124903141"
"NM_001160030.2",1,"FLT1"
"NM_001159920.2",1,"FLT1"
"NM_001160031.1",1,"FLT1"
"XR_007083571.1",0.17493,"LOC105370135"
"NM_015932.6",0.911433,"POMP"
"XR_007083572.1",0.114881,"LOC124903143"
"XM_054374476.1",1,"SLC46A3"
"XM_054374344.1",1,"MTUS2"
"XM_054374343.1",1,"MTUS2"
"XM_054374347.1",1,"MTUS2"
"XM_054374348.1",1,"MTUS2"
"XM_054374350.1",1,"MTUS2"
"XM_054374349.1",1,"MTUS2"
"XR_007083573.1",0.0396192,"LOC124903144"
"NM_015233.6",1,"MTUS2"
"NR_046378.1",0.0322045,"MTUS2-AS1"
"XM_054374878.1",1,"SLC7A1"
"XM_054374877.1",1,"SLC7A1"
"NM_003045.5",1,"SLC7A1"
"XM_054374879.1",1,"SLC7A1"
"XM_054374880.1",1,"SLC7A1"
"NR_135320.1",0.0179029,"LOC102723345"
"XR_007083574.1",0.022225,"LOC105370139"
"NM_007106.4",0.355499,"UBL3"
"NR_046510.1",0.0311931,"LINC00297"
"NR_047501.1",0.320262,"LINC00572"
"NR_033889.1",0.124407,"LINC00544"
"NR_046998.1",0.0674679,"LINC00365"
"NR_138041.1",0.0297293,"LINC00384"
"XR_007083575.1",0.884944,"LINC00385"
"XR_007083576.1",0.335183,"LINC00385"
"XR_007083577.1",0.933277,"LINC00385"
"XR_007083578.1",0.852078,"LINC00385"
"NM_032116.5",1,"KATNAL1"
"NM_001014380.3",1,"KATNAL1"
"XR_007083579.1",0.0817281,"LOC102723381"
"NR_024464.2",0.0349575,"LINC00426"
"NR_125771.1",0.0375113,"LINC01058"
"NM_001355247.2",0.704241,"UBE2L5"
"XR_007083580.1",0.0713389,"LOC107984577"
"NM_001370340.1",0.998257,"HMGB1"
"NM_002128.7",0.998123,"HMGB1"
"NM_001370341.1",0.998334,"HMGB1"
"XM_054374485.1",0.996729,"HMGB1"
"NM_001313892.2",0.998123,"HMGB1"
"NM_001313893.1",0.995691,"HMGB1"
"XM_054373991.1",1,"USPL1"
"NM_001321534.2",1,"USPL1"
"NM_001204406.2",0.998779,"ALOX5AP"
"XR_007083581.1",0.0104009,"LOC124903146"
"NM_001629.4",0.971093,"ALOX5AP"
"XM_054374382.1",0.762303,"ALOX5AP"
"NR_047012.1",0.0513561,"LINC00398"
"NR_103813.1",0.202165,"LINC00545"
"NR_038287.1",0.0639093,"TEX26-AS1"
"NM_032849.4",0.999996,"MEDAG"
"XM_054375073.1",0.975124,"MEDAG"
"NR_038288.1",0.0437617,"TEX26-AS1"
"XR_008488731.1",0.999768,"TEX26"
"XM_054374102.1",0.995765,"TEX26"
"XR_008488732.1",0.997526,"TEX26"
"XM_054374100.1",0.999432,"TEX26"
"XM_054374105.1",0.881488,"TEX26"
"XR_007083582.1",0.0122021,"LOC105370145"
"XR_007083583.1",0.0509375,"LOC102723392"
"XM_054374039.1",1,"HSPH1"
"XM_054374043.1",1,"HSPH1"
"NM_001286505.1",1,"HSPH1"
"XR_007083585.1",0.0661763,"LOC105370148"
"XR_007083584.1",0.0296043,"LOC105370148"
"NM_194318.4",1,"B3GLCT"
"XM_054374132.1",0.999987,"B3GLCT"
"XM_054374129.1",1,"B3GLCT"
"XM_054374130.1",1,"B3GLCT"
"XM_054374131.1",1,"B3GLCT"
"XR_007083587.1",0.334375,"LOC124903148"
"XR_007083589.1",0.5817,"LOC105370150"
"XR_007083590.1",0.671773,"LOC105370150"
"XR_007083588.1",0.761087,"LOC105370150"
"NM_130806.5",1,"RXFP2"
"XM_054374098.1",1,"RXFP2"
"XR_007083591.1",0.0529226,"LOC105370152"
"XR_007083592.1",0.0223571,"LOC124903150"
"NR_027062.1",0.0182183,"EEF1DP3"
"XR_007083593.1",0.0937744,"LOC124900336"
"NR_103839.1",0.0671765,"FRY-AS1"
"XM_054373973.1",1,"FRY"
"XM_054373975.1",1,"FRY"
"XM_054373976.1",1,"FRY"
"NM_001136571.2",0.999768,"ZAR1L"
