"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"SNX18P27",778,NA,NA,"pseudogene",NA
"CYP4F44P",954,NA,NA,"pseudogene",NA
"LOC124906784",2207,NA,NA,"pseudogene",NA
"HSPA8P13",1720,NA,NA,"pseudogene",NA
"ASNSP1",38473,1,9,"transcribed_pseudogene","156"
"LOC124901941",648,1,2,"lncRNA","228"
"LOC105375811",15224,3,10,"lncRNA","194"
"ASNSP4",1197,NA,NA,"pseudogene",NA
"LOC100130861",1255,NA,NA,"pseudogene",NA
"TRIM60P15",1291,NA,NA,"pseudogene",NA
"LOC124901942",7921,1,2,"lncRNA","298"
"LOC105375812",2362,1,3,"lncRNA","109"
"MTND2P38",666,NA,NA,"pseudogene",NA
"MTND1P7",296,NA,NA,"pseudogene",NA
"NMTRL-TAA6-1",74,NA,NA,"pseudogene",NA
"RNU6-656P",106,NA,NA,"pseudogene",NA
"MTCYBP20",1128,NA,NA,"pseudogene",NA
"MTND6P20",414,NA,NA,"pseudogene",NA
"LINC00293",14899,1,12,"lncRNA","82"
"LOC728587",1250,NA,NA,"pseudogene",NA
"LOC105375813",3057,1,3,"lncRNA","205"
"LOC105375814",28815,4,8,"lncRNA","271"
"MAPK6P4",4069,NA,NA,"pseudogene",NA
"LOC105375815",80549,3,10,"lncRNA","157.5"
"RN7SKP32",302,NA,NA,"pseudogene",NA
"LOC105375816",4620,2,5,"protein_coding","478"
"LOC105375817",22528,1,5,"protein_coding","142"
"LOC107986885",8195,2,4,"lncRNA","72"
"RPL10AP2",715,NA,NA,"pseudogene",NA
"NDUFA5P12",1765,NA,NA,"pseudogene",NA
"LOC124900251",6034,2,5,"protein_coding",NA
"LOC100287846",3955,1,1,"lncRNA","3956"
"ATP6V1G1P2",346,NA,NA,"pseudogene",NA
"IGLV8OR8-1",4932,1,5,"V_segment",NA
"SPIDR",475383,17,45,"protein_coding","122"
"LOC107986940",30294,1,3,"lncRNA","72"
"LOC100420054",1388,NA,NA,"pseudogene",NA
"LOC100420532",1117,NA,NA,"pseudogene",NA
"LOC100507422",822,NA,NA,"pseudogene",NA
"RNU6-665P",106,NA,NA,"pseudogene",NA
"CEBPD",1251,1,1,"protein_coding","1252"
"PRKDC",187028,1,86,"protein_coding","147"
"LOC105375818",3114,1,3,"lncRNA","401"
"MCM4",17219,1,18,"protein_coding","164.5"
"RNU6-519P",107,NA,NA,"pseudogene",NA
"UBE2V2-AS1",10023,3,7,"lncRNA","134.5"
"UBE2V2",67271,3,6,"protein_coding","137.5"
"LOC107986941",9971,1,3,"lncRNA","42"
"LOC100287157",2612,NA,NA,"pseudogene",NA
"IDI1P2",960,NA,NA,"pseudogene",NA
"RNU6-295P",103,NA,NA,"pseudogene",NA
"LOC105375820",3893,2,4,"lncRNA","186.5"
"RNA5SP531",101,NA,NA,"pseudogene",NA
"LOC105375821",127798,3,6,"lncRNA","202"
"RPL29P19",638,NA,NA,"pseudogene",NA
"LINC02947",2230,1,4,"lncRNA",NA
"LOC112268027",8284,1,2,"lncRNA","2311"
"LOC101929268",146953,1,4,"lncRNA","178"
"LOC124901943",2385,1,3,"lncRNA","154"
"LINC02847",24056,1,4,"lncRNA","250"
"LINC03054",3493,1,2,"lncRNA","175.5"
"CLXN",24521,7,19,"protein_coding","105"
"LOC105375825",48791,1,6,"lncRNA","138.5"
"SNAI2",3831,1,3,"protein_coding","546"
"LOC107986942",11252,1,4,"lncRNA","148"
"PPDPFL",21757,2,9,"protein_coding","99.5"
"LOC105375826",26038,1,3,"lncRNA","501"
"RN7SKP294",266,NA,NA,"pseudogene",NA
"RFPL4AP7",742,NA,NA,"pseudogene",NA
"LOC100507464",15429,1,2,"lncRNA","133.5"
"PSAT1P1",2205,NA,NA,"pseudogene",NA
"SNTG1",881975,10,37,"protein_coding","93"
"LOC124900619",10856,1,3,"lncRNA","86"
"LOC105375829",8491,1,3,"lncRNA","86"
"LOC105375828",12542,1,3,"lncRNA","86"
"LOC100422267",577,NA,NA,"pseudogene",NA
"LOC124902098",108,NA,NA,"pseudogene",NA
"CYCSP22",678,NA,NA,"pseudogene",NA
"LOC100128686",724,NA,NA,"pseudogene",NA
"LOC105375830",8282,1,5,"lncRNA","160.5"
"LOC124902078",144,1,1,"snoRNA","145"
"LOC105375831",5995,1,3,"lncRNA","173"
"PXDNL",492800,5,29,"protein_coding",NA
"BRIX1P1",925,NA,NA,"pseudogene",NA
"BTF3P1",1790,NA,NA,"pseudogene",NA
"LOC105375833",23259,2,4,"lncRNA","583.5"
"PCMTD1",81265,5,11,"protein_coding","172"
"ST18",299395,10,48,"protein_coding","116"
"LOC124901945",5906,1,2,"lncRNA","2714"
"LOC101929341",5190,1,2,"lncRNA","398"
"RPL34P17",403,NA,NA,"pseudogene",NA
"ALKAL1",31397,1,5,"protein_coding","81"
"RB1CC1",91939,6,35,"protein_coding",NA
"LOC105375835",37321,1,7,"lncRNA","148"
"LOC107986943",12768,1,3,"lncRNA","115"
"NPBWR1",4552,1,2,"protein_coding","2104.5"
"LOC101060191",1086,NA,NA,"pseudogene",NA
"LOC105375836",56620,1,3,"lncRNA","440"
"EI24P5",1029,NA,NA,"pseudogene",NA
"OPRK1",25913,1,5,"protein_coding","329"
"LOC124901946",1887,1,2,"lncRNA","307"
"LOC100421824",1136,NA,NA,"pseudogene",NA
"LINC02984",12196,1,2,"lncRNA","2906.5"
"RPL21P79",453,NA,NA,"pseudogene",NA
"MAPK6P1",5249,NA,NA,"pseudogene",NA
"LOC100129667",199,NA,NA,"pseudogene",NA
"ATP6V1H",127679,2,16,"protein_coding","114"
"RGS20",107512,4,10,"protein_coding","235"
"RPS27AP13",471,NA,NA,"pseudogene",NA
"RNU6-1331P",105,NA,NA,"pseudogene",NA
"TCEA1",55898,2,14,"protein_coding","147"
"LOC100131254",2294,NA,NA,"pseudogene",NA
"LYPLA1",55268,3,15,"protein_coding",NA
"TDGF1P5",900,NA,NA,"pseudogene",NA
"MRPL15",13274,1,5,"protein_coding","155"
"RNU6ATAC32P",75,NA,NA,"pseudogene",NA
"CHCHD2P10",452,NA,NA,"pseudogene",NA
"RNU105C",209,1,1,"snoRNA","210"
"LOC100419615",951,NA,NA,"pseudogene",NA
"LOC105375840",13560,1,3,"lncRNA","137"
"RN7SL250P",257,NA,NA,"pseudogene",NA
"LOC105375841",28089,2,4,"lncRNA","245"
"SOX17",2957,1,2,"protein_coding","1173"
"LOC124906691",2040,1,2,"protein_coding","991.5"
"TRMT112P7",600,NA,NA,"pseudogene",NA
"RP1",362033,4,39,"protein_coding","144"
"SEC11B",889,NA,NA,"pseudogene",NA
"LOC100131013",940,NA,NA,"pseudogene",NA
"LOC105375842",5179,1,3,"lncRNA","199"
"LOC107986886",7824,3,6,"lncRNA","92"
"LOC107986887",15440,1,3,"lncRNA","79"
"XKR4",439740,1,3,"protein_coding","1267"
"LOC105375844",7978,1,2,"lncRNA","2754.5"
"SBF1P1",6124,1,1,"transcribed_pseudogene","6125"
"XKR4-AS1",3795,1,2,"lncRNA","322.5"
"LOC105375845",552,1,2,"lncRNA","226"
"LOC105375846",38138,2,6,"lncRNA","144"
"TMEM68",34397,3,11,"protein_coding","154"
"RNA5SP265",110,NA,NA,"pseudogene",NA
"TGS1",52998,1,14,"protein_coding","173"
"LYN",134438,1,14,"protein_coding","137"
"SNORA1B",132,1,1,"snoRNA","133"
"RN7SL798P",300,NA,NA,"pseudogene",NA
"RN7SL323P",294,NA,NA,"pseudogene",NA
"PSMC6P1",1537,NA,NA,"pseudogene",NA
"RPS20",7252,2,7,"protein_coding","126"
"SNORD54",62,1,1,"snoRNA","63"
"CERNA3",682,1,2,"lncRNA","278.5"
"NPM1P21",1450,NA,NA,"pseudogene",NA
"MOS",1040,1,1,"protein_coding","1041"
"LOC124900263",110,NA,NA,"pseudogene",NA
"PLAG1",50379,2,8,"protein_coding","153"
"CHCHD7",7020,1,11,"protein_coding","109"
"SDR16C5",20193,1,8,"protein_coding","135.5"
"SDR16C6P",15991,1,4,"transcribed_pseudogene","129"
"LOC105375849",39956,1,7,"lncRNA","132"
"LOC124901948",1991,1,2,"lncRNA","317"
"PENK",5680,1,4,"protein_coding","107"
"PENK-AS1",106277,1,4,"lncRNA","413"
"SEPTIN10P1",1643,NA,NA,"pseudogene",NA
"LOC101929398",8083,1,2,"lncRNA","938.5"
"LINC00968",41526,1,3,"lncRNA","447"
"LOC105375850",1460,1,3,"lncRNA","97"
"RPL37P6",366,NA,NA,"pseudogene",NA
"LOC105375851",17592,1,4,"lncRNA","205.5"
"LOC105375852",32349,1,5,"lncRNA","298.5"
"LOC100419616",547,NA,NA,"pseudogene",NA
"RNU6-13P",105,NA,NA,"pseudogene",NA
"BPNT2",35935,2,7,"protein_coding","163"
"RNA5SP266",107,NA,NA,"pseudogene",NA
"LOC124906686",37944,1,16,"lncRNA","1272.5"
"LINC01606",14680,1,10,"lncRNA","143.5"
"LOC286177",5385,1,3,"lncRNA","1271"
"LINC00588",5187,1,4,"lncRNA","269"
"RNU6-596P",97,NA,NA,"pseudogene",NA
"LOC101929488",21072,1,9,"lncRNA","187"
"RPL30P10",336,NA,NA,"pseudogene",NA
"LOC107986888",3291,1,3,"lncRNA","154"
"LOC105375855",89851,1,3,"lncRNA","346"
"LINC03018",4051,1,2,"lncRNA","1229"
"LOC105375856",103091,1,3,"lncRNA","225"
"LINC01602",5768,1,3,"lncRNA","127"
"FAM110B",154290,3,9,"protein_coding","148"
"RPL26P26",522,NA,NA,"pseudogene",NA
"LOC107986945",52367,1,4,"lncRNA","138.5"
"LOC101929528",16330,1,8,"lncRNA","230.5"
"UBXN2B",40155,2,10,"protein_coding","110"
"PTPN11P2",1858,NA,NA,"pseudogene",NA
"CYP7A1",9985,1,6,"protein_coding","208.5"
"PPIAP85",693,NA,NA,"pseudogene",NA
"SDCBP",29603,2,14,"protein_coding","136"
"NSMAF",76370,8,56,"protein_coding","84"
"RPS26P7",729,NA,NA,"pseudogene",NA
"LOC124902083",103,1,1,"snoRNA","104"
"LOC105375858",9296,1,3,"lncRNA","107"
"TOX",313844,1,9,"protein_coding","243"
"RNU4-50P",140,NA,NA,"pseudogene",NA
"TOX-DT",4268,1,3,"lncRNA","115"
"LOC124900267",130,1,1,"snoRNA","131"
"RNA5SP267",125,NA,NA,"pseudogene",NA
"NUDT15P1",1237,NA,NA,"pseudogene",NA
"LOC105375860",9832,1,4,"lncRNA","254"
"LOC105375859",20161,2,8,"lncRNA","287"
"LOC107986889",517,NA,NA,"pseudogene",NA
"LOC105375861",69702,5,10,"lncRNA","162"
"LOC105375863",2252,1,2,"lncRNA","553"
"SLC2A13P1",321,NA,NA,"pseudogene",NA
"CA8",96014,2,11,"protein_coding","125"
"LOC105375864",78824,7,19,"lncRNA","105"
"PDCL3P1",991,NA,NA,"pseudogene",NA
"LINC01301",11646,1,3,"lncRNA","263"
"LOC124901949",22928,1,3,"lncRNA","318"
"RAB2A",106699,2,9,"protein_coding","93"
"CHD7",189320,5,45,"protein_coding","108"
"LOC124901951",5146,1,3,"lncRNA","517"
"IFITM3P8",561,NA,NA,"pseudogene",NA
"LOC105375938",1334,1,4,"lncRNA","108"
"NASPP1",3031,NA,NA,"pseudogene",NA
"CLVS1",536754,3,11,"protein_coding",NA
"LOC100130298",1627,1,2,"lncRNA","256.5"
"NPM1P6",1212,NA,NA,"pseudogene",NA
"LOC105375870",29120,1,3,"lncRNA","77"
"ASPH",214022,10,36,"protein_coding","69"
"KRT8P3",1798,NA,NA,"pseudogene",NA
"RN7SKP97",332,NA,NA,"pseudogene",NA
"MIR4470",71,2,2,"miRNA","72"
"LINC02842",267323,15,37,"lncRNA","124"
"LOC105375871",14752,3,7,"lncRNA","229"
"LINC02155",4363,1,4,"lncRNA","114.5"
"C1GALT1P3",818,NA,NA,"pseudogene",NA
"NARS1P2",624,NA,NA,"pseudogene",NA
"LOC392226",1486,NA,NA,"pseudogene",NA
"NKAIN3",751307,4,11,"protein_coding","168"
"LOC112268028",3174,NA,NA,"pseudogene",NA
"XRCC6P4",2049,NA,NA,"pseudogene",NA
"SRPK2P",1091,NA,NA,"pseudogene",NA
"LOC112268019",2074,NA,NA,"pseudogene",NA
"LOC107986946",6047,2,6,"lncRNA","252"
"GGH",23726,2,10,"protein_coding","115"
"TTPA",27642,2,9,"protein_coding","194"
"TARDBPP4",1677,NA,NA,"pseudogene",NA
"YTHDF3-DT",717,1,1,"lncRNA","718"
"YTHDF3",44240,3,12,"protein_coding","146"
"RN7SL135P",277,NA,NA,"pseudogene",NA
"LOC105375873",39275,1,6,"lncRNA","177.5"
"IFITM8P",610,NA,NA,"pseudogene",NA
"LOC105375875",4859,2,6,"lncRNA","334"
"LOC105375874",21420,3,7,"lncRNA","232"
"LOC102724612",9633,1,4,"lncRNA","142"
"RN7SKP135",246,NA,NA,"pseudogene",NA
"LOC105375876",4790,1,3,"lncRNA","113"
"LINC01289",16073,1,3,"lncRNA","822"
"LINC01414",511779,1,5,"lncRNA","72"
"COX6CP8",225,NA,NA,"pseudogene",NA
"LOC105375877",1666,1,3,"lncRNA","137"
"MIR124-2HG",14281,4,7,"lncRNA","431"
"MIR124-2",108,3,3,"miRNA","109"
"LOC107986878",245,NA,NA,"pseudogene",NA
"BHLHE22-AS1",7588,2,3,"lncRNA","1351"
"LOC124900252",4387,1,2,"protein_coding",NA
"BHLHE22",3262,1,1,"protein_coding","3263"
"CYP7B1",212257,3,10,"protein_coding","207"
"LOC105375879",18659,1,3,"lncRNA","89"
"LOC105375878",17004,9,20,"lncRNA","118"
"LOC105375880",10904,1,5,"lncRNA","114"
"RPL31P41",371,NA,NA,"pseudogene",NA
"LINC00251",19199,1,4,"lncRNA","161"
"LOC105375881",4430,1,3,"lncRNA","89"
"PPIAP86",519,NA,NA,"pseudogene",NA
"LINC01299",35675,1,5,"lncRNA","137"
"ARMC1",31730,3,9,"protein_coding","148.5"
"MTFR1",128027,12,35,"protein_coding","146"
"PDE7A",127725,3,16,"protein_coding","97"
"LOC105375883",41450,5,14,"lncRNA","85"
"DNAJC5B",86268,3,9,"protein_coding","172"
"TRIM55",62934,9,24,"protein_coding",NA
"TRY-GTA5-1",92,1,2,"tRNA",NA
"TRY-GTA5-2",88,1,2,"tRNA",NA
"TRA-AGC8-2",72,1,1,"tRNA",NA
"CRH",10294,4,9,"protein_coding","644"
"LINC00967",5205,1,3,"lncRNA","595"
"LOC102724687",228700,6,12,"lncRNA","128.5"
"RRS1-DT",9386,1,3,"lncRNA","136"
"RRS1",1719,1,1,"protein_coding","1720"
"ADHFE1",36389,1,14,"protein_coding","98"
"LOC100131770",459,NA,NA,"pseudogene",NA
"VXN",24959,1,6,"protein_coding","125.5"
"RNU6-1324P",106,NA,NA,"pseudogene",NA
"LOC124901955",36121,2,5,"lncRNA","207"
"MYBL1",51047,5,23,"protein_coding","117"
"LOC105375884",1276,1,2,"lncRNA","442.5"
"VCPIP1",38743,1,3,"protein_coding","2983"
"C8orf44-SGK3",195158,1,19,"protein_coding","88"
"C8orf44",13933,2,4,"lncRNA","158"
"SGK3",149959,2,2,"protein_coding","87.5"
"PTTG3P",705,1,1,"transcribed_pseudogene","706"
"MCMDC2",55662,5,23,"protein_coding","143"
"SNHG6",3851,1,5,"lncRNA","105"
"SNORD87",75,1,1,"snoRNA","76"
"TCF24",16090,1,4,"protein_coding","338"
"PPP1R42",64451,3,11,"protein_coding","139"
"LOC100288001",2533,NA,NA,"pseudogene",NA
"LOC124902097",173,NA,NA,"pseudogene",NA
"LOC105375885",9034,2,5,"lncRNA","61"
"COPS5",19039,1,8,"protein_coding","139"
"CSPP1",134205,12,46,"protein_coding","110"
"RNA5SP268",123,NA,NA,"pseudogene",NA
"LOC124901956",3836,1,2,"lncRNA","990"
"ARFGEF1",170306,4,51,"protein_coding",NA
"NPM1P44",1157,NA,NA,"pseudogene",NA
"ARFGEF1-DT",147989,2,7,"lncRNA","278"
"RPL17P31",612,NA,NA,"pseudogene",NA
"CPA6",324294,2,13,"protein_coding","111"
"LOC105375886",58426,1,4,"lncRNA","79.5"
"NACAP10",818,NA,NA,"pseudogene",NA
"MTCYBP30",1117,NA,NA,"pseudogene",NA
"MTND6P30",515,NA,NA,"pseudogene",NA
"MTND5P44",2053,NA,NA,"pseudogene",NA
"MTND4P39",1357,NA,NA,"pseudogene",NA
"MTND4LP27",142,NA,NA,"pseudogene",NA
"MTCO3P3",644,NA,NA,"pseudogene",NA
"MTATP6P12",666,NA,NA,"pseudogene",NA
"NDUFS5P6",294,NA,NA,"pseudogene",NA
"PREX2",285249,4,42,"protein_coding","118"
"LOC105375888",13029,1,2,"lncRNA","463.5"
"LOC124901957",1568,1,3,"lncRNA","332"
"RPL31P40",279,NA,NA,"pseudogene",NA
"C8orf34-AS1",28028,1,3,"lncRNA","185"
"C8orf34",488659,5,21,"protein_coding","132"
"RFPL4AP2",888,NA,NA,"pseudogene",NA
"RPS15AP25",459,NA,NA,"pseudogene",NA
"RNA5SP269",136,NA,NA,"pseudogene",NA
"LOC107986951",9446,1,4,"lncRNA","123.5"
"LINC01592",192377,1,5,"lncRNA","193"
"RNU7-102P",61,NA,NA,"pseudogene",NA
"TPM4P3",2149,NA,NA,"pseudogene",NA
"TRE-CTC14-1",74,NA,NA,"pseudogene",NA
"LOC124901958",5136,1,2,"lncRNA","2013.5"
"LINC01603",23392,1,4,"lncRNA","269.5"
"SULF1",193962,10,36,"protein_coding","143"
"SLCO5A1",167866,3,12,"protein_coding","199"
"RN7SKP29",271,NA,NA,"pseudogene",NA
"LOC105375889",8229,1,3,"lncRNA","85"
"LOC100101127",6220,NA,NA,"pseudogene",NA
"SLCO5A1-AS1",16402,2,5,"lncRNA","115"
"LOC100288097",1585,NA,NA,"pseudogene",NA
"RN7SL675P",296,NA,NA,"pseudogene",NA
"RNA5SP270",117,NA,NA,"pseudogene",NA
"SDCBPP2",1477,NA,NA,"pseudogene",NA
"SUMO2P20",392,NA,NA,"pseudogene",NA
"PRDM14",19598,1,8,"protein_coding","180.5"
"RNU1-101P",126,NA,NA,"pseudogene",NA
"H2AZP2",849,NA,NA,"pseudogene",NA
"NCOA2",294523,14,40,"protein_coding","169.5"
"BTF3P12",905,NA,NA,"pseudogene",NA
"RNY3P14",101,NA,NA,"pseudogene",NA
"RPS18P11",532,NA,NA,"pseudogene",NA
"LINC03020",14553,1,4,"lncRNA","649.5"
"RN7SL203P",295,NA,NA,"pseudogene",NA
"RPL13P11",644,NA,NA,"pseudogene",NA
"LOC105375890",10837,1,5,"lncRNA","249"
"TRAM1",35173,2,14,"protein_coding","117"
"LOC124902090",105,1,1,"snoRNA","106"
"LACTB2-AS1",54704,1,4,"lncRNA","249.5"
"LACTB2",31919,1,7,"protein_coding","164"
"RN7SL19P",305,NA,NA,"pseudogene",NA
"XKR9",396398,7,14,"protein_coding","210.5"
"LOC124901959",9513,1,3,"lncRNA","1082"
"EYA1",357053,8,31,"protein_coding",NA
"LOC105375894",13407,2,4,"lncRNA","206"
"TRAPPC2P2",640,NA,NA,"pseudogene",NA
"LOC124901961",21500,1,3,"lncRNA","124"
"LOC102724772",6174,2,7,"lncRNA","97"
"LOC105375892",5263,1,3,"lncRNA","394"
"LOC107986890",6300,1,3,"lncRNA","126"
"LOC124900257",131,1,1,"snoRNA","132"
"MSC",2852,1,2,"protein_coding","978"
"MSC-AS1",213071,2,6,"lncRNA","250.5"
"RPS20P20",337,NA,NA,"pseudogene",NA
"TRPA1",68704,3,30,"protein_coding","115"
"LOC392232",48872,1,20,"transcribed_pseudogene","138"
"RNA5SP271",87,NA,NA,"pseudogene",NA
"LOC100129527",555,NA,NA,"pseudogene",NA
"LOC105375897",16986,1,3,"lncRNA","574"
"KCNB2",395062,2,4,"protein_coding","672"
"HAUS1P3",1101,NA,NA,"pseudogene",NA
"LOC100419613",1602,NA,NA,"pseudogene",NA
"LOC101926908",19805,1,3,"lncRNA","68"
"LOC124901963",3092,1,3,"lncRNA","83"
"TERF1",39271,1,18,"protein_coding",NA
"RNU6-285P",99,NA,NA,"pseudogene",NA
"SBSPON",28932,4,10,"protein_coding","195"
"LOC107986891",45189,1,3,"lncRNA","93"
"LOC646197",897,NA,NA,"pseudogene",NA
"LOC105375901",37855,1,4,"lncRNA","134"
"C8orf89",44614,3,8,"protein_coding","167"
"PRXL2AP2",918,NA,NA,"pseudogene",NA
"RPL7",4224,2,8,"protein_coding","152.5"
"RDH10",30761,1,6,"protein_coding","191"
"RDH10-AS1",45619,1,6,"lncRNA","152.5"
"LOC105375899",2512,1,4,"lncRNA","158.5"
"STAU2-AS1",21445,1,3,"lncRNA","173"
"STAU2",326670,3,18,"protein_coding","136"
"VENTXP6",1159,NA,NA,"pseudogene",NA
"UBE2W",98704,2,10,"protein_coding","92"
"RN7SL760P",269,NA,NA,"pseudogene",NA
"LINC01617",4082,1,3,"lncRNA","745"
"GYG1P1",10507,NA,NA,"pseudogene",NA
"ELOC",27176,4,13,"protein_coding","144"
"TMEM70",6588,1,5,"protein_coding","201.5"
"RPS20P21",518,NA,NA,"pseudogene",NA
"DSTNP3",481,NA,NA,"pseudogene",NA
"LY96",108459,5,9,"protein_coding","124"
"RNU6-1300P",107,NA,NA,"pseudogene",NA
"RPS3AP32",832,NA,NA,"pseudogene",NA
"RNU6-1197P",106,NA,NA,"pseudogene",NA
"LOC105375903",8899,1,4,"lncRNA","151"
"JPH1",86874,2,11,"protein_coding","639.5"
"GDAP1",138728,4,12,"protein_coding","175"
"MIR5681B",60,2,2,"miRNA","61"
"MIR2052HG",158487,1,6,"lncRNA","83"
"PCBP2P2",1684,NA,NA,"pseudogene",NA
"LINC03071",23533,1,7,"lncRNA",NA
"MIR2052",54,2,2,"miRNA","55"
"PI15",30497,1,7,"protein_coding","137.5"
"CRISPLD1",50054,2,16,"protein_coding","119"
"LOC105375905",14642,1,2,"lncRNA","287"
"CASC9",55749,2,4,"lncRNA","709.5"
"HIGD1AP6",278,NA,NA,"pseudogene",NA
"PKMP4",599,NA,NA,"pseudogene",NA
"HNF4G",159193,4,16,"protein_coding","154.5"
"LOC124902089",104,1,1,"snoRNA","105"
"LOC105375906",32775,1,5,"lncRNA","178"
"LOC102724858",175109,4,9,"lncRNA","147"
"RNU2-54P",189,NA,NA,"pseudogene",NA
"LINC01109",969,1,1,"lncRNA","970"
"LINC01111",117309,1,6,"lncRNA","105"
"LOC107986952",113805,1,4,"lncRNA","150"
"MRPL9P1",1046,NA,NA,"pseudogene",NA
"ZFHX4-AS1",72203,1,4,"lncRNA","215.5"
"ZFHX4",186026,1,12,"protein_coding","232"
"MIR3149",82,2,2,"miRNA","83"
"PEX2",20792,2,6,"protein_coding","152.5"
"HIGD1AP18",532,NA,NA,"pseudogene",NA
"LOC105375909",22390,1,3,"lncRNA","190"
"LOC102724874",25627,1,3,"lncRNA","68"
"LOC105375911",268789,1,4,"lncRNA","544"
"RNU6-1220P",107,NA,NA,"pseudogene",NA
"PKIA",88931,3,8,"protein_coding",NA
"PKIA-AS1",24610,1,3,"lncRNA","101"
"ZC2HC1A",53609,2,12,"protein_coding","108"
"IL7",130264,4,9,"protein_coding","344"
"C4orf46P3",1533,1,1,"transcribed_pseudogene","1534"
"THAP12P7",3235,NA,NA,"pseudogene",NA
"LOC105375914",132146,1,6,"lncRNA","144.5"
"LINC02605",3001,1,1,"lncRNA","3002"
"LOC105375912",42490,2,4,"lncRNA","126.5"
"LOC105375913",22852,1,2,"lncRNA","9261.5"
"LOC107986892",15623,1,3,"lncRNA","69"
"LOC105375915",6731,1,3,"lncRNA","107"
"MIR12123",86,2,2,"miRNA","87"
"RPL3P9",1255,NA,NA,"pseudogene",NA
"STMN2",55051,2,8,"protein_coding","135.5"
"LOC105375916",17034,2,4,"lncRNA","86"
"LOC107986893",1742,1,4,"lncRNA","118"
"HEY1",3758,2,7,"protein_coding","193"
"LINC01607",34712,1,4,"lncRNA","102"
"LOC101927040",102390,1,6,"lncRNA","110"
"RNU7-85P",258,NA,NA,"pseudogene",NA
"LOC124902076",62,1,1,"snRNA","63"
"LOC124901966",65756,2,4,"lncRNA","901"
"TPD52-MRPS28",253077,1,7,"protein_coding","140"
"MRPS28",111550,1,1,"protein_coding","224"
"TPD52",140704,5,11,"protein_coding","116"
"LOC105375919",2344,2,7,"lncRNA","247"
"LOC105375918",4828,1,3,"lncRNA","84"
"LOC105375920",54442,3,8,"lncRNA","165.5"
"RN7SL41P",296,NA,NA,"pseudogene",NA
"MIR5708",84,2,2,"miRNA","85"
"RPL13AP18",672,NA,NA,"pseudogene",NA
"RPS5P5",739,NA,NA,"pseudogene",NA
"LOC124900264",130,1,1,"snoRNA","131"
"LOC100216346",679,NA,NA,"pseudogene",NA
"RNU6-1213P",93,NA,NA,"pseudogene",NA
"LOC105375922",10970,1,4,"lncRNA","133"
"ZBTB10",40699,2,9,"protein_coding","232"
"RPSAP47",1033,NA,NA,"pseudogene",NA
"OCIAD2P1",613,NA,NA,"pseudogene",NA
"RNU2-71P",191,NA,NA,"pseudogene",NA
"SLC25A51P3",1113,NA,NA,"pseudogene",NA
"RN7SL107P",278,NA,NA,"pseudogene",NA
"ZNF704",255962,3,13,"protein_coding","211"
"CKS1BP7",755,NA,NA,"pseudogene",NA
"RNU11-6P",132,NA,NA,"pseudogene",NA
"RN7SL308P",296,NA,NA,"pseudogene",NA
"HMGB1P41",382,NA,NA,"pseudogene",NA
"LOC107986894",6437,1,3,"lncRNA","288"
"PAG1",144272,5,24,"protein_coding",NA
"LOC124901967",26527,1,2,"lncRNA","12801"
"LOC105375924",11683,3,9,"lncRNA","190"
"UBE2HP1",1156,NA,NA,"pseudogene",NA
"FABP5",4245,1,4,"protein_coding","156"
"LOC105375925",21106,3,8,"lncRNA","266"
"LOC105375926",4170,1,3,"lncRNA","182"
"PMP2",7113,1,4,"protein_coding","126"
"FABP9",3326,1,4,"protein_coding","151"
"LOC101927118",117981,2,10,"lncRNA","149"
"FABP4",4814,1,4,"protein_coding","156"
"FTH1P11",907,NA,NA,"pseudogene",NA
"FABP12",65681,4,10,"protein_coding","144"
"IMPA1P1",27393,1,8,"transcribed_pseudogene","107"
"NIPA2P4",1098,NA,NA,"pseudogene",NA
"RPS26P34",552,NA,NA,"pseudogene",NA
"SLC10A5P1",1118,NA,NA,"pseudogene",NA
"IMPA1",29536,1,10,"protein_coding","107"
"SLC10A5",1427,1,1,"protein_coding","1428"
"ZFAND1",19957,3,14,"protein_coding","122"
"CHMP4C",27051,1,5,"protein_coding","178"
"SNX16",42608,4,15,"protein_coding","143"
"HNRNPA1P36",1230,NA,NA,"pseudogene",NA
"LINC02235",81057,3,17,"lncRNA","117"
"LINC02839",51942,1,4,"lncRNA",NA
"LOC105375930",18965,1,4,"lncRNA","129.5"
"HNRNPA1P4",1479,NA,NA,"pseudogene",NA
"LOC105375931",190251,1,4,"lncRNA","160.5"
"LOC107986953",18448,1,3,"lncRNA","83"
"LOC101927141",49797,1,4,"lncRNA","127"
"DPPA3P9",475,NA,NA,"pseudogene",NA
"LOC100420845",870,NA,NA,"pseudogene",NA
"LOC100533622",1479,NA,NA,"pseudogene",NA
"LINC01419",5142,1,2,"lncRNA","760.5"
"LOC105375932",15181,1,3,"lncRNA","136"
"LOC101929943",21512,NA,NA,"pseudogene",NA
"TPM3P3",530,NA,NA,"pseudogene",NA
"RALYL",739327,10,26,"protein_coding","133.5"
"RNU6-1040P",106,NA,NA,"pseudogene",NA
"PSMC2P2",1094,NA,NA,"pseudogene",NA
"LOC100421444",584,NA,NA,"pseudogene",NA
"LOC124902092",95,NA,NA,"pseudogene",NA
"ACTBP6",1759,NA,NA,"pseudogene",NA
"JCHAINP1",985,NA,NA,"pseudogene",NA
